Days,Time,Building and Room,Seats,Enrolled,Waits,Dept_name,
M-W----, 1:00P-2:20P, Seigle / 210, 10, 1, 0, AFRICAN AND AFRICAN-AMERICAN STUDIES(L90), 
MT-R---, 11:30A-12:50P, Seigle / 208, 15, 9, 0, AFRICAN AND AFRICAN-AMERICAN STUDIES(L90), 
M-W----, 5:00P-6:20P, Seigle / 104, 15, 11, 0, AFRICAN AND AFRICAN-AMERICAN STUDIES(L90), 
-T-R---, 1:00P-2:20P, Seigle / 109, 19, 7, 0, AFRICAN AND AFRICAN-AMERICAN STUDIES(L90), 
M-W----, 2:30P-3:50P, Seigle / 106, 10, 2, 0, AFRICAN AND AFRICAN-AMERICAN STUDIES(L90), 
-T-R---, 11:30A-12:50P, Seigle / 204, 25, 6, 0, AFRICAN AND AFRICAN-AMERICAN STUDIES(L90), 
M-W----, 1:00P-2:20P, Seigle / L004, 19, 17, 0, AFRICAN AND AFRICAN-AMERICAN STUDIES(L90), 
-T-R---, 11:30A-12:50P, Seigle / 205, 18, 17, 0, AFRICAN AND AFRICAN-AMERICAN STUDIES(L90), 
-T-R---, 1:00P-2:20P, Seigle / 208, 10, 7, 0, AFRICAN AND AFRICAN-AMERICAN STUDIES(L90), 
-T-R---, 1:00P-2:20P, Music Cls Bldg / 102, 25, 14, 0, AFRICAN AND AFRICAN-AMERICAN STUDIES(L90), 
-T-R---, 10:00A-11:20A, Seigle / 303, 15, 8, 0, AFRICAN AND AFRICAN-AMERICAN STUDIES(L90), 
-T-R---, 10:00A-11:20A, Seigle / 205, 15, 14, 0, AFRICAN AND AFRICAN-AMERICAN STUDIES(L90), 
M-W----, 10:00A-11:20A, Eads / 103, 20, 9, 0, AFRICAN AND AFRICAN-AMERICAN STUDIES(L90), 
-T-R---, 2:30P-3:50P, Seigle / 103, 15, 9, 0, AFRICAN AND AFRICAN-AMERICAN STUDIES(L90), 
-T-R---, 10:00A-11:20A, (None) /, 15, 6, 0, AFRICAN AND AFRICAN-AMERICAN STUDIES(L90), 
M-W----, 11:30A-12:50P, Seigle / L003, 35, 34, 0, AFRICAN AND AFRICAN-AMERICAN STUDIES(L90), 
-T-R---, 2:30P-3:50P, Cupples II / L001, 15, 7, 0, AFRICAN AND AFRICAN-AMERICAN STUDIES(L90), 
-T-R---, 1:00P-2:20P, Busch / 100, 68, 65, 0, AFRICAN AND AFRICAN-AMERICAN STUDIES(L90), 
-T-R---, 10:00A-11:20A, Eads / 212, 15, 5, 0, AFRICAN AND AFRICAN-AMERICAN STUDIES(L90), 
M-W----, 1:00P-2:20P, Simon / 021, 15, 13, 0, AFRICAN AND AFRICAN-AMERICAN STUDIES(L90), 
-T-R---, 10:00A-11:20A, Cupples II / L015, 15, 1, 0, AFRICAN AND AFRICAN-AMERICAN STUDIES(L90), 
--W----, 2:30P-5:20P, Seigle / 103, 20, 5, 0, AFRICAN AND AFRICAN-AMERICAN STUDIES(L90), 
M-W----, 10:00A-11:20A, Seigle / L003, 15, 10, 0, AFRICAN AND AFRICAN-AMERICAN STUDIES(L90), 
---R---, 2:30P-5:20P, Simon / 018, 15, 1, 0, AFRICAN AND AFRICAN-AMERICAN STUDIES(L90), 
---R---, 10:00A-1:00P, Lewis Center / NONE, 0, 10, 0, AFRICAN AND AFRICAN-AMERICAN STUDIES(L90), 
-T-----, 2:30P-5:20P, Seigle / 306, 13, 10, 0, AFRICAN AND AFRICAN-AMERICAN STUDIES(L90), 
-T-----, 2:30P-5:20P, Seigle / 306, 13, 10, 0, AFRICAN AND AFRICAN-AMERICAN STUDIES(L90), 
M-W----, 11:30A-12:50P, Seigle / 210, 25, 26, 0, AFRICAN AND AFRICAN-AMERICAN STUDIES(L90), 
-T-----, 2:30P-5:20P, Seigle / 104, 17, 18, 0, AFRICAN AND AFRICAN-AMERICAN STUDIES(L90), 
-T-----, 4:00P-6:50P, Seigle / 303, 14, 12, 0, CENTER FOR THE HUMANITIES(L56), 
---R---, 10:00A-1:00P, Lewis Center / NONE, 0, 10, 0, CENTER FOR THE HUMANITIES(L56), 
----F--, 1:00P-3:50P, Weil / 230, 10, 3, 0, CENTER FOR THE HUMANITIES(L56), 
-T-R---, 10:00A-11:20A, Cupples II / 230, 45, 41, 0, EAST ASIAN LANGUAGES & CULTURES(L81), 
TBA, , TBA, 0, 0, 0, EAST ASIAN LANGUAGES & CULTURES(L81), 
-T-R---, 1:00P-2:20P, Ridgley / 107, 19, 17, 0, EAST ASIAN LANGUAGES & CULTURES(L81), 
-T-R---, 4:00P-5:20P, Crow / 205, 25, 22, 0, EAST ASIAN LANGUAGES & CULTURES(L81), 
-T-R---, 11:30A-12:50P, Cupples II / 230, 45, 38, 0, EAST ASIAN LANGUAGES & CULTURES(L81), 
-T-R---, 4:00P-5:20P, Simon / 023, 78, 75, 0, EAST ASIAN LANGUAGES & CULTURES(L81), 
-T-R---, 2:30P-3:50P, Eads / 112, 19, 11, 0, EAST ASIAN LANGUAGES & CULTURES(L81), 
-T-R---, 10:00A-11:20A, Seigle / L002, 15, 5, 0, EAST ASIAN LANGUAGES & CULTURES(L81), 
M-W----, 10:00A-11:20A, Eads / 211, 14, 12, 0, EAST ASIAN LANGUAGES & CULTURES(L81), 
-T-R---, 1:00P-2:20P, Simon / 021, 15, 7, 0, EAST ASIAN LANGUAGES & CULTURES(L81), 
M-W----, 2:30P-3:50P, Eads / 112, 15, 1, 0, EAST ASIAN LANGUAGES & CULTURES(L81), 
M-W----, 4:00P-5:20P, Eads / 215, 15, 10, 0, EAST ASIAN LANGUAGES & CULTURES(L81), 
-T-----, 3:00P-5:20P, Ridgley / 107, 10, 3, 0, EAST ASIAN LANGUAGES & CULTURES(L81), 
--W----, 3:00P-5:20P, Busch / 14, 10, 7, 0, EAST ASIAN LANGUAGES & CULTURES(L81), 
--W----M------, 10:00A-11:20A10:00A-11:20A, Mallinckrodt / 207   Eads / 102, 0, 5, 0, EAST ASIAN LANGUAGES & CULTURES(L81), 
M-W----, 1:00P-2:20P, Eads / 211, 19, 20, 0, EAST ASIAN LANGUAGES & CULTURES(L81), 
-T-R---, 10:00A-11:20A, Seigle / 210, 25, 26, 0, EAST ASIAN LANGUAGES & CULTURES(L81), 
-T-----, 7:00P-10:00P, Brown / 100, 25, 26, 0, EAST ASIAN LANGUAGES & CULTURES(L81), 
M-W-F--, 12:00P-12:50P, Cupples II / L007, 15, 3, 0, GERMANIC LANGUAGES AND LITERATURES(L21), 
M-W-F--, 11:00A-11:50A, Lopata Hall / 202, 17, 11, 0, GERMANIC LANGUAGES AND LITERATURES(L21), 
M-W-F--, 11:00A-11:50A, Ridgley / 122, 15, 14, 0, GERMANIC LANGUAGES AND LITERATURES(L21), 
M-W-F--, 9:00A-9:50A, Cupples I / 111, 15, 2, 0, GERMANIC LANGUAGES AND LITERATURES(L21), 
M-W-F--, 10:00A-10:50A, Cupples I / 216, 15, 7, 0, GERMANIC LANGUAGES AND LITERATURES(L21), 
M-W-F--, 11:00A-11:50A, Cupples I / 216, 15, 10, 0, GERMANIC LANGUAGES AND LITERATURES(L21), 
M-W-F--, 12:00P-12:50P, Ridgley / 122, 15, 3, 0, GERMANIC LANGUAGES AND LITERATURES(L21), 
-T-RF--, 2:30P-3:30P, Lopata Hall / 202, 20, 3, 0, GERMANIC LANGUAGES AND LITERATURES(L21), 
-T-RF--, 2:30P-3:30P, TBA, 20, 3, 0, GERMANIC LANGUAGES AND LITERATURES(L21), 
-T-R---, 4:00P-5:20P, Eads / 115, 25, 6, 0, GERMANIC LANGUAGES AND LITERATURES(L21), 
M------, 4:30P-5:20P, Eads / 207, 25, 4, 0, GERMANIC LANGUAGES AND LITERATURES(L21), 
M-W----, 2:30P-3:50P, Cupples I / 216, 17, 8, 0, GERMANIC LANGUAGES AND LITERATURES(L21), 
-T-R---, 1:00P-2:20P, January Hall / 20, 15, 6, 0, GERMANIC LANGUAGES AND LITERATURES(L21), 
M-W----, 1:00P-2:20P, Lopata House / 23, 15, 5, 0, GERMANIC LANGUAGES AND LITERATURES(L21), 
M------, 2:30P-3:50P, Eads / 205, 10, 2, 0, GERMANIC LANGUAGES AND LITERATURES(L21), 
---R---, 2:30P-3:50P, Rudolph / 282, 10, 6, 0, GERMANIC LANGUAGES AND LITERATURES(L21), 
TBA, , TBA, 10, 2, 0, GERMANIC LANGUAGES AND LITERATURES(L21), 
TBA, , TBA, 10, 2, 0, GERMANIC LANGUAGES AND LITERATURES(L21), 
-T-----, 2:30P-4:50P, Sever / 102, 15, 5, 0, GERMANIC LANGUAGES AND LITERATURES(L21), 
--W----, 4:00P-6:20P, Cupples II / L007, 20, 14, 0, GERMANIC LANGUAGES AND LITERATURES(L21), 
----F--M-W----, 12:00P-12:50P12:00P-12:50P, January Hall / 110   Duncker / 101, 15, 12, 0, KOREAN(L51), 
----F--M-W----, 10:00A-10:50A10:00A-10:50A, January Hall / 110   Cupples I / 115, 15, 14, 0, KOREAN(L51), 
----F--M-W----, 12:00P-12:50P12:00P-12:50P, January Hall / 110   Eads / 102, 15, 14, 0, KOREAN(L51), 
----F--M-W----, 1:00P-1:50P1:00P-1:50P, January Hall / 110   Eads / 102, 15, 7, 0, KOREAN(L51), 
-T-R---, 10:00A-10:50A, Cupples I / 216, 15, 12, 0, KOREAN(L51), 
-T-R---, 1:00P-1:50P, Cupples I / 111, 15, 8, 0, KOREAN(L51), 
----F--MTWR---, 10:00A-10:50A10:00A-10:50A, Eads / 14    Cupples I / 111, 15, 6, 0, KOREAN(L51), 
----F--MTWR---, 12:00P-12:50P12:00P-12:50P, Eads / 14    Eads / 211, 15, 7, 0, KOREAN(L51), 
-T-R---, 10:00A-11:20A, Cupples II / 230, 45, 41, 0, KOREAN(L51), 
TBA, , TBA, 0, 0, 0, KOREAN(L51), 
-T-R---, 2:30P-3:50P, Eads / 112, 19, 11, 0, KOREAN(L51), 
M-W----, 10:00A-11:20A, Eads / 211, 14, 12, 0, KOREAN(L51), 
M-W----, 2:30P-3:50P, Cupples I / 111, 12, 10, 0, KOREAN(L51), 
----F--, 11:00A-11:50A, Eads / 13, 10, 9, 0, KOREAN(L51), 
----F--, 1:00P-1:50P, Eads / 13, 10, 1, 0, KOREAN(L51), 
-T-R---, 1:00P-2:20P, Simon / 021, 15, 7, 0, KOREAN(L51), 
-T-R---, 4:00P-5:20P, Eads / 212, 12, 6, 0, KOREAN(L51), 
M------, 3:00P-3:50P, Eads / 14, 12, 6, 0, KOREAN(L51), 
M-W----, 4:00P-5:20P, Cupples I / 111, 12, 4, 0, KOREAN(L51), 
--W----, 3:00P-5:20P, Busch / 14, 10, 7, 0, KOREAN(L51), 
----F--M-W----, 11:00A-11:50A11:00A-11:50A, January Hall / 110   Duncker / 101, 15, 17, 0, KOREAN(L51), 
-T-R---, 12:00P-12:50P, Cupples I / 216, 15, 15, 0, KOREAN(L51), 
M-W----, 1:00P-2:20P, Eads / 211, 19, 20, 0, KOREAN(L51), 
TBA, , TBA, 999, 32, 0, OVERSEAS PROGRAMS(L99), 
TBA, , TBA, 0, 75, 0, OVERSEAS PROGRAMS(L99), 
M-W----, 10:00A-11:20A, Simon / 022, 15, 12, 0, RELIGIOUS STUDIES(L23), 
-T-R---, 1:00P-2:20P, Danforth Ctr / 233, 15, 0, 0, RELIGIOUS STUDIES(L23), 
MTWR---, 3:00P-3:50P, Umrath / 224, 15, 3, 0, RELIGIOUS STUDIES(L23), 
-T-R---, 11:30A-12:50P, Lopata Hall / 302, 25, 21, 0, RELIGIOUS STUDIES(L23), 
-T-R---, 10:00A-11:20A, Seigle / 103, 35, 31, 0, RELIGIOUS STUDIES(L23), 
M-W----, 11:30A-12:50P, Seigle / 109, 35, 28, 0, RELIGIOUS STUDIES(L23), 
-T-R---, 11:30A-12:50P, Simon / 020, 25, 14, 0, RELIGIOUS STUDIES(L23), 
-T-R---, 1:00P-2:20P, Seigle / 208, 10, 7, 0, RELIGIOUS STUDIES(L23), 
-T-R---, 1:00P-2:20P, Ridgley / 107, 19, 17, 0, RELIGIOUS STUDIES(L23), 
M-W----, 4:00P-5:20P, Duncker / 101, 25, 20, 0, RELIGIOUS STUDIES(L23), 
-T-R---, 1:00P-2:20P, McMillan / G052, 150, 144, 0, RELIGIOUS STUDIES(L23), 
M-W----, 11:30A-12:50P, Cupples I / 218, 30, 19, 0, RELIGIOUS STUDIES(L23), 
M------, 2:30P-5:20P, McMillan / G057, 11, 10, 0, RELIGIOUS STUDIES(L23), 
-T-R---, 11:30A-12:50P, Weil / 010, 25, 1, 0, RELIGIOUS STUDIES(L23), 
-T-R---, 1:00P-2:20P, Mallinckrodt / 303, 20, 14, 0, RELIGIOUS STUDIES(L23), 
-T-R---, 2:30P-3:50P, Kemper / 103, 40, 16, 0, RELIGIOUS STUDIES(L23), 
M------, 2:00P-4:50P, Umrath / 116, 15, 0, 0, RELIGIOUS STUDIES(L23), 
-T-R---, 2:30P-3:50P, Eads / 112, 19, 11, 0, RELIGIOUS STUDIES(L23), 
-T-R---, 2:30P-3:50P, Eads / 205, 12, 4, 0, RELIGIOUS STUDIES(L23), 
M-W----, 11:30A-12:50P, Duncker / 1, 25, 22, 0, RELIGIOUS STUDIES(L23), 
-T-R---, 1:00P-2:20P, Eads / 210, 15, 11, 0, RELIGIOUS STUDIES(L23), 
-T-R---, 1:00P-2:20P, Wrighton / 201, 15, 12, 0, RELIGIOUS STUDIES(L23), 
-T-R---, 4:00P-5:20P, Sever / 300, 19, 8, 0, RELIGIOUS STUDIES(L23), 
-T-----, 2:30P-5:20P, Eads / 210, 10, 6, 0, RELIGIOUS STUDIES(L23), 
--W----, 2:00P-4:50P, Seigle / L003, 20, 4, 0, RELIGIOUS STUDIES(L23), 
-T-----, 2:30P-5:20P, Seigle / 206, 12, 9, 0, RELIGIOUS STUDIES(L23), 
M-W----, 2:30P-3:50P, Eads / 112, 15, 1, 0, RELIGIOUS STUDIES(L23), 
--W----, 2:00P-4:50P, Umrath / 116, 15, 3, 0, RELIGIOUS STUDIES(L23), 
M-W----, 11:30A-12:50P, Seigle / 205, 25, 20, 0, RELIGIOUS STUDIES(L23), 
-T-R---, 4:00P-5:20P, Cupples II / L007, 12, 3, 0, RELIGIOUS STUDIES(L23), 
M------, 2:30P-5:20P, Simon / 022, 15, 1, 0, RELIGIOUS STUDIES(L23), 
-T-R---, 11:30A-12:50P, Simon / 021, 15, 15, 0, RELIGIOUS STUDIES(L23), 
M-W----, 11:30A-12:50P, Danforth Ctr / 233, 16, 16, 0, RELIGIOUS STUDIES(L23), 
----F--, 11:00A-1:50P, Simon / 021, 15, 15, 0, RELIGIOUS STUDIES(L23), 
M-W----, 10:00A-11:20A, Tietjens Hall / 4, 30, 28, 0, AMERICAN CULTURE STUDIES(L98), 
-T-R---, 11:30A-12:50P, Eads / 203, 15, 12, 0, AMERICAN CULTURE STUDIES(L98), 
-T-R---, 1:00P-2:20P, Cupples II / 203, 18, 13, 0, AMERICAN CULTURE STUDIES(L98), 
M-W----, 1:00P-2:20P, Seigle / L004, 19, 17, 0, AMERICAN CULTURE STUDIES(L98), 
M-W----, 10:00A-11:20A, McDonnell / 361, 15, 14, 0, AMERICAN CULTURE STUDIES(L98), 
-T-R---, 11:30A-12:50P, Simon / 020, 25, 14, 0, AMERICAN CULTURE STUDIES(L98), 
-T-R---, 4:00P-5:20P, Rudolph / 203, 27, 26, 0, AMERICAN CULTURE STUDIES(L98), 
TBA, , TBA, 1, 0, 0, AMERICAN CULTURE STUDIES(L98), 
TBA, , TBA, 1, 0, 0, AMERICAN CULTURE STUDIES(L98), 
TBA, , TBA, 1, 0, 0, AMERICAN CULTURE STUDIES(L98), 
-T-R---, 2:30P-3:50P, Louderman / 461, 18, 14, 0, AMERICAN CULTURE STUDIES(L98), 
-T-R---, 4:00P-5:20P, Seigle / 111, 18, 17, 0, AMERICAN CULTURE STUDIES(L98), 
-T-R---, 1:00P-2:20P, Eads / 216, 19, 18, 0, AMERICAN CULTURE STUDIES(L98), 
-T-R---, 1:00P-2:20P, Music Cls Bldg / 102, 25, 14, 0, AMERICAN CULTURE STUDIES(L98), 
M-W----, 11:30A-12:50P, Music Cls Bldg / 102, 25, 22, 0, AMERICAN CULTURE STUDIES(L98), 
-T-R---, 11:30A-12:50P, Seigle / 205, 18, 17, 0, AMERICAN CULTURE STUDIES(L98), 
-T-R---, 1:00P-2:20P, Duncker / 101, 50, 41, 0, AMERICAN CULTURE STUDIES(L98), 
-T-R---, 11:30A-12:50P, Weil / 230, 0, 15, 0, AMERICAN CULTURE STUDIES(L98), 
M-W----, 10:00A-11:20A, Seigle / L016, 0, 10, 0, AMERICAN CULTURE STUDIES(L98), 
M-W----, 2:30P-3:50P, Duncker / 101, 15, 11, 0, AMERICAN CULTURE STUDIES(L98), 
-T-R---, 1:00P-2:20P, Eads / 207, 20, 18, 0, AMERICAN CULTURE STUDIES(L98), 
-T-R---, 1:00P-2:20P, Seigle / 204, 19, 14, 0, AMERICAN CULTURE STUDIES(L98), 
M-W----, 10:00A-11:20A, Seigle / 205, 25, 21, 0, AMERICAN CULTURE STUDIES(L98), 
---R---, 3:00P-4:50P, Stix / 110, 20, 17, 0, AMERICAN CULTURE STUDIES(L98), 
-T-R---, 10:00A-11:20A, Seigle / 205, 15, 14, 0, AMERICAN CULTURE STUDIES(L98), 
-T-R---, 1:00P-2:20P, Life Sciences / 118, 35, 24, 0, AMERICAN CULTURE STUDIES(L98), 
M-W-F--, 9:00A-9:50A, Cupples II / 203, 30, 14, 0, AMERICAN CULTURE STUDIES(L98), 
M-W-F--, 12:00P-12:50P, Simon / 1, 350, 321, 0, AMERICAN CULTURE STUDIES(L98), 
-T-R---, 2:30P-3:50P, Cupples II / L007, 15, 11, 0, AMERICAN CULTURE STUDIES(L98), 
-T-R---, 10:00A-11:20A, Umrath / 140, 19, 5, 0, AMERICAN CULTURE STUDIES(L98), 
M-W----, 10:00A-11:20A, Eads / 103, 20, 9, 0, AMERICAN CULTURE STUDIES(L98), 
-T-R---, 1:00P-2:20P, Eads / 112, 18, 16, 0, AMERICAN CULTURE STUDIES(L98), 
M-W----, 10:00A-11:20A, Jubel / 120, 20, 13, 0, AMERICAN CULTURE STUDIES(L98), 
-T-R---, 11:30A-12:50P, Weil / 010, 25, 1, 0, AMERICAN CULTURE STUDIES(L98), 
-T-R---, 8:30A-9:50A, Seigle / 304, 30, 4, 0, AMERICAN CULTURE STUDIES(L98), 
M-W----, 11:00A-11:50A, Hillman / 70, 80, 25, 0, AMERICAN CULTURE STUDIES(L98), 
----F--, 11:00A-11:50A, Seigle / 104, 20, 13, 0, AMERICAN CULTURE STUDIES(L98), 
----F--, 12:00P-12:50P, Seigle / 104, 20, 12, 0, AMERICAN CULTURE STUDIES(L98), 
M-W----, 2:30P-3:50P, Seigle / 109, 40, 38, 0, AMERICAN CULTURE STUDIES(L98), 
-T-R---, 1:00P-2:20P, Seigle / 205, 20, 18, 0, AMERICAN CULTURE STUDIES(L98), 
M-W----, 2:30P-3:50P, Cupples II / L011, 19, 4, 0, AMERICAN CULTURE STUDIES(L98), 
--W----, 4:00P-6:50P, AB Law Bldg / 306, 28, 27, 0, AMERICAN CULTURE STUDIES(L98), 
-T-R---, 2:30P-3:50P, Cupples II / L009, 20, 19, 0, AMERICAN CULTURE STUDIES(L98), 
-T-R---, 11:30A-12:50P, Eads / 103, 15, 5, 0, AMERICAN CULTURE STUDIES(L98), 
M-W----, 11:30A-12:50P, Seigle / L003, 35, 34, 0, AMERICAN CULTURE STUDIES(L98), 
-T-R---, 10:00A-11:20A, Seigle / 106, 25, 17, 0, AMERICAN CULTURE STUDIES(L98), 
-T-R---, 1:00P-2:20P, Mallinckrodt / 326, 15, 6, 0, AMERICAN CULTURE STUDIES(L98), 
-T-R---, 10:00A-11:20A, Eads / 212, 15, 5, 0, AMERICAN CULTURE STUDIES(L98), 
M-W----, 1:00P-2:20P, Kemper / 103, 40, 21, 0, AMERICAN CULTURE STUDIES(L98), 
-T-R---, 10:00A-11:20A, Cupples II / L015, 15, 1, 0, AMERICAN CULTURE STUDIES(L98), 
--W----, 4:00P-6:20P, Seigle / 111, 11, 8, 0, AMERICAN CULTURE STUDIES(L98), 
-T-----, 9:00A-9:50A, Stix / 110, 18, 16, 0, AMERICAN CULTURE STUDIES(L98), 
-T-R---, 11:30A-12:50P, Eads / 215, 15, 11, 0, AMERICAN CULTURE STUDIES(L98), 
---R---, 10:00A-1:00P, Lewis Center / NONE, 0, 10, 0, AMERICAN CULTURE STUDIES(L98), 
M-W----, 10:00A-11:20A, Mallinckrodt / 305, 30, 27, 0, AMERICAN CULTURE STUDIES(L98), 
-T-R---, 11:30A-12:50P, Ridgley / 122, 20, 16, 0, AMERICAN CULTURE STUDIES(L98), 
----F--, 1:00P-3:50P, Weil / 230, 10, 3, 0, AMERICAN CULTURE STUDIES(L98), 
-T-----, 4:00P-6:20P, Simon / 020, 12, 5, 0, AMERICAN CULTURE STUDIES(L98), 
-T-R---, 8:30A-9:50A, Music Cls Bldg / 103, 15, 8, 0, AMERICAN CULTURE STUDIES(L98), 
--W----, 4:00P-6:50P, Brown / 100, 15, 8, 0, AMERICAN CULTURE STUDIES(L98), 
M-W----, 1:00P-2:20P, Seigle / 306, 19, 8, 0, AMERICAN CULTURE STUDIES(L98), 
-T-----, 4:00P-6:50P, Brown / 100, 19, 8, 0, AMERICAN CULTURE STUDIES(L98), 
--W----, 4:00P-6:50P, Eads / 204, 19, 12, 0, AMERICAN CULTURE STUDIES(L98), 
---R---, 4:00P-4:50P, Seigle / 210, 25, 16, 0, AMERICAN CULTURE STUDIES(L98), 
-T-R---, 4:00P-5:20P, Cupples I / 111, 0, 14, 0, AMERICAN CULTURE STUDIES(L98), 
-T-R---, 1:00P-2:20P, Brown / 100, 250, 250, 0, AMERICAN CULTURE STUDIES(L98), 
---R---, 1:00P-4:00P, Schnuck Pav / 202, 0, 11, 0, AMERICAN CULTURE STUDIES(L98), 
-T-R---, 1:00P-2:20P, Eads / 208, 12, 13, 0, AMERICAN CULTURE STUDIES(L98), 
M-W----, 2:30P-3:50P, Seigle / 304, 15, 15, 0, AMERICAN CULTURE STUDIES(L98), 
-T-R---, 11:30A-12:50P, Simon / 021, 15, 15, 0, AMERICAN CULTURE STUDIES(L98), 
M-W----, 10:00A-11:20A, January Hall / 110, 25, 25, 0, AMERICAN CULTURE STUDIES(L98), 
-T-R---, 4:00P-5:20P, Eads / 103, 20, 22, 0, AMERICAN CULTURE STUDIES(L98), 
M-W----, 2:30P-3:50P, Seigle / 111, 20, 21, 0, AMERICAN CULTURE STUDIES(L98), 
-T-R---, 10:00A-11:20A, Simon / 023, 24, 26, 0, AMERICAN CULTURE STUDIES(L98), 
-T-R---, 11:30A-12:50P, Cupples II / 203, 18, 20, 0, AMERICAN CULTURE STUDIES(L98), 
M-W----, 1:00P-2:20P, Seigle / 304, 24, 26, 0, AMERICAN CULTURE STUDIES(L98), 
M-W----, 11:30A-12:50P, Seigle / 106, 19, 24, 0, AMERICAN CULTURE STUDIES(L98), 
-T-R---, 11:30A-12:50P, Seigle / 301, 73, 73, 0, AMERICAN CULTURE STUDIES(L98), 
--W----, 7:00P-10:00P, Brown / 100, 73, 73, 0, AMERICAN CULTURE STUDIES(L98), 
M-W----, 2:30P-3:50P, Life Sciences / 118, 35, 35, 0, AMERICAN CULTURE STUDIES(L98), 
-T-----, 4:00P-6:50P, Seigle / L006, 35, 35, 0, AMERICAN CULTURE STUDIES(L98), 
-T-R---, 1:00P-2:20P, Seigle / 305, 20, 22, 0, AMERICAN CULTURE STUDIES(L98), 
M-W----, 4:00P-5:20P, Eads / 203, 20, 22, 0, AMERICAN CULTURE STUDIES(L98), 
--W----, 4:00P-6:50P, Seigle / 304, 15, 15, 0, AMERICAN CULTURE STUDIES(L98), 
---R---, 2:30P-5:20P, Cupples II / 203, 15, 15, 0, AMERICAN CULTURE STUDIES(L98), 
--W----, 4:00P-6:50P, Cupples II / 203, 15, 17, 0, AMERICAN CULTURE STUDIES(L98), 
--W----, 2:30P-5:20P, Kemper / 211, 12, 12, 0, AMERICAN CULTURE STUDIES(L98), 
--W----, 1:00P-4:00P, Sever / 300, 15, 18, 0, AMERICAN CULTURE STUDIES(L98), 
M-W-F--, 9:00A-9:50A, Louderman / 458, 200, 154, 0, CHEMISTRY(L07), 
M-W-F--, 11:00A-11:50A, Louderman / 458, 200, 114, 0, CHEMISTRY(L07), 
---R---, 9:00A-9:50A, Eads / 102, 35, 33, 0, CHEMISTRY(L07), 
---R---, 8:30A-9:50A, Seigle / 206, 35, 13, 0, CHEMISTRY(L07), 
---R---, 12:00P-12:50P, Duncker / 1, 35, 34, 0, CHEMISTRY(L07), 
---R---, 12:00P-12:50P, Duncker / 101, 35, 28, 0, CHEMISTRY(L07), 
---R---, 11:30A-12:50P, Wrighton / 201, 35, 19, 0, CHEMISTRY(L07), 
---R---, 11:30A-12:50P, Eads / 102, 35, 28, 0, CHEMISTRY(L07), 
---R---, 3:00P-3:50P, Eads / 215, 35, 22, 0, CHEMISTRY(L07), 
---R---, 2:30P-3:50P, Eads / 116, 35, 21, 0, CHEMISTRY(L07), 
M-W-F--, 9:00A-9:50A, Wrighton / 300, 350, 312, 0, CHEMISTRY(L07), 
---R---, 11:30A-12:50P, Seigle / 303, 35, 34, 0, CHEMISTRY(L07), 
---R---, 11:30A-12:50P, Seigle / 306, 35, 34, 0, CHEMISTRY(L07), 
---R---, 11:30A-12:50P, Louderman / 461, 35, 33, 0, CHEMISTRY(L07), 
---R---, 2:30P-3:50P, Seigle / 206, 35, 31, 0, CHEMISTRY(L07), 
---R---, 2:30P-3:50P, Seigle / 303, 35, 34, 0, CHEMISTRY(L07), 
M-W----, 6:30P-8:30P, Wrighton / 301, 30, 12, 0, CHEMISTRY(L07), 
M------, 12:00P-12:50P, Wrighton / 300, 358, 303, 0, CHEMISTRY(L07), 
M------, 2:00P-2:50P, Wrighton / 300, 358, 276, 0, CHEMISTRY(L07), 
-T-----, 8:00A-10:50A, Wrighton / FLR3, 58, 54, 0, CHEMISTRY(L07), 
-T-----, 11:30A-2:20P, Wrighton / FLR3, 99, 97, 0, CHEMISTRY(L07), 
-T-----, 3:00P-5:50P, Wrighton / FLR3, 78, 77, 0, CHEMISTRY(L07), 
--W----, 2:00P-4:50P, Wrighton / FLR3, 99, 98, 0, CHEMISTRY(L07), 
---R---, 8:00A-10:50A, Wrighton / FLR3, 38, 31, 0, CHEMISTRY(L07), 
---R---, 11:30A-2:20P, Wrighton / FLR3, 60, 59, 0, CHEMISTRY(L07), 
---R---, 3:00P-5:50P, Wrighton / FLR3, 80, 75, 0, CHEMISTRY(L07), 
----F--, 2:00P-4:50P, Wrighton / FLR3, 78, 76, 0, CHEMISTRY(L07), 
-----S-, 9:00A-11:50A, Wrighton / FLR3, 18, 12, 0, CHEMISTRY(L07), 
-----S-, 8:00A-9:00A, Wrighton / 301, 20, 9, 0, CHEMISTRY(L07), 
-----S-, 9:00A-12:00P, Wrighton / FLR3, 20, 9, 0, CHEMISTRY(L07), 
---R---, 6:30P-9:30P, Wrighton / 301, 25, 8, 0, CHEMISTRY(L07), 
M-W-F--, 9:00A-9:50A, Simon / 1, 350, 316, 0, CHEMISTRY(L07), 
M-W-F--, 9:00A-9:50A, McMillan / G052, 60, 42, 0, CHEMISTRY(L07), 
----F----W----, 1:00P-4:50P2:00P-2:50P, Wrighton / FLR2  Wrighton / 300, 60, 59, 0, CHEMISTRY(L07), 
-----S---W----, 9:00A-1:00P2:00P-2:50P, Wrighton / FLR2  Wrighton / 300, 61, 59, 0, CHEMISTRY(L07), 
M-W----, 6:00P-8:00P, Wrighton / 201, 5, 2, 0, CHEMISTRY(L07), 
