Days,Time,Building and Room,Seats,Enrolled,Waits,Dept_name,
-T-----, 8:00A-8:50A, Simon / 020, 24, 15, 0, MATHEMATICS AND STATISTICS(L24), 
-T-----, 9:00A-9:50A, Cupples II / 200, 24, 21, 0, MATHEMATICS AND STATISTICS(L24), 
-T-----, 9:00A-9:50A, Simon / 020, 24, 23, 0, MATHEMATICS AND STATISTICS(L24), 
-T-----, 9:00A-9:50A, Mallinckrodt / 305, 24, 21, 0, MATHEMATICS AND STATISTICS(L24), 
-T-----, 10:00A-10:50A, Mallinckrodt / 305, 24, 23, 0, MATHEMATICS AND STATISTICS(L24), 
-T-----, 11:00A-11:50A, Lopata Hall / 202, 24, 21, 0, MATHEMATICS AND STATISTICS(L24), 
-T-----, 11:00A-11:50A, Eads / 204, 24, 13, 0, MATHEMATICS AND STATISTICS(L24), 
-T-----, 1:00P-1:50P, Cupples I / 113, 24, 21, 0, MATHEMATICS AND STATISTICS(L24), 
-T-----, 10:00A-10:50A, Louderman / 461, 24, 23, 0, MATHEMATICS AND STATISTICS(L24), 
-T-----, 11:00A-11:50A, Eads / 102, 24, 10, 0, MATHEMATICS AND STATISTICS(L24), 
M-W-F--, 1:00P-1:50P, Eads / 115, 20, 5, 0, MATHEMATICS AND STATISTICS(L24), 
M-W-F--, 9:00A-9:50A, Simon / 023, 80, 55, 0, MATHEMATICS AND STATISTICS(L24), 
M-W-F--, 11:00A-11:50A, Simon / 023, 75, 71, 0, MATHEMATICS AND STATISTICS(L24), 
M-W-F--, 12:00P-12:50P, Wilson / 214, 105, 86, 0, MATHEMATICS AND STATISTICS(L24), 
M-W-F--, 1:00P-1:50P, Cupples II / 230, 48, 43, 0, MATHEMATICS AND STATISTICS(L24), 
M-W-F--, 2:00P-2:50P, Cupples II / 230, 45, 23, 0, MATHEMATICS AND STATISTICS(L24), 
M-W-F--, 2:00P-2:50P, McDonnell / 362, 15, 8, 0, MATHEMATICS AND STATISTICS(L24), 
M-W-F--, 1:00P-1:50P, Cupples I / 207, 30, 24, 0, MATHEMATICS AND STATISTICS(L24), 
M-W-F--, 9:00A-9:50A, Brown / 118, 80, 65, 0, MATHEMATICS AND STATISTICS(L24), 
M-W-F--, 10:00A-10:50A, Wilson / 214, 125, 111, 0, MATHEMATICS AND STATISTICS(L24), 
-T-----, 8:00A-8:50A, Lopata Hall / 229, 31, 23, 0, MATHEMATICS AND STATISTICS(L24), 
-T-----, 9:00A-9:50A, Ridgley / 219, 32, 31, 0, MATHEMATICS AND STATISTICS(L24), 
-T-----, 10:00A-10:50A, Eads / 216, 34, 33, 0, MATHEMATICS AND STATISTICS(L24), 
-T-----, 11:00A-11:50A, Louderman / 461, 34, 27, 0, MATHEMATICS AND STATISTICS(L24), 
-T-----, 12:00P-12:50P, Louderman / 461, 32, 31, 0, MATHEMATICS AND STATISTICS(L24), 
M-W-F--, 1:00P-1:50P, Mallinckrodt / 302, 25, 12, 0, MATHEMATICS AND STATISTICS(L24), 
M-W-F--, 9:00A-9:50A, Busch / 202, 39, 25, 0, MATHEMATICS AND STATISTICS(L24), 
M-W----, 5:00P-6:30P, Cupples II / L015, 0, 11, 0, MATHEMATICS AND STATISTICS(L24), 
-T-R---, 1:00P-2:20P, Cupples I / 115, 30, 14, 0, MATHEMATICS AND STATISTICS(L24), 
M-W-F--, 10:00A-10:50A, Crow / 204, 55, 48, 0, MATHEMATICS AND STATISTICS(L24), 
M-W-F--, 10:00A-10:50A, Duncker / 101, 45, 33, 0, MATHEMATICS AND STATISTICS(L24), 
M-W-F--, 3:00P-3:50P, Somers Family / 249, 29, 9, 0, MATHEMATICS AND STATISTICS(L24), 
-T-R---, 11:30A-12:50P, Cupples I / 113, 29, 17, 0, MATHEMATICS AND STATISTICS(L24), 
M-W-F--, 11:00A-11:50A, Cupples I / 115, 25, 14, 0, MATHEMATICS AND STATISTICS(L24), 
M-W-F--, 11:00A-11:50A, Crow / 206, 54, 36, 0, MATHEMATICS AND STATISTICS(L24), 
M-W-F--, 12:00P-12:50P, Cupples II / 230, 43, 29, 0, MATHEMATICS AND STATISTICS(L24), 
M-W-F--, 3:00P-3:50P, Jubel / 121, 55, 43, 0, MATHEMATICS AND STATISTICS(L24), 
-T-R---, 1:00P-2:20P, Wrighton / 250, 65, 43, 0, MATHEMATICS AND STATISTICS(L24), 
-T-R---, 8:30A-9:50A, Crow / 205, 20, 11, 0, MATHEMATICS AND STATISTICS(L24), 
M-W-F--, 3:00P-3:50P, Mallinckrodt / 303, 29, 14, 0, MATHEMATICS AND STATISTICS(L24), 
-T-R---, 10:00A-11:20A, McMillan / G052, 49, 34, 0, MATHEMATICS AND STATISTICS(L24), 
-T-R---, 11:30A-12:50P, Wrighton / 250, 45, 15, 0, MATHEMATICS AND STATISTICS(L24), 
-T-R---, 2:30P-3:50P, Busch / 202, 20, 12, 0, MATHEMATICS AND STATISTICS(L24), 
M-W-F--, 3:00P-3:50P, Seigle / L006, 79, 69, 0, MATHEMATICS AND STATISTICS(L24), 
M-W-F--, 12:00P-12:50P, Simon / 023, 59, 43, 0, MATHEMATICS AND STATISTICS(L24), 
-T-R---, 11:30A-12:50P, McDonnell / 361, 49, 41, 0, MATHEMATICS AND STATISTICS(L24), 
-T-R---, 10:00A-11:20A, McDonnell / 361, 25, 12, 0, MATHEMATICS AND STATISTICS(L24), 
M-W-F--, 4:00P-4:50P, Louderman / 458, 25, 11, 0, MATHEMATICS AND STATISTICS(L24), 
M-W-F--, 1:00P-1:50P, Lopata Hall / 201, 20, 15, 0, MATHEMATICS AND STATISTICS(L24), 
M-W-F--, 1:00P-1:50P, Crow / 206, 30, 6, 0, MATHEMATICS AND STATISTICS(L24), 
M-W-F--, 2:00P-2:50P, Cupples II / L007, 20, 17, 0, MATHEMATICS AND STATISTICS(L24), 
-T-R---, 2:30P-3:50P, Eads / 115, 25, 21, 0, MATHEMATICS AND STATISTICS(L24), 
M-W-F--, 10:00A-10:50A, Cupples I / 218, 25, 19, 0, MATHEMATICS AND STATISTICS(L24), 
M-W-F--, 2:00P-2:50P, Mallinckrodt / 302, 20, 7, 0, MATHEMATICS AND STATISTICS(L24), 
-T-R---, 1:00P-2:20P, Cupples II / 200, 20, 8, 0, MATHEMATICS AND STATISTICS(L24), 
M-W-F--, 12:00P-12:50P, Life Sciences / 118, 20, 10, 0, MATHEMATICS AND STATISTICS(L24), 
M-W-F--, 3:00P-3:50P, Eads / 115, 20, 4, 0, MATHEMATICS AND STATISTICS(L24), 
TBA, , (None) /, 10, 5, 0, MATHEMATICS AND STATISTICS(L24), 
M------, 4:00P-4:50P, Eads / 115, 25, 20, 0, MATHEMATICS AND STATISTICS(L24), 
---R---, 10:00A-10:50A, Eads / 115, 30, 30, 0, MATHEMATICS AND STATISTICS(L24), 
M-W-F--, 10:00A-10:50A, Steinberg / 105, 120, 121, 0, MATHEMATICS AND STATISTICS(L24), 
---R---, 10:00A-10:50A, Lopata Hall / 103, 24, 24, 0, MATHEMATICS AND STATISTICS(L24), 
---R---, 10:00A-10:50A, Cupples I / 207, 24, 25, 0, MATHEMATICS AND STATISTICS(L24), 
---R---, 12:00P-12:50P, Simon / 022, 24, 24, 0, MATHEMATICS AND STATISTICS(L24), 
---R---, 12:00P-12:50P, Lopata Hall / 103, 24, 24, 0, MATHEMATICS AND STATISTICS(L24), 
---R---, 12:00P-12:50P, Lopata Hall / 229, 24, 24, 0, MATHEMATICS AND STATISTICS(L24), 
-T-----, 9:00A-9:50A, Eads / 116, 34, 35, 0, MATHEMATICS AND STATISTICS(L24), 
-T-----, 10:00A-10:50A, Eads / 102, 36, 36, 0, MATHEMATICS AND STATISTICS(L24), 
-T-----, 12:00P-12:50P, Ridgley / 219, 34, 34, 0, MATHEMATICS AND STATISTICS(L24), 
M-W-F--, 11:00A-11:50A, Brown / 118, 130, 130, 0, MATHEMATICS AND STATISTICS(L24), 
-T-----, 10:00A-10:50A, Eads / 204, 24, 24, 0, MATHEMATICS AND STATISTICS(L24), 
-T-----, 12:00P-12:50P, Lopata Hall / 103, 24, 24, 0, MATHEMATICS AND STATISTICS(L24), 
-T-----, 12:00P-12:50P, January Hall / 10A, 24, 24, 0, MATHEMATICS AND STATISTICS(L24), 
-T-----, 1:00P-1:50P, Lopata Hall / 229, 24, 24, 0, MATHEMATICS AND STATISTICS(L24), 
-T-----, 12:00P-12:50P, Eads / 102, 24, 24, 0, MATHEMATICS AND STATISTICS(L24), 
-T-----, 9:00A-9:50A, Lopata Hall / 229, 31, 31, 0, MATHEMATICS AND STATISTICS(L24), 
M-W----, 1:00P-1:50P, McDonnell / 162, 120, 52, 0, POLITICAL SCIENCE(L32), 
---R---, 4:00P-4:50P, Danforth Ctr / 236, 11, 10, 0, POLITICAL SCIENCE(L32), 
---R---, 4:00P-4:50P, Danforth Ctr / 233, 11, 8, 0, POLITICAL SCIENCE(L32), 
----F--, 9:00A-9:50A, Danforth Ctr / 236, 11, 3, 0, POLITICAL SCIENCE(L32), 
----F--, 11:00A-11:50A, Danforth Ctr / 236, 11, 9, 0, POLITICAL SCIENCE(L32), 
----F--, 11:00A-11:50A, Cupples II / L011, 11, 5, 0, POLITICAL SCIENCE(L32), 
---R---, 4:00P-4:50P, Simon / 020, 11, 10, 0, POLITICAL SCIENCE(L32), 
----F--, 12:00P-12:50P, Danforth Ctr / 236, 11, 7, 0, POLITICAL SCIENCE(L32), 
M-W----, 2:30P-3:20P, Steinberg / 105, 200, 79, 0, POLITICAL SCIENCE(L32), 
--W----, 4:00P-4:50P, Seigle / 210, 25, 9, 0, POLITICAL SCIENCE(L32), 
--W----, 4:00P-4:50P, Seigle / 206, 25, 9, 0, POLITICAL SCIENCE(L32), 
---R---, 9:00A-9:50A, Seigle / 208, 25, 8, 0, POLITICAL SCIENCE(L32), 
---R---, 3:00P-3:50P, Seigle / 210, 25, 15, 0, POLITICAL SCIENCE(L32), 
---R---, 4:00P-4:50P, Seigle / 208, 25, 14, 0, POLITICAL SCIENCE(L32), 
----F--, 2:00P-2:50P, Umrath / 140, 25, 16, 0, POLITICAL SCIENCE(L32), 
----F--, 2:00P-2:50P, Seigle / 205, 25, 8, 0, POLITICAL SCIENCE(L32), 
-T-R---, 8:30A-9:50A, Seigle / 301, 40, 28, 0, POLITICAL SCIENCE(L32), 
-T-R---, 1:00P-2:20P, Duncker / 101, 50, 41, 0, POLITICAL SCIENCE(L32), 
M-W----, 2:30P-3:50P, Cupples II / L001, 30, 26, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 0, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 0, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 0, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 0, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 0, 0, 0, POLITICAL SCIENCE(L32), 
M------, 4:00P-4:50P, TBA, 0, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 0, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 0, 1, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 0, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 0, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 0, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 0, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 0, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 0, 7, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 0, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 0, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 0, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 0, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 0, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 0, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 0, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 0, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 0, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 0, 0, 0, POLITICAL SCIENCE(L32), 
M------, 4:00P-4:50P, TBA, 0, 5, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 0, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 0, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 0, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 0, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 0, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 0, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 0, 0, 0, POLITICAL SCIENCE(L32), 
M-W----, 1:00P-2:20P, Umrath / 140, 50, 44, 0, POLITICAL SCIENCE(L32), 
M-W----, 2:30P-3:50P, Seigle / 109, 40, 38, 0, POLITICAL SCIENCE(L32), 
M-W----, 2:30P-3:50P, Seigle / 301, 50, 41, 0, POLITICAL SCIENCE(L32), 
M-W----, 10:00A-11:20A, Seigle / 106, 35, 34, 0, POLITICAL SCIENCE(L32), 
M-W----, 1:00P-2:20P, McMillan / G052, 100, 26, 0, POLITICAL SCIENCE(L32), 
----F--, 9:00A-9:50A, Seigle / 205, 15, 0, 0, POLITICAL SCIENCE(L32), 
----F--, 1:00P-1:50P, Seigle / 210, 15, 12, 0, POLITICAL SCIENCE(L32), 
---R---, 9:00A-9:50A, Seigle / 205, 15, 3, 0, POLITICAL SCIENCE(L32), 
---R---, 2:30P-3:20P, Seigle / 305, 15, 11, 0, POLITICAL SCIENCE(L32), 
M-W----, 10:00A-11:20A, Seigle / 103, 30, 20, 0, POLITICAL SCIENCE(L32), 
-T-R---, 1:00P-2:20P, Seigle / 210, 25, 23, 0, POLITICAL SCIENCE(L32), 
M-W----, 4:00P-5:20P, Seigle / 109, 40, 16, 0, POLITICAL SCIENCE(L32), 
-T-R---, 8:30A-9:50A, Seigle / 210, 25, 5, 0, POLITICAL SCIENCE(L32), 
----F--, 4:00P-6:50P, TBA, 20, 10, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 0, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 0, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 0, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 0, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 0, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 0, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 0, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 0, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 0, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 0, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 0, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 0, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 0, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 0, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 0, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 0, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 0, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 0, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 0, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 0, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 0, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 0, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 0, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 0, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 0, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 0, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 0, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 0, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 0, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 0, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 0, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 0, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 0, 0, 0, POLITICAL SCIENCE(L32), 
M------, 4:00P-4:50P, TBA, 0, 0, 0, POLITICAL SCIENCE(L32), 
-T-R---, 11:30A-12:50P, Ridgley / 122, 20, 16, 0, POLITICAL SCIENCE(L32), 
-T-R---, 2:30P-3:50P, Wrighton / 301, 15, 14, 0, POLITICAL SCIENCE(L32), 
-T-R---, 10:00A-11:20A, Seigle / 208, 20, 10, 0, POLITICAL SCIENCE(L32), 
--W----, 2:00P-3:50P, Seigle / 204, 20, 7, 0, POLITICAL SCIENCE(L32), 
---R---, 9:00A-9:50A, Umrath / 140, 20, 7, 0, POLITICAL SCIENCE(L32), 
-T-----, 2:00P-3:50P, Seigle / 272, 15, 5, 0, POLITICAL SCIENCE(L32), 
M------, 8:00A-9:50A, Seigle / 205, 20, 8, 0, POLITICAL SCIENCE(L32), 
-T-----, 4:00P-5:50P, Seigle / 109, 20, 2, 0, POLITICAL SCIENCE(L32), 
M-W----, 10:00A-11:20A, Seigle / 103, 30, 20, 0, POLITICAL SCIENCE(L32), 
---R---, 2:30P-4:20P, Seigle / 205, 12, 6, 0, POLITICAL SCIENCE(L32), 
----F--, 10:00A-11:50A, Seigle / 272, 12, 7, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 10, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 10, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 10, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 10, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 10, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 10, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 10, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 10, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 10, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 10, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 10, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 10, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 10, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 10, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 10, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 10, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 10, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 10, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 10, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 10, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 10, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 10, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 10, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 10, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 10, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 10, 1, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 10, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 10, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 10, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 10, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 10, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 0, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 10, 0, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 10, 0, 0, POLITICAL SCIENCE(L32), 
-T-----, 3:00P-4:50P, Seigle / 210, 15, 2, 0, POLITICAL SCIENCE(L32), 
----F--, 1:00P-2:50P, Wrighton / 260, 10, 4, 0, POLITICAL SCIENCE(L32), 
-T-R---, 10:00A-11:20A, Seigle / L006, 20, 14, 0, POLITICAL SCIENCE(L32), 
----F--, 9:00A-9:50A, Seigle / 111, 20, 14, 0, POLITICAL SCIENCE(L32), 
M------, 8:00A-9:50A, Danforth Ctr / 236, 15, 7, 0, POLITICAL SCIENCE(L32), 
----F--, 3:00P-3:50P, Umrath / 140, 0, 0, 0, POLITICAL SCIENCE(L32), 
-T-----, 5:30P-6:30P, Seigle / 205, 20, 20, 0, POLITICAL SCIENCE(L32), 
M-W----, 11:30A-12:50P, Seigle / 303, 25, 30, 0, POLITICAL SCIENCE(L32), 
-T-R---, 11:30A-12:50P, Seigle / 111, 19, 22, 0, POLITICAL SCIENCE(L32), 
M-W----, 2:30P-3:50P, Seigle / 111, 20, 21, 0, POLITICAL SCIENCE(L32), 
-----S-----F--, 8:00A-6:00P12:00P-5:00P, TBASeigle / 208, 40, 42, 14, POLITICAL SCIENCE(L32), 
-T-R---, 8:30A-9:50A, Life Sciences / 118, 30, 30, 0, POLITICAL SCIENCE(L32), 
-T-R---, 2:30P-3:50P, Seigle / 301, 50, 54, 0, POLITICAL SCIENCE(L32), 
M-W----, 10:00A-11:20A, Seigle / 303, 25, 27, 0, POLITICAL SCIENCE(L32), 
M------, 2:00P-4:50P, Seigle / 305, 20, 22, 0, POLITICAL SCIENCE(L32), 
--W----, 1:00P-4:00P, Sever / 300, 15, 18, 0, POLITICAL SCIENCE(L32), 
TBA, , TBA, 0, 12, 0, THE GRADUATE SCHOOL(LGS), 
TBA, , TBA, 0, 7, 0, THE GRADUATE SCHOOL(LGS), 
TBA, , TBA, 0, 5, 0, THE GRADUATE SCHOOL(LGS), 
TBA, , TBA, 0, 5, 0, THE GRADUATE SCHOOL(LGS), 
TBA, , TBA, 0, 4, 0, THE GRADUATE SCHOOL(LGS), 
TBA, , TBA, 0, 6, 0, THE GRADUATE SCHOOL(LGS), 
TBA, , TBA, 0, 0, 0, THE GRADUATE SCHOOL(LGS), 
TBA, , TBA, 0, 5, 0, THE GRADUATE SCHOOL(LGS), 
TBA, , TBA, 0, 0, 0, THE GRADUATE SCHOOL(LGS), 
TBA, , TBA, 0, 9, 0, THE GRADUATE SCHOOL(LGS), 
TBA, , TBA, 0, 4, 0, THE GRADUATE SCHOOL(LGS), 
TBA, , TBA, 0, 0, 0, THE GRADUATE SCHOOL(LGS), 
TBA, , TBA, 0, 4, 0, THE GRADUATE SCHOOL(LGS), 
TBA, , TBA, 0, 8, 0, THE GRADUATE SCHOOL(LGS), 
TBA, , TBA, 0, 3, 0, THE GRADUATE SCHOOL(LGS), 
TBA, , TBA, 0, 6, 0, THE GRADUATE SCHOOL(LGS), 
TBA, , TBA, 0, 2, 0, THE GRADUATE SCHOOL(LGS), 
TBA, , TBA, 0, 5, 0, THE GRADUATE SCHOOL(LGS), 
TBA, , TBA, 0, 2, 0, THE GRADUATE SCHOOL(LGS), 
TBA, , TBA, 0, 1, 0, THE GRADUATE SCHOOL(LGS), 
TBA, , TBA, 0, 30, 0, THE GRADUATE SCHOOL(LGS), 
TBA, , TBA, 0, 2, 0, THE GRADUATE SCHOOL(LGS), 
TBA, , TBA, 0, 0, 0, THE GRADUATE SCHOOL(LGS), 
TBA, , TBA, 0, 0, 0, THE GRADUATE SCHOOL(LGS), 
TBA, , TBA, 0, 0, 0, THE GRADUATE SCHOOL(LGS), 
TBA, , TBA, 0, 0, 0, THE GRADUATE SCHOOL(LGS), 
TBA, , TBA, 0, 0, 0, THE GRADUATE SCHOOL(LGS), 
TBA, , TBA, 0, 0, 0, THE GRADUATE SCHOOL(LGS), 
TBA, , TBA, 0, 8, 0, THE GRADUATE SCHOOL(LGS), 
TBA, , TBA, 0, 2, 0, THE GRADUATE SCHOOL(LGS), 
TBA, , TBA, 0, 5, 0, THE GRADUATE SCHOOL(LGS), 
TBA, , TBA, 0, 5, 0, THE GRADUATE SCHOOL(LGS), 
TBA, , TBA, 0, 6, 0, THE GRADUATE SCHOOL(LGS), 
TBA, , TBA, 0, 4, 0, THE GRADUATE SCHOOL(LGS), 
TBA, , TBA, 0, 0, 0, THE GRADUATE SCHOOL(LGS), 
TBA, , TBA, 0, 29, 0, THE GRADUATE SCHOOL(LGS), 
TBA, , TBA, 0, 0, 0, THE GRADUATE SCHOOL(LGS), 
TBA, , TBA, 0, 6, 0, THE GRADUATE SCHOOL(LGS), 
TBA, , TBA, 0, 8, 0, THE GRADUATE SCHOOL(LGS), 
TBA, , TBA, 0, 15, 0, THE GRADUATE SCHOOL(LGS), 
TBA, , TBA, 0, 15, 0, THE GRADUATE SCHOOL(LGS), 
TBA, , TBA, 0, 20, 0, THE GRADUATE SCHOOL(LGS), 
TBA, , TBA, 0, 0, 0, THE GRADUATE SCHOOL(LGS), 
TBA, , TBA, 0, 0, 0, THE GRADUATE SCHOOL(LGS), 
TBA, , TBA, 0, 16, 0, THE GRADUATE SCHOOL(LGS), 
TBA, , TBA, 0, 0, 0, THE GRADUATE SCHOOL(LGS), 
TBA, , TBA, 0, 1, 0, THE GRADUATE SCHOOL(LGS), 
TBA, , TBA, 0, 3, 0, THE GRADUATE SCHOOL(LGS), 
TBA, , TBA, 0, 5, 0, THE GRADUATE SCHOOL(LGS), 
TBA, , TBA, 0, 2, 0, THE GRADUATE SCHOOL(LGS), 
TBA, , TBA, 0, 0, 0, THE GRADUATE SCHOOL(LGS), 
TBA, , TBA, 0, 1, 0, THE GRADUATE SCHOOL(LGS), 
TBA, , TBA, 0, 0, 0, THE GRADUATE SCHOOL(LGS), 
TBA, , TBA, 0, 2, 0, THE GRADUATE SCHOOL(LGS), 
TBA, , TBA, 0, 1, 0, THE GRADUATE SCHOOL(LGS), 
TBA, , TBA, 0, 1, 0, THE GRADUATE SCHOOL(LGS), 
TBA, , TBA, 0, 4, 0, THE GRADUATE SCHOOL(LGS), 
TBA, , TBA, 0, 2, 0, THE GRADUATE SCHOOL(LGS), 
TBA, , TBA, 0, 0, 0, THE GRADUATE SCHOOL(LGS), 
TBA, , TBA, 0, 0, 0, THE GRADUATE SCHOOL(LGS), 
TBA, , TBA, 0, 23, 0, THE GRADUATE SCHOOL(LGS), 
TBA, , TBA, 0, 5, 0, THE GRADUATE SCHOOL(LGS), 
TBA, , TBA, 0, 30, 0, THE GRADUATE SCHOOL(LGS), 
TBA, , TBA, 0, 7, 0, THE GRADUATE SCHOOL(LGS), 
TBA, , TBA, 0, 5, 0, THE GRADUATE SCHOOL(LGS), 
TBA, , TBA, 0, 13, 0, THE GRADUATE SCHOOL(LGS), 
TBA, , TBA, 0, 0, 0, THE GRADUATE SCHOOL(LGS), 
TBA, , TBA, 0, 34, 0, THE GRADUATE SCHOOL(LGS), 
TBA, , TBA, 0, 0, 0, THE GRADUATE SCHOOL(LGS), 
TBA, , TBA, 0, 54, 0, THE GRADUATE SCHOOL(LGS), 
TBA, , TBA, 0, 33, 0, THE GRADUATE SCHOOL(LGS), 
TBA, , TBA, 0, 22, 0, THE GRADUATE SCHOOL(LGS), 
TBA, , TBA, 0, 23, 0, THE GRADUATE SCHOOL(LGS), 
TBA, , TBA, 0, 82, 0, THE GRADUATE SCHOOL(LGS), 
TBA, , TBA, 0, 50, 0, THE GRADUATE SCHOOL(LGS), 
TBA, , TBA, 0, 77, 0, THE GRADUATE SCHOOL(LGS), 
