eating_place,busy_metric,time_day,day_week
DUC,5.810959363196839,10.4,H
Subway,7.229087964955503,10.4,H
Parkside,2.487367172870105,10.4,H
Whispers,9.95790593718236,10.4,H
Stanleys,5.004613781485456,10.4,H
Law Cafe,4.54179735224002,10.4,H
Bytes,0.026147241297677495,10.4,H
Hillman Food,44.04740803748879,10.4,F
DUC,98.61057893377188,10.4,F
Subway,112.89801956596692,10.4,F
Parkside,44.67326471799131,10.4,F
Whispers,133.56230683888106,10.4,F
Stanleys,78.81420973275698,10.4,F
Law Cafe,82.77334252929009,10.4,F
Bytes,0.22786288630150556,10.4,F
Hillman Food,37.94997148417524,10.5,M
DUC,84.52339140229749,10.5,M
Subway,97.37747582987377,10.5,M
Parkside,38.732128857566785,10.5,M
Whispers,116.95142164426173,10.5,M
Stanleys,68.32541469372416,10.5,M
Law Cafe,70.94858156210749,10.5,M
Bytes,0.2616032942242203,10.5,M
Hillman Food,1.9860811404089316,10.5,T
DUC,4.980756643544502,10.5,T
Subway,6.363468684340324,10.5,T
Parkside,2.167146695336174,10.5,T
Whispers,9.153369874005337,10.5,T
Stanleys,4.468031184949909,10.5,T
Law Cafe,3.892964261785831,10.5,T
Bytes,0.033796052877188856,10.5,T
Hillman Food,37.94997146151953,10.5,W
DUC,84.52339090072412,10.5,W
Subway,97.37747472069375,10.5,W
Parkside,38.73212883939771,10.5,W
Whispers,116.95141956794171,10.5,W
Stanleys,68.32541384677052,10.5,W
Law Cafe,70.94858155969264,10.5,W
Bytes,0.26160329413012523,10.5,W
Hillman Food,1.9822784571500967,10.5,H
DUC,4.980822311315036,10.5,H
Subway,6.196361112837531,10.5,H
Parkside,2.13202900532268,10.5,H
Whispers,8.535347946250772,10.5,H
Stanleys,4.289668955584524,10.5,H
Law Cafe,3.8929691590628805,10.5,H
Bytes,0.022411921112295063,10.5,H
Hillman Food,37.75492117499039,10.5,F
DUC,84.52335337180446,10.5,F
Subway,96.76973105654305,10.5,F
Parkside,38.29136975827826,10.5,F
Whispers,114.48197729046947,10.5,F
Stanleys,67.5550369137917,10.5,F
Law Cafe,70.94857931082007,10.5,F
Bytes,0.19531104540129043,10.5,F
Hillman Food,47.718024208672745,11.0,M
DUC,107.95449020896825,11.0,M
Subway,127.62787868001087,11.0,M
Parkside,48.05752937716024,11.0,M
Whispers,165.89278449897606,11.0,M
Stanleys,87.92233814548452,11.0,M
Law Cafe,88.61820507847489,11.0,M
Bytes,0.5435765043022296,11.0,M
Hillman Food,12.40955185724031,11.0,T
DUC,27.603517038744208,11.0,T
Subway,30.770474036690732,11.0,T
Parkside,12.66058370522224,11.0,T
Whispers,33.278813000947515,11.0,T
Stanleys,21.719444707931913,11.0,T
Law Cafe,23.57347900033644,11.0,T
Bytes,3.920404418222832e-09,11.0,T
Hillman Food,47.40845973637684,11.0,W
DUC,107.08474887101724,11.0,W
Subway,125.81403349431355,11.0,W
Parkside,47.81811422698728,11.0,W
Whispers,160.67960876495593,11.0,W
Stanleys,86.90293996106537,11.0,W
Law Cafe,88.28444692997131,11.0,W
Bytes,0.4789765084576415,11.0,W
Hillman Food,8.08501118247484,11.0,H
DUC,17.984110272429227,11.0,H
Subway,20.047432225833724,11.0,H
Parkside,8.248562214826757,11.0,H
Whispers,21.68165358556451,11.0,H
Stanleys,14.150548476137184,11.0,H
Law Cafe,15.35847874922817,11.0,H
Bytes,3.920400840430257e-09,11.0,H
Hillman Food,47.40809857362626,11.0,F
DUC,107.0846824238306,11.0,F
Subway,125.81383324490872,11.0,F
Parkside,47.817194524253196,11.0,F
Whispers,160.6777005353758,11.0,F
Stanleys,86.89664230041821,11.0,F
Law Cafe,88.28443220507806,11.0,F
Bytes,0.4789207663951677,11.0,F
Hillman Food,43.3800221016766,11.1,M
DUC,98.14044563119424,11.1,M
Subway,116.02534421241062,11.1,M
Parkside,43.68866306813363,11.1,M
Whispers,150.81162221954824,11.1,M
Stanleys,79.92939829145004,11.1,M
Law Cafe,80.5620046166676,11.1,M
Bytes,0.49416045843006323,11.1,M
Hillman Food,11.281410865097113,11.1,T
DUC,25.094106398850503,11.1,T
Subway,27.973158215131285,11.1,T
Parkside,11.509621550189655,11.1,T
Whispers,30.253466364283483,11.1,T
Stanleys,19.744949734425518,11.1,T
Law Cafe,21.430435454851292,11.1,T
Bytes,3.5640038471958574e-09,11.1,T
Hillman Food,43.09859975769798,11.1,W
DUC,97.3497716876024,11.1,W
Subway,114.37639404359486,11.1,W
Parkside,43.471012931612755,11.1,W
Whispers,146.07237155225658,11.1,W
Stanleys,79.00267266925073,11.1,W
Law Cafe,80.25858811802797,11.1,W
Bytes,0.43543318948043774,11.1,W
Hillman Food,7.350010234198299,11.1,H
DUC,16.34919115675164,11.1,H
Subway,18.224938387109784,11.1,H
Parkside,7.498692922566314,11.1,H
Whispers,19.710594168635335,11.1,H
Stanleys,12.864134978290322,11.1,H
Law Cafe,13.962253408389241,11.1,H
Bytes,3.564000716603812e-09,11.1,H
Hillman Food,43.09863181334628,11.1,F
DUC,97.34975548436196,11.1,F
Subway,114.37637194196698,11.1,F
Parkside,43.47109628674107,11.1,F
Whispers,146.0725128491318,11.1,F
Stanleys,79.0032346287889,11.1,F
Law Cafe,80.25858931892294,11.1,F
Bytes,0.4354382535167075,11.1,F
Hillman Food,39.04201988947237,11.2,M
DUC,88.32640105342021,11.2,M
Subway,104.42280974481035,11.2,M
Parkside,39.319796759107014,11.2,M
Whispers,135.73045994011977,11.2,M
Stanleys,71.93645843741548,11.2,M
Law Cafe,72.5058041548603,11.2,M
Bytes,0.44474441255789715,11.2,M
Hillman Food,10.153269779366818,11.2,T
DUC,22.5846957589568,11.2,T
Subway,25.175842393571838,11.2,T
Parkside,10.358659395157071,11.2,T
Whispers,27.228119727618985,11.2,T
Stanleys,17.770454760919062,11.2,T
Law Cafe,19.28739190936615,11.2,T
Bytes,3.20760327616887e-09,11.2,T
Hillman Food,38.788739779014904,11.2,W
DUC,87.61479450418754,11.2,W
Subway,102.93875459287617,11.2,W
Parkside,39.123911636238226,11.2,W
Whispers,131.4651343395573,11.2,W
Stanleys,71.1024053774361,11.2,W
Law Cafe,72.23272930608465,11.2,W
Bytes,0.3918898705032342,11.2,W
Hillman Food,6.615009211399356,11.2,H
DUC,14.714272041074054,11.2,H
Subway,16.402444548385834,11.2,H
Parkside,6.7488236303058695,11.2,H
Whispers,17.739534751705683,11.2,H
Stanleys,11.5777214804434,11.2,H
Law Cafe,12.566028067550315,11.2,H
Bytes,3.207600592777358e-09,11.2,H
Hillman Food,38.78877190821872,11.2,F
DUC,87.61478033765277,11.2,F
Subway,102.93873620141703,11.2,F
Parkside,39.12399501667161,11.2,F
Whispers,131.4652786187531,11.2,F
Stanleys,71.1029683212096,11.2,F
Law Cafe,72.23273051964006,11.2,F
Bytes,0.39189493487969146,11.2,F
Hillman Food,39.53798997672475,11.3,M
DUC,88.17159112112547,11.3,M
Subway,105.82512170007037,11.3,M
Parkside,40.770640894325474,11.3,M
Whispers,142.33250768069442,11.3,M
Stanleys,73.92124075837802,11.3,M
Law Cafe,72.15914031846198,11.3,M
Bytes,0.6825692978171849,11.3,M
Hillman Food,56.1874575019946,11.3,T
DUC,125.45786324986072,11.3,T
Subway,143.76796827247318,11.3,T
Parkside,57.77895607978482,11.3,T
Whispers,169.5134721133247,11.3,T
Stanleys,101.31177997144458,11.3,T
Law Cafe,105.42354724688397,11.3,T
Bytes,0.35038817188279053,11.3,T
Hillman Food,39.650766627049336,11.3,W
DUC,87.53905441857167,11.3,W
Subway,104.68749690297815,11.3,W
Parkside,41.224545461839966,11.3,W
Whispers,139.66995154822115,11.3,W
Stanleys,73.59966443174105,11.3,W
Law Cafe,71.916407135684,11.3,W
Bytes,0.7052131907214938,11.3,W
Hillman Food,54.24912904519801,11.3,H
DUC,118.46172115365796,11.3,H
Subway,138.8229512276548,11.3,H
Parkside,57.14110545731061,11.3,H
Whispers,173.02775899603876,11.3,H
Stanleys,99.58442325194709,11.3,H
Law Cafe,99.44893232130356,11.3,H
Bytes,0.7018009998374508,11.3,H
Hillman Food,34.648922066349506,11.3,F
DUC,77.8798055292684,11.3,F
Subway,91.5270339499101,11.3,F
Parkside,35.09533007828125,11.3,F
Whispers,117.23553729262527,11.3,F
Stanleys,63.3540163769309,11.3,F
Law Cafe,64.20687172417104,11.3,F
Bytes,0.39070906057579224,11.3,F
Hillman Food,34.76053574259413,11.4,M
DUC,77.47943432949808,11.4,M
Subway,93.04032855104501,11.4,M
Parkside,35.8727100034825,11.4,M
Whispers,125.28014459485414,11.4,M
Stanleys,65.02123529732475,11.4,M
Law Cafe,63.402072890963936,11.4,M
Bytes,0.6070404400769953,11.4,M
Hillman Food,50.771831979141716,11.4,T
DUC,113.3682182344557,11.4,T
Subway,129.93524866004697,11.4,T
Parkside,52.212424939353326,11.4,T
Whispers,153.27806192960136,11.4,T
Stanleys,91.56311952677869,11.4,T
Law Cafe,95.25512198476223,11.4,T
Bytes,0.31853470161442776,11.4,T
Hillman Food,35.03152438661548,11.4,W
DUC,76.92596479836531,11.4,W
Subway,92.16779374674348,11.4,W
Parkside,36.58897431034552,11.4,W
Whispers,123.6143225254735,11.4,W
Stanleys,64.98169104188277,11.4,W
Law Cafe,63.18968135658322,11.4,W
Bytes,0.6589599545841398,11.4,W
Hillman Food,49.11693521725408,11.4,H
DUC,107.24658674450646,11.4,H
Subway,125.70563916004602,11.4,H
Parkside,51.74194969966936,11.4,H
Whispers,156.76040106456907,11.4,H
Stanleys,90.18045382055539,11.4,H
Law Cafe,90.02733156277444,11.4,H
Bytes,0.6380009088459371,11.4,H
Hillman Food,30.323606700925737,11.4,F
DUC,68.14483035180243,11.4,F
Subway,80.08704061944717,11.4,F
Parkside,30.719280050786423,11.4,F
Whispers,102.59398552549649,11.4,F
Stanleys,55.43999421814246,11.4,F
Law Cafe,56.18101292454145,11.4,F
Bytes,0.34331506518121996,11.4,F
Hillman Food,29.983081508463485,11.5,M
DUC,66.78727753787065,11.5,M
Subway,80.25553540201963,11.5,M
Parkside,30.97477911263952,11.5,M
Whispers,108.22778150901384,11.5,M
Stanleys,56.12122983627146,11.5,M
Law Cafe,54.6450054634659,11.5,M
Bytes,0.5315115823368057,11.5,M
Hillman Food,45.356206456288824,11.5,T
DUC,101.27857321905067,11.5,T
Subway,116.10252904762076,11.5,T
Parkside,46.64589379892184,11.5,T
