1_value,2_value,3_value,4_value,5_value,EV,max_suit,win_rate
3,4,8,8,10,0.546606,2,0.78192
0,2,3,6,9,0.515027,4,0.54032
0,3,5,7,11,0.327392,2,0.40368
3,5,5,9,12,0.510063,2,0.55876
1,2,3,7,12,0.419229,2,0.42872
0,5,6,10,11,0.330582,2,0.41716
2,2,3,7,10,0.480038,3,0.41052
0,3,3,6,8,0.471463,2,0.27928
0,0,5,6,7,0.446546,2,0.2894
0,3,6,6,11,0.519567,2,0.72952
2,2,3,3,6,0.639526,3,0.62868
0,4,8,9,12,0.377251,3,0.5246
2,4,4,11,11,0.701367,3,0.82816
0,5,6,8,9,0.401004,2,0.43412
1,4,5,9,9,0.562847,2,0.73904
1,1,9,9,10,0.677676,2,0.77756
0,6,8,11,12,0.360946,2,0.52472
1,4,4,10,12,0.496197,2,0.57784
4,6,7,10,11,0.372019,2,0.37596
1,8,8,10,12,0.556208,2,0.58284
1,3,4,9,9,0.567289,2,0.67144
1,6,6,9,11,0.539416,3,0.5136
0,1,1,3,9,0.448581,2,0.32516
0,1,5,8,10,0.327666,3,0.29196
0,2,5,8,9,0.331759,3,0.26128
0,2,4,9,10,0.315586,2,0.34364
1,2,2,2,11,0.749086,2,0.90716
2,3,4,8,9,0.333736,2,0.24388
2,3,3,5,12,0.494418,2,0.53492
0,4,6,9,12,0.340462,2,0.47196
1,3,6,6,10,0.518459,2,0.74424
0,1,3,4,6,0.378965,2,0.2986
0,2,2,7,8,0.609867,4,0.52968
3,5,8,9,10,0.356941,2,0.38824
0,0,4,7,10,0.447847,3,0.41268
0,1,5,6,8,0.33005,3,0.32364
5,7,8,9,12,0.452987,2,0.51908
0,3,3,4,9,0.476631,2,0.33044
2,5,9,9,12,0.56183,2,0.79748
1,4,5,6,9,0.524594,4,0.5632
2,5,6,7,8,0.498846,3,0.51744
2,3,10,10,11,0.57312,2,0.82452
5,6,6,10,10,0.685837,2,0.80484
4,7,8,9,10,0.502438,2,0.57012
1,2,6,8,9,0.322694,2,0.34036
1,4,5,11,12,0.353114,2,0.46688
2,3,4,6,8,0.39907,2,0.31572
2,3,4,7,8,0.327412,2,0.23504
1,4,5,8,11,0.533845,4,0.61864
4,6,10,11,12,0.374178,2,0.51964
3,4,6,8,10,0.373999,3,0.35656
4,7,8,8,11,0.558051,2,0.7508
0,2,4,5,6,0.407014,3,0.37216
5,5,7,7,8,0.666432,2,0.73256
0,0,2,10,11,0.449743,3,0.50696
4,5,6,7,8,0.78488,2,0.90432
4,4,4,8,10,0.766455,3,0.47512
3,3,6,7,12,0.487395,2,0.53192
4,4,5,6,8,0.552844,2,0.39128
1,4,5,11,12,0.537955,4,0.65284
0,1,2,7,7,0.53926,2,0.67172
0,3,7,9,12,0.37118,3,0.51576
1,4,5,6,10,0.339042,2,0.355
1,2,8,8,11,0.562719,3,0.79208
4,6,7,11,12,0.399207,3,0.47204
1,2,8,8,11,0.563115,3,0.80288
0,2,4,9,10,0.340249,3,0.37316
2,5,6,10,11,0.344884,2,0.41092
2,4,5,9,12,0.360471,2,0.41008
2,4,6,7,10,0.368286,3,0.28604
0,5,5,7,11,0.506741,2,0.48128
2,3,3,6,7,0.476953,2,0.24908
1,6,6,6,11,0.77104,2,0.95424
4,5,5,6,12,0.524499,2,0.52988
2,3,10,11,12,0.371514,2,0.52572
0,4,5,6,8,0.39987,2,0.40848
3,8,8,9,10,0.563419,2,0.46388
0,0,0,4,10,0.744108,3,0.44884
2,5,7,9,9,0.563216,2,0.7946
1,3,7,8,11,0.336467,2,0.41416
0,3,7,9,12,0.37118,3,0.51576
2,6,7,11,12,0.355494,2,0.48652
0,5,5,7,11,0.506741,2,0.48128
6,6,7,7,9,0.66786,2,0.71164
1,3,7,10,12,0.353039,2,0.51088
0,4,9,12,12,0.597119,2,0.87596
4,4,5,5,11,0.648267,2,0.69936
9,9,9,11,12,0.791147,3,0.67108
0,1,2,3,9,0.464601,3,0.45568
2,5,5,9,12,0.510046,2,0.56516
1,2,8,8,9,0.545402,2,0.78656
0,1,1,3,6,0.444921,2,0.21884
0,3,9,9,10,0.559567,2,0.79224
0,2,8,9,9,0.572989,3,0.8044
0,0,3,5,10,0.42234,2,0.3808
1,1,2,8,12,0.452125,2,0.52708
1,3,5,8,9,0.323414,2,0.31128
1,2,4,7,12,0.346921,2,0.40536
3,4,5,8,12,0.36952,2,0.3854
3,8,11,12,12,0.601624,2,0.8674
0,0,4,5,11,0.424713,2,0.44856
0,4,4,6,12,0.491855,2,0.54548
1,4,6,7,11,0.3672,3,0.45096
1,2,4,6,10,0.347142,3,0.33684
0,1,10,10,11,0.573059,2,0.81896
1,4,7,8,12,0.375122,3,0.50728
2,5,6,9,11,0.375513,3,0.43032
0,0,4,8,11,0.450445,3,0.49376
0,1,2,9,9,0.567108,2,0.68264
3,4,6,8,9,0.342718,2,0.2934
1,2,7,7,11,0.533975,2,0.7864
0,3,8,9,10,0.367147,3,0.434
4,5,6,8,8,0.5956,2,0.69532
2,2,8,10,11,0.630377,4,0.6788
1,7,9,10,11,0.430415,2,0.5486
1,3,7,9,10,0.531936,4,0.61996
1,2,3,9,11,0.343985,2,0.35964
1,1,4,4,7,0.634806,2,0.64056
1,2,5,7,9,0.343477,3,0.3326
3,3,4,4,12,0.640516,2,0.67612
3,4,5,7,11,0.423742,2,0.43692
0,0,5,9,11,0.452574,3,0.50916
0,2,9,11,12,0.385053,3,0.55948
2,7,7,9,9,0.686647,3,0.814
0,2,3,5,11,0.333209,2,0.36272
0,0,2,4,7,0.42401,2,0.24372
1,1,2,8,11,0.443698,2,0.45304
1,6,7,8,9,0.488559,2,0.54768
0,1,5,6,10,0.299621,2,0.36444
0,2,4,5,9,0.309467,2,0.30252
2,5,6,6,8,0.53308,2,0.70868
0,0,5,6,9,0.432871,2,0.34036
0,1,2,3,5,0.437434,2,0.39404
1,1,2,3,5,0.504935,2,0.328
0,0,2,3,8,0.45334,3,0.31128
1,2,3,4,5,0.770167,2,0.90144
6,7,8,9,10,0.793881,2,0.89832
0,3,5,11,12,0.348007,2,0.51412
2,4,6,10,11,0.342744,2,0.40932
0,4,6,11,12,0.367448,3,0.52384
2,2,10,12,12,0.700587,2,0.8878
5,7,7,7,12,0.776098,2,0.92992
2,3,7,8,12,0.351816,2,0.46896
0,3,7,7,11,0.533976,2,0.7558
4,8,11,12,12,0.614249,3,0.86508
3,6,7,8,10,0.427439,2,0.45424
1,8,9,9,11,0.570733,2,0.79752
2,3,4,10,11,0.376437,3,0.3822
0,0,0,5,12,0.736988,2,0.59276
0,2,2,5,6,0.457954,2,0.22652
0,1,3,6,12,0.403954,2,0.4588
0,0,3,6,11,0.447164,3,0.46248
1,5,7,9,10,0.364491,3,0.41416
3,4,5,6,6,0.610211,2,0.75448
0,7,10,12,12,0.597227,2,0.83888
4,8,8,9,12,0.555241,2,0.59396
3,5,7,11,11,0.588941,2,0.77556
0,6,7,10,10,0.590203,3,0.81144
0,0,4,10,12,0.431405,2,0.58088
2,2,4,6,8,0.471282,2,0.2926
1,2,3,4,9,0.464578,2,0.41964
7,7,8,11,12,0.545995,2,0.59224
2,2,5,6,6,0.653022,2,0.72452
1,3,9,10,11,0.352733,2,0.46824
3,5,7,9,11,0.366051,2,0.41632
0,5,7,11,11,0.598148,3,0.83248
6,7,9,11,11,0.593679,2,0.72388
0,1,3,4,11,0.410907,3,0.4692
3,4,6,8,10,0.350307,2,0.34232
0,2,3,6,8,0.312221,2,0.25064
5,5,6,6,7,0.669982,3,0.70432
0,5,6,7,10,0.342901,2,0.37796
2,2,3,3,6,0.628099,2,0.61108
1,3,5,12,12,0.604484,2,0.77696
1,2,5,5,5,0.765632,2,0.912
1,5,9,10,11,0.357161,2,0.46948
3,3,5,6,8,0.511884,3,0.33248
1,2,5,5,9,0.507849,2,0.6874
0,3,5,6,12,0.377792,3,0.50864
0,1,4,7,8,0.330161,3,0.29692
0,2,5,6,8,0.319446,2,0.29204
0,1,2,6,8,0.321462,3,0.26304
0,1,3,4,12,0.400044,2,0.49296
0,9,10,11,12,0.444938,2,0.59568
0,4,5,10,12,0.340208,2,0.48508
10,11,11,11,12,0.794364,2,0.95396
1,3,4,9,11,0.340541,2,0.3594
0,5,6,9,12,0.351272,2,0.50272
1,2,9,11,12,0.387808,3,0.54476
0,2,7,8,10,0.352712,3,0.41692
0,2,10,10,11,0.573075,2,0.84508
0,4,7,8,12,0.37394,3,0.52176
2,4,6,8,8,0.554148,2,0.72692
5,6,6,11,11,0.701806,3,0.82188
1,1,3,9,10,0.444865,2,0.41024
2,3,3,6,7,0.476953,2,0.24908
0,2,4,11,12,0.365942,3,0.5032
0,1,2,3,5,0.454963,3,0.40356
0,5,6,7,11,0.35236,2,0.4406
3,4,7,9,11,0.354663,2,0.39052
4,6,9,9,12,0.575826,3,0.8182
0,0,1,2,8,0.428979,2,0.26996
1,3,4,5,12,0.42046,2,0.49228
0,2,8,10,11,0.367597,3,0.36604
0,3,5,5,10,0.521039,3,0.74876
1,4,7,8,8,0.564313,3,0.77236
1,3,4,6,6,0.53011,2,0.6436
5,7,9,11,12,0.385088,2,0.4748
1,2,7,9,11,0.360065,3,0.4662
2,6,7,7,10,0.659576,4,0.85132
5,7,8,8,12,0.573918,3,0.70732
0,4,5,10,11,0.351372,3,0.45548
3,8,8,9,10,0.563419,2,0.4668
0,1,8,9,12,0.377261,3,0.54688
1,1,4,10,10,0.684731,2,0.81996
0,3,3,9,11,0.496917,3,0.5072
2,4,8,8,9,0.54545,2,0.77604
1,5,6,6,9,0.649584,4,0.83544
4,7,8,9,10,0.502438,2,0.55084
1,5,6,10,12,0.347188,2,0.5034
0,2,5,6,8,0.319446,2,0.29676
2,7,8,8,12,0.667749,4,0.86228
3,9,10,11,12,0.451543,2,0.58308
2,4,7,8,10,0.539008,4,0.6146
0,1,2,8,11,0.325155,2,0.38208
0,3,5,12,12,0.613366,3,0.85048
2,2,5,10,10,0.684973,2,0.79712
3,4,5,9,12,0.371348,2,0.39976
0,1,3,10,11,0.331488,2,0.38316
0,0,4,6,8,0.452477,3,0.3266
4,5,6,7,9,0.50541,3,0.48444
3,3,5,10,11,0.501227,3,0.50828
1,3,9,11,11,0.584801,2,0.82836
1,4,6,7,12,0.356442,2,0.46968
4,5,6,8,9,0.419914,2,0.38268
1,3,4,8,12,0.35136,2,0.42356
3,5,6,8,11,0.384845,3,0.40788
4,5,7,10,11,0.370012,2,0.395
3,3,4,10,11,0.480535,2,0.47972
1,4,5,9,11,0.360181,3,0.42092
0,0,6,9,12,0.432648,2,0.57232
1,7,8,9,10,0.497239,2,0.57456
0,2,9,11,12,0.36212,2,0.53912
0,1,1,6,11,0.4401,2,0.4432
0,3,3,3,5,0.754667,2,0.92296
1,2,5,6,12,0.347149,2,0.46284
0,2,2,7,11,0.459267,2,0.45272
4,5,7,9,12,0.371576,2,0.44192
1,2,4,4,12,0.501546,2,0.65216
0,1,2,3,12,0.767792,3,0.87804
1,5,5,9,10,0.507787,2,0.42924
0,5,6,11,12,0.346243,2,0.50984
1,5,7,9,11,0.352066,2,0.44432
4,10,11,12,12,0.61344,3,0.70732
6,6,7,9,10,0.575987,2,0.49252
1,2,2,8,12,0.468361,2,0.56132
2,3,6,7,12,0.379848,3,0.48944
0,1,1,2,3,0.565494,3,0.44868
1,3,5,6,11,0.360538,3,0.41372
0,3,10,10,12,0.591438,3,0.85596
0,0,1,4,12,0.4499,3,0.53272
0,2,4,7,10,0.311663,2,0.32812
0,0,1,3,9,0.431546,2,0.34144
1,2,2,7,10,0.458138,2,0.38456
1,1,2,6,10,0.46202,3,0.40016
5,7,7,8,12,0.547047,2,0.54508
7,8,10,11,12,0.475056,3,0.58548
4,6,7,9,10,0.431083,2,0.43528
0,1,3,5,5,0.508525,2,0.64508
6,9,11,11,12,0.590689,2,0.86976
2,8,10,11,11,0.59389,2,0.82532
0,2,4,8,9,0.331623,3,0.338
0,4,5,5,8,0.639172,4,0.76452
3,5,7,10,11,0.381862,3,0.43692
0,0,3,12,12,0.701476,2,0.85648
2,2,6,10,11,0.486861,3,0.52296
0,0,10,12,12,0.700136,2,0.88712
1,2,3,4,12,0.4973,3,0.5616
0,2,2,5,12,0.464889,2,0.51904
0,4,4,5,8,0.492416,2,0.29832
2,9,10,10,12,0.592581,3,0.84924
2,2,3,5,12,0.480096,2,0.53796
0,4,7,10,12,0.344289,2,0.50564
2,7,8,10,11,0.430949,2,0.52436
0,3,8,9,10,0.366971,3,0.32508
1,4,5,6,10,0.339042,2,0.355
1,4,6,6,8,0.538381,3,0.74584
5,9,10,11,12,0.455206,2,0.58836
0,1,2,3,8,0.442707,2,0.39996
3,6,9,11,12,0.394094,3,0.5262
3,5,7,7,11,0.554275,3,0.7328
1,2,7,7,11,0.533975,2,0.7864
2,2,7,10,11,0.495165,3,0.53288
7,8,9,10,11,0.798097,2,0.9314
0,2,8,9,12,0.356722,2,0.50092
0,1,1,3,4,0.494528,2,0.29248
0,0,1,6,8,0.418577,2,0.282
7,8,8,9,12,0.565551,2,0.58884
4,6,7,7,10,0.549038,2,0.68568
1,4,5,7,7,0.545048,2,0.72296
2,3,5,7,10,0.331475,2,0.31812
2,3,4,7,10,0.338771,2,0.30684
0,1,2,6,9,0.327087,3,0.30392
1,2,4,8,9,0.517488,4,0.53684
0,3,9,10,11,0.53962,4,0.666
1,1,5,8,12,0.448471,2,0.55612
2,3,9,11,12,0.36984,2,0.50472
3,4,6,10,10,0.580625,2,0.71204
0,0,2,5,6,0.445949,3,0.2454
0,3,5,11,12,0.348007,2,0.51432
1,5,5,6,10,0.50448,2,0.38532
1,6,6,7,11,0.520782,2,0.48132
3,3,8,10,10,0.685241,2,0.84112
0,1,6,9,12,0.53137,4,0.69776
2,7,8,11,11,0.589258,2,0.80672
0,4,6,8,12,0.347156,2,0.48984
2,7,9,10,12,0.376803,2,0.51148
1,8,9,11,11,0.60667,3,0.84176
4,7,7,8,8,0.671754,2,0.76352
1,2,3,5,9,0.411934,3,0.3748
3,4,7,7,9,0.537045,2,0.71248
2,3,4,4,10,0.505544,2,0.58708
0,2,3,7,12,0.426641,3,0.3792
1,1,4,6,11,0.443915,2,0.43712
6,8,8,10,11,0.574909,3,0.5294
0,2,8,10,12,0.38167,3,0.55476
1,4,4,5,12,0.496793,2,0.524
0,7,8,9,9,0.586825,3,0.81464
2,3,6,12,12,0.604592,2,0.77348
1,9,10,11,12,0.598706,4,0.76144
0,2,6,6,11,0.536566,3,0.76828
0,5,8,9,9,0.563232,2,0.815
6,8,8,10,11,0.575048,3,0.52996
1,2,7,8,11,0.357952,3,0.4512
5,6,8,11,12,0.390027,2,0.44364
0,0,6,7,8,0.450216,2,0.32616
0,2,2,5,10,0.455768,2,0.38824
0,1,4,4,12,0.49539,2,0.70568
4,6,6,10,12,0.542195,3,0.59776
2,2,3,7,11,0.460568,2,0.44988
4,7,8,9,11,0.442371,2,0.51932
0,2,3,7,8,0.303104,2,0.2348
2,3,7,8,10,0.361879,3,0.42
1,2,6,6,9,0.534209,3,0.74244
5,6,7,10,11,0.551381,4,0.55172
4,4,5,9,10,0.494131,2,0.40588
0,0,3,8,9,0.446798,3,0.36664
1,3,6,11,11,0.584673,2,0.792
1,4,5,8,9,0.35032,3,0.3398
0,1,5,10,12,0.534295,4,0.70392
4,7,11,11,11,0.794213,2,0.93248
1,4,4,5,7,0.503644,2,0.28356
0,0,1,2,12,0.487805,2,0.58784
1,3,3,9,12,0.505242,3,0.5672
11,11,11,12,12,0.866605,2,0.93344
0,3,4,8,12,0.340231,2,0.45312
0,0,1,4,12,0.428585,2,0.50512
0,1,1,9,11,0.465318,3,0.51272
0,1,3,4,7,0.380874,2,0.32376
2,5,5,8,11,0.507876,2,0.47724
2,7,8,9,12,0.381859,2,0.51988
0,4,8,8,11,0.547674,2,0.78396
4,7,7,10,12,0.538376,2,0.56256
1,3,5,10,12,0.379973,3,0.49672
2,3,3,5,8,0.483413,2,0.29328
2,3,3,9,9,0.676991,2,0.7544
1,6,9,10,11,0.359168,2,0.47368
1,3,7,8,12,0.372905,3,0.51428
3,5,6,10,12,0.552624,4,0.65016
0,3,4,10,11,0.330689,2,0.39756
0,2,4,4,9,0.509803,3,0.6698
1,2,4,10,12,0.352647,2,0.44484
2,3,9,10,11,0.37863,3,0.48164
0,3,5,12,12,0.600673,2,0.85152
1,3,6,8,9,0.325152,2,0.33384
1,2,3,7,12,0.437998,3,0.45888
0,3,7,10,10,0.571809,2,0.78508
0,2,6,7,10,0.316425,2,0.37876
0,1,2,4,5,0.363077,2,0.29472
0,2,4,6,9,0.336052,3,0.32508
0,2,3,6,10,0.325169,2,0.31248
4,5,5,9,10,0.642249,4,0.60876
2,5,10,11,12,0.391803,3,0.54084
0,2,4,5,8,0.31553,2,0.26924
2,5,7,10,11,0.371188,3,0.46588
0,8,9,10,10,0.586045,2,0.8094
2,8,11,12,12,0.601611,2,0.87448
1,2,4,5,8,0.392432,2,0.34032
2,2,6,9,10,0.472322,2,0.43772
3,3,5,8,10,0.497075,3,0.4278
10,11,11,12,12,0.704337,2,0.86032
0,3,5,6,8,0.346716,3,0.32308
2,4,6,7,9,0.361189,3,0.25156
1,2,3,9,12,0.422655,2,0.46272
0,5,7,9,11,0.372301,3,0.47068
1,1,2,4,7,0.448936,2,0.25036
0,0,3,8,9,0.424619,2,0.34632
2,6,7,8,10,0.443896,3,0.39168
2,5,7,12,12,0.59707,2,0.83864
3,3,7,9,11,0.508497,3,0.51832
1,3,5,8,11,0.331981,2,0.38616
0,3,5,8,11,0.320271,2,0.41756
0,3,6,8,12,0.344569,2,0.46424
1,2,5,8,10,0.318725,2,0.3392
2,3,10,11,12,0.393984,3,0.54016
0,1,3,7,12,0.405799,2,0.47236
4,7,7,9,12,0.537362,2,0.54788
0,1,4,4,9,0.509243,3,0.6876
0,2,4,5,6,0.386072,2,0.34856
0,3,4,6,8,0.320118,2,0.259
1,2,4,8,12,0.348906,2,0.428
2,4,5,7,12,0.365263,2,0.4394
1,2,2,7,8,0.475304,3,0.32716
6,7,10,11,12,0.402458,3,0.51536
1,5,5,10,11,0.509932,2,0.51048
1,7,7,9,11,0.541743,2,0.51592
2,5,5,6,7,0.518933,2,0.28816
1,5,8,10,12,0.359885,2,0.49824
1,1,3,5,10,0.447721,2,0.38428
0,3,4,7,8,0.335451,3,0.29204
1,4,5,11,12,0.353114,2,0.46552
1,2,4,6,11,0.355322,3,0.37764
0,6,9,10,12,0.549402,4,0.68896
2,3,5,5,5,0.771149,3,0.75056
1,2,7,8,8,0.559506,3,0.7748
5,6,8,9,10,0.433713,2,0.45676
0,1,7,7,10,0.532823,2,0.75884
2,4,7,9,10,0.364692,3,0.41528
8,8,9,11,12,0.614053,3,0.6582
0,1,4,6,9,0.298537,2,0.28448
4,5,7,10,12,0.395582,3,0.46572
1,2,9,9,12,0.566221,2,0.80544
1,3,4,9,10,0.330386,2,0.32796
1,2,3,4,8,0.600589,4,0.61144
3,3,7,10,12,0.484977,2,0.57968
1,2,8,11,12,0.363092,2,0.533
0,1,6,7,9,0.339236,3,0.36692
2,4,6,8,12,0.360888,2,0.4466
0,1,5,6,9,0.325308,3,0.25196
3,3,6,8,11,0.480718,2,0.45172
0,5,6,10,10,0.585817,3,0.80364
1,3,6,9,11,0.351594,3,0.4464
3,6,10,11,12,0.393473,3,0.41552
1,2,4,10,10,0.58023,2,0.69848
0,0,2,4,8,0.447487,3,0.3188
2,2,3,3,8,0.62738,2,0.6124
0,1,5,10,10,0.57172,2,0.79804
0,1,3,5,7,0.304429,2,0.23116
2,3,7,9,9,0.572992,3,0.78236
2,5,10,12,12,0.597228,2,0.86632
1,1,2,2,7,0.628996,3,0.63512
6,7,8,9,9,0.643269,2,0.7994
2,6,8,9,11,0.367322,2,0.4404
0,2,3,7,7,0.539294,2,0.66208
2,5,5,5,12,0.765912,2,0.91956
2,3,3,5,10,0.485742,2,0.38236
6,7,8,9,10,0.793881,2,0.89832
2,4,9,11,11,0.58483,2,0.82884
1,2,5,10,11,0.358323,3,0.4486
0,1,2,7,9,0.303973,2,0.2832
3,5,10,12,12,0.597241,2,0.85368
4,5,7,11,12,0.397201,3,0.46272
3,4,9,9,11,0.560739,2,0.80648
3,10,11,11,12,0.590662,2,0.8504
1,1,4,8,10,0.465897,3,0.41936
3,5,6,10,11,0.380183,3,0.40848
1,6,6,7,9,0.530017,2,0.366
3,6,6,6,7,0.77089,2,0.9124
2,3,4,8,9,0.333736,2,0.24388
1,3,5,8,12,0.353596,2,0.43624
1,9,9,11,12,0.568873,2,0.61688
0,1,2,5,10,0.308132,2,0.31128
2,3,8,11,12,0.368073,2,0.52908
3,8,9,11,12,0.467753,3,0.6248
1,4,5,8,9,0.325705,2,0.29696
0,1,7,9,12,0.343361,2,0.51568
0,2,10,11,12,0.384752,3,0.42032
3,4,6,10,12,0.366902,2,0.41948
0,1,1,10,12,0.474375,3,0.58044
5,7,9,9,10,0.569546,2,0.77532
1,3,7,7,12,0.555433,3,0.63748
0,2,5,7,12,0.361846,3,0.51136
4,6,7,10,11,0.393957,3,0.41448
0,1,7,9,12,0.343361,2,0.51568
1,2,2,9,12,0.469419,2,0.56984
0,1,6,8,12,0.339472,2,0.50316
6,7,7,9,12,0.548252,2,0.5858
6,7,8,10,12,0.473996,3,0.52164
2,4,5,11,11,0.592821,2,0.72692
1,1,2,3,5,0.504935,2,0.31504
2,3,4,8,12,0.383241,3,0.30724
2,4,4,6,8,0.499861,2,0.30908
1,2,7,9,11,0.360288,3,0.46488
1,1,2,10,11,0.466796,3,0.50724
0,1,2,8,12,0.405145,2,0.47512
0,3,4,7,12,0.370405,3,0.46348
3,3,4,5,12,0.495871,2,0.51364
1,2,4,6,12,0.344913,2,0.42352
1,4,5,7,8,0.424958,3,0.41868
1,2,6,11,12,0.371783,3,0.41452
0,4,5,5,9,0.502095,2,0.70172
1,7,8,11,12,0.365571,2,0.52076
4,4,5,9,12,0.496386,2,0.529
1,5,7,9,10,0.341344,2,0.3804
0,0,5,9,12,0.453379,3,0.5806
0,3,4,8,10,0.316119,2,0.346
6,6,8,9,10,0.687875,4,0.67516
3,5,5,7,9,0.51649,2,0.36188
2,5,5,6,7,0.518933,2,0.27844
2,2,3,9,11,0.462729,2,0.45184
0,6,10,10,11,0.573135,2,0.83112
6,7,8,9,10,0.796263,3,0.91928
0,0,2,3,5,0.43593,2,0.21716
3,6,7,10,11,0.360661,2,0.40528
0,1,4,10,12,0.530545,4,0.68436
3,6,7,12,12,0.601037,2,0.79796
2,3,6,8,9,0.360731,3,0.25432
5,8,10,11,12,0.45363,2,0.58376
0,1,1,11,12,0.612749,4,0.72744
0,1,7,10,10,0.571778,2,0.82288
1,4,7,9,10,0.362161,3,0.41696
2,3,4,12,12,0.608354,2,0.70432
1,3,5,8,9,0.34716,3,0.3282
1,2,8,10,12,0.361304,2,0.52452
3,8,11,12,12,0.601624,2,0.8674
0,0,1,3,12,0.507115,3,0.60872
2,3,7,8,9,0.339038,2,0.3464
3,6,8,11,12,0.389949,3,0.40612
0,3,5,6,8,0.346223,3,0.33504
0,2,6,8,10,0.318431,2,0.38712
1,1,4,5,6,0.479194,3,0.2696
1,1,3,10,12,0.613974,4,0.71588
0,1,4,9,12,0.337044,2,0.46096
0,0,0,9,11,0.737008,2,0.54588
0,5,7,9,12,0.353251,2,0.50788
1,4,5,7,10,0.341059,2,0.35732
4,6,6,9,9,0.677675,2,0.78656
0,0,0,5,9,0.736823,2,0.36352
1,2,4,4,9,0.515618,3,0.63152
5,6,7,11,11,0.597541,2,0.66552
1,3,4,8,9,0.320808,2,0.26632
4,4,6,10,12,0.498505,2,0.56984
3,4,6,6,11,0.530715,2,0.66712
0,0,2,6,11,0.423442,2,0.45424
0,1,8,9,12,0.354079,2,0.50248
0,0,1,4,9,0.425098,2,0.3124
2,2,5,8,11,0.484219,3,0.4878
0,1,7,10,10,0.571778,2,0.82288
1,6,8,8,12,0.548817,2,0.78576
0,1,3,3,11,0.483998,2,0.60832
1,5,7,8,10,0.37138,3,0.31048
2,2,7,11,12,0.470382,2,0.59508
1,4,8,10,12,0.357746,2,0.4958
0,3,5,6,10,0.324183,2,0.3702
4,8,9,11,12,0.468915,3,0.61764
3,6,8,9,10,0.430046,2,0.49984
0,2,3,10,11,0.357422,3,0.418
2,5,5,7,12,0.507888,2,0.52324
1,3,4,6,11,0.343755,2,0.36948
6,7,9,9,12,0.571625,2,0.70244
2,3,5,7,9,0.334418,2,0.2914
1,3,7,10,12,0.353039,2,0.50652
3,4,9,11,11,0.584845,2,0.8206
1,5,7,9,10,0.341344,2,0.3804
2,3,4,5,8,0.470902,2,0.41604
0,5,10,11,12,0.36238,2,0.55104
0,2,4,5,7,0.337182,3,0.2722
4,7,9,9,10,0.583465,3,0.81236
0,1,6,7,10,0.339195,3,0.40656
0,5,8,8,12,0.564315,3,0.81768
1,1,5,7,12,0.447368,2,0.546
0,1,1,2,11,0.470518,3,0.48084
0,2,4,5,8,0.31553,2,0.28048
3,3,3,5,5,0.851315,2,0.70688
1,3,4,8,10,0.353176,3,0.35416
1,2,3,4,10,0.468234,2,0.47096
0,2,5,6,11,0.322773,2,0.40572
3,8,9,10,12,0.455424,2,0.57808
0,1,7,8,12,0.341452,2,0.50316
3,9,10,11,12,0.451543,2,0.58564
2,2,3,10,11,0.463746,2,0.47952
3,5,9,10,11,0.385261,3,0.46684
2,7,7,8,10,0.545052,2,0.427
2,2,3,8,11,0.461671,2,0.46004
1,1,3,4,6,0.456557,2,0.22936
0,3,3,6,11,0.474949,2,0.43912
2,3,3,5,8,0.483413,2,0.29436
2,3,5,7,9,0.334418,2,0.2914
0,3,3,6,8,0.471463,2,0.27708
3,9,11,11,12,0.590648,2,0.84796
4,7,9,10,11,0.436542,2,0.52092
0,5,6,7,8,0.495091,3,0.53584
1,4,5,6,9,0.332155,2,0.31656
3,6,11,11,11,0.794201,2,0.9618
1,4,11,11,12,0.586053,2,0.84364
0,1,2,7,12,0.422894,3,0.49692
0,4,4,5,8,0.492416,2,0.29908
0,3,4,7,9,0.33965,3,0.23364
2,3,3,8,8,0.677717,3,0.7548
1,3,6,10,12,0.374838,3,0.5374
4,6,6,11,12,0.542207,3,0.60984
1,2,3,5,7,0.384389,2,0.29528
0,1,1,4,11,0.444932,2,0.45444
0,2,5,6,10,0.336363,3,0.38128
0,2,5,5,12,0.511134,2,0.76332
0,2,4,7,12,0.335786,2,0.45684
3,4,8,8,10,0.546606,2,0.78248
2,5,7,10,11,0.347204,2,0.42908
4,4,9,12,12,0.701,2,0.886
1,5,9,10,12,0.386037,3,0.54888
5,5,8,9,11,0.656702,4,0.67444
0,1,3,5,10,0.310699,2,0.3216
3,8,9,11,12,0.448393,2,0.58404
0,0,7,10,11,0.441828,2,0.49212
2,5,8,10,11,0.357923,2,0.4378
0,1,1,10,10,0.684677,2,0.8006
0,2,5,6,12,0.34441,2,0.49204
4,5,7,10,12,0.373345,2,0.44044
5,6,10,11,11,0.598392,3,0.82872
0,1,5,10,10,0.57172,2,0.8018
0,2,3,8,11,0.330365,2,0.3718
2,7,8,10,12,0.375036,2,0.49628
0,2,4,6,10,0.342669,3,0.35728
3,9,10,11,12,0.469629,3,0.62136
0,1,7,9,10,0.355163,3,0.42356
0,3,3,11,12,0.487802,2,0.5898
2,5,5,9,12,0.510046,2,0.56516
0,1,5,9,11,0.317093,2,0.44092
0,1,3,6,10,0.312826,2,0.31616
0,2,7,9,10,0.527266,4,0.62824
2,3,5,6,12,0.426887,2,0.5158
0,1,7,10,12,0.368396,3,0.53692
1,7,10,11,12,0.369011,2,0.51808
1,3,5,7,10,0.328944,2,0.34792
2,2,8,10,12,0.477812,2,0.57228
1,3,6,11,12,0.352848,2,0.51236
