1_value,2_value,3_value,4_value,5_value,EV,max_suit,win_rate
0,4,5,6,9,0.329411,2,0.33656
0,6,9,11,12,0.386164,3,0.54972
1,4,7,7,8,0.535913,2,0.7324
1,4,4,8,10,0.491869,2,0.39464
0,3,4,9,12,0.342141,2,0.4586
4,5,9,10,12,0.368704,2,0.48768
1,1,4,5,10,0.448928,2,0.37544
4,5,6,9,11,0.389004,3,0.39016
0,2,5,8,10,0.306374,2,0.37196
2,3,4,5,6,0.775241,2,0.92732
1,3,5,9,11,0.358931,3,0.41732
1,1,5,7,11,0.44622,2,0.45196
0,1,5,8,11,0.315171,2,0.4308
0,1,1,6,7,0.456576,3,0.27664
0,1,3,5,11,0.347119,3,0.40272
0,1,5,8,12,0.33737,2,0.4826
0,2,3,6,8,0.312221,2,0.24452
0,0,2,10,12,0.458094,3,0.58264
0,4,4,5,8,0.492416,2,0.30112
2,4,6,6,7,0.542249,3,0.70292
0,1,7,7,11,0.533942,2,0.7716
0,2,3,6,8,0.312221,2,0.2512
5,10,10,10,12,0.790038,2,0.96172
0,1,2,4,9,0.373323,2,0.37736
1,2,4,5,12,0.430036,3,0.5254
0,3,10,12,12,0.600874,2,0.86992
0,2,5,7,10,0.304368,2,0.3504
0,2,7,7,10,0.656377,4,0.8252
2,4,10,10,11,0.573135,2,0.80056
0,4,6,6,12,0.52069,2,0.7672
0,2,2,3,9,0.485441,3,0.35864
2,5,6,7,12,0.390813,3,0.47924
1,2,3,4,5,0.773416,3,0.91304
4,6,8,9,12,0.384498,2,0.4732
0,1,4,6,9,0.298537,2,0.27648
1,2,3,7,12,0.437804,3,0.45792
3,4,6,7,11,0.416745,2,0.4582
1,5,7,9,12,0.379702,3,0.51736
5,6,7,9,9,0.619485,3,0.73268
0,5,7,8,9,0.412239,2,0.4432
0,1,6,7,10,0.337429,3,0.4006
3,3,7,8,9,0.518024,3,0.41652
2,9,10,11,11,0.606842,3,0.85108
0,4,5,6,12,0.380675,3,0.51976
0,2,7,10,12,0.347847,2,0.5034
0,2,4,6,7,0.314641,2,0.24056
6,7,7,10,12,0.559809,3,0.58184
0,3,3,10,12,0.486825,2,0.5616
3,4,5,7,10,0.416346,2,0.3912
0,1,3,4,11,0.411087,3,0.47508
5,6,7,8,12,0.526977,3,0.57752
1,2,4,9,10,0.520286,4,0.52748
4,6,9,9,12,0.561875,2,0.81612
0,5,6,8,10,0.335145,2,0.38796
1,1,2,6,11,0.462816,3,0.46656
0,4,8,8,11,0.56313,3,0.8104
1,6,7,7,7,0.775876,2,0.94084
1,2,5,12,12,0.604469,2,0.81144
3,3,8,9,12,0.491955,2,0.56168
0,1,2,5,12,0.420678,3,0.51664
0,3,5,11,11,0.584634,2,0.79564
2,5,5,5,12,0.765912,2,0.91956
2,3,5,10,10,0.5939,3,0.71868
0,0,0,8,9,0.736886,2,0.38756
1,5,6,10,11,0.356249,3,0.34456
1,2,6,9,11,0.348553,3,0.46148
6,6,7,11,12,0.544163,3,0.5972
0,1,5,7,11,0.313169,2,0.40992
0,3,5,9,10,0.310761,2,0.3584
2,4,5,9,9,0.567488,2,0.6942
0,3,7,7,11,0.533976,2,0.75536
2,4,5,5,10,0.514893,2,0.6248
5,6,6,9,12,0.529823,2,0.5474
0,2,4,8,9,0.305286,2,0.30172
0,1,5,6,9,0.327014,3,0.36424
1,4,7,8,10,0.37045,3,0.4134
0,0,1,1,1,0.845172,2,0.96508
0,0,0,8,10,0.744195,3,0.47332
1,6,9,10,12,0.372388,2,0.518
3,4,6,8,11,0.35051,2,0.3768
1,2,2,5,6,0.477831,3,0.24904
2,5,6,9,12,0.364998,2,0.453
6,7,8,9,9,0.643269,2,0.7736
2,2,4,9,11,0.483768,3,0.4868
0,0,5,8,11,0.429324,2,0.48296
0,4,5,7,9,0.321104,2,0.32144
0,5,8,9,10,0.349321,2,0.42036
1,3,8,8,11,0.563132,3,0.8056
3,6,7,7,12,0.540432,2,0.71408
2,4,4,5,9,0.499618,2,0.34828
1,6,6,12,12,0.701336,2,0.886
1,2,3,4,10,0.485498,3,0.49524
1,4,8,9,11,0.374576,3,0.4696
0,3,10,11,12,0.366247,2,0.51972
6,9,10,10,12,0.583718,2,0.8104
1,2,5,10,10,0.576038,2,0.73908
0,2,8,9,10,0.367776,3,0.43448
0,1,7,7,7,0.775852,2,0.9584
5,7,7,9,10,0.561698,3,0.46696
0,7,7,9,12,0.537298,2,0.5656
2,2,4,6,10,0.486551,3,0.4218
0,3,3,7,8,0.472612,2,0.30132
6,7,8,9,10,0.796263,3,0.91716
4,6,7,9,11,0.370242,2,0.38552
3,4,5,7,9,0.572709,4,0.58268
2,2,5,10,10,0.684973,2,0.79724
0,5,6,9,11,0.337973,2,0.44348
0,1,3,11,12,0.430299,3,0.4072
0,7,7,9,9,0.677866,2,0.81548
0,3,5,7,8,0.337814,3,0.31868
0,1,4,8,11,0.345737,3,0.42252
1,5,6,8,11,0.370037,3,0.33804
0,1,2,4,8,0.36908,2,0.32756
3,6,7,12,12,0.613682,3,0.79864
0,3,5,6,9,0.350721,3,0.36032
0,3,7,9,10,0.334171,2,0.39212
1,5,5,7,9,0.527967,3,0.39144
0,1,6,7,8,0.319747,2,0.30832
4,5,9,10,11,0.364219,2,0.44088
0,2,3,3,9,0.500565,3,0.61912
2,4,7,7,10,0.532905,2,0.73976
1,4,5,9,12,0.854348,5,0.97676
3,5,5,7,9,0.51649,2,0.35888
1,1,5,7,9,0.451554,2,0.36
0,3,9,10,12,0.362785,2,0.50952
0,0,8,9,11,0.471385,3,0.53632
0,1,3,5,12,0.402083,2,0.46448
0,1,6,9,12,0.341382,2,0.49812
0,1,4,10,11,0.325589,2,0.407
2,3,5,6,8,0.400722,2,0.35848
0,3,7,8,8,0.544183,2,0.77296
1,4,10,11,11,0.598301,3,0.84388
2,2,10,11,12,0.480696,2,0.58284
0,1,9,10,11,0.344892,2,0.45348
1,2,5,7,11,0.521729,4,0.57816
0,0,9,10,11,0.452136,2,0.50492
0,2,6,8,11,0.319919,2,0.42568
0,2,6,8,9,0.34355,3,0.3726
3,8,9,11,12,0.598743,4,0.73424
3,6,9,10,11,0.364043,2,0.43508
1,2,4,6,9,0.338246,3,0.29632
1,1,7,10,12,0.4738,3,0.59676
1,2,3,4,9,0.464578,2,0.44028
2,3,4,6,12,0.424785,2,0.4732
1,1,4,11,11,0.692633,2,0.81848
0,2,6,9,11,0.345812,3,0.45748
1,1,6,6,12,0.656706,2,0.74576
1,3,4,8,9,0.320808,2,0.27428
0,1,5,7,10,0.327759,3,0.39292
3,7,8,11,12,0.370442,2,0.52316
0,0,4,4,10,0.637812,2,0.6704
0,3,4,9,11,0.328837,2,0.40148
3,3,4,10,10,0.693604,3,0.79768
0,2,6,11,11,0.598071,3,0.83044
2,3,7,8,10,0.528704,4,0.61008
1,3,5,9,12,0.37871,3,0.48732
2,2,3,3,5,0.629822,2,0.61372
0,1,1,4,11,0.444932,2,0.4422
2,3,4,7,8,0.327412,2,0.22312
1,6,7,11,12,0.37655,3,0.51884
0,7,9,10,10,0.581285,2,0.80544
0,1,2,2,12,0.515543,2,0.66732
3,3,4,6,11,0.631681,4,0.63728
0,1,3,7,9,0.306541,2,0.28376
0,6,8,8,9,0.570525,3,0.81312
2,5,6,8,12,0.393587,3,0.48508
0,5,6,7,9,0.575913,4,0.64488
0,2,3,4,7,0.403592,3,0.33
3,4,4,6,8,0.499878,2,0.30052
4,5,6,7,12,0.520324,3,0.57296
2,4,6,8,12,0.360888,2,0.44492
5,6,9,11,12,0.383202,2,0.49008
0,1,7,8,8,0.559468,3,0.78864
0,0,5,7,10,0.427056,2,0.39004
2,5,7,8,11,0.361861,2,0.44708
0,2,7,9,12,0.534446,4,0.69672
0,1,5,8,8,0.544087,2,0.76284
6,7,8,8,10,0.599278,2,0.73084
0,1,4,6,10,0.333561,3,0.37256
1,2,5,7,11,0.32753,2,0.38136
5,6,6,8,10,0.532259,2,0.42616
0,0,1,8,9,0.42203,2,0.3376
4,6,7,10,12,0.560186,4,0.654
3,6,7,8,11,0.366213,2,0.42536
2,3,7,9,9,0.670929,4,0.80756
2,2,7,9,10,0.49972,3,0.46192
1,4,4,7,8,0.494783,2,0.31332
0,0,2,3,6,0.437151,2,0.23504
0,3,7,7,12,0.540106,2,0.76744
2,6,7,12,12,0.609975,3,0.84164
1,1,7,9,12,0.451693,2,0.558
0,0,4,7,12,0.428225,2,0.54492
0,4,5,6,9,0.329411,2,0.33324
3,5,7,9,12,0.369394,2,0.46508
0,1,9,11,12,0.359477,2,0.54492
0,2,4,7,10,0.337178,3,0.36784
1,3,6,8,12,0.347308,2,0.49148
4,5,9,9,10,0.559658,2,0.79848
0,8,9,12,12,0.601434,2,0.85288
3,4,5,6,6,0.610211,2,0.75368
0,4,8,8,12,0.54877,2,0.79384
1,2,3,11,11,0.59653,2,0.68468
2,6,6,7,12,0.521905,2,0.5558
3,5,10,11,12,0.36999,2,0.52424
0,0,1,7,8,0.419728,2,0.29332
0,2,6,9,10,0.320361,2,0.39492
0,5,6,7,12,0.546102,4,0.68556
0,0,1,3,6,0.427878,2,0.22716
1,4,8,9,12,0.355898,2,0.49148
4,6,7,10,11,0.372019,2,0.39544
0,2,4,5,5,0.508739,2,0.6774
6,7,8,9,10,0.793881,2,0.93048
0,5,7,10,12,0.346428,2,0.50148
4,4,6,9,11,0.496369,2,0.457
0,3,10,11,11,0.584856,2,0.81756
0,3,4,6,10,0.518721,4,0.48468
0,4,8,10,11,0.350513,2,0.45076
1,7,8,10,11,0.428753,2,0.52052
5,6,6,6,12,0.771102,2,0.92084
4,5,6,8,9,0.419914,2,0.3978
3,4,4,9,11,0.494096,2,0.4544
0,1,9,12,12,0.600781,2,0.84528
2,3,10,12,12,0.600902,2,0.82244
3,4,4,8,10,0.510242,3,0.41792
2,4,5,7,7,0.545064,2,0.68684
2,3,4,5,7,0.469994,2,0.417
2,4,6,10,11,0.366157,3,0.42812
4,7,9,10,12,0.381328,2,0.50112
3,5,7,8,12,0.389756,3,0.4878
0,4,7,9,10,0.33646,2,0.4002
4,6,6,11,12,0.542207,3,0.60984
1,2,8,10,11,0.34851,2,0.4434
0,3,7,7,10,0.532856,2,0.75216
0,5,5,8,10,0.506713,2,0.42396
1,5,6,8,9,0.403386,2,0.44916
3,6,7,8,8,0.559605,2,0.75348
1,2,3,7,7,0.544443,2,0.59628
0,1,7,10,12,0.345204,2,0.50016
0,1,4,7,11,0.343902,3,0.4132
0,1,2,2,5,0.459456,2,0.58264
0,1,2,6,12,0.401545,2,0.4762
0,0,5,8,11,0.598182,4,0.65356
1,2,5,7,12,0.349157,2,0.4446
4,6,7,10,12,0.384082,2,0.4352
3,4,9,11,12,0.366178,2,0.49972
0,2,5,7,11,0.315814,2,0.40028
1,3,6,10,12,0.35106,2,0.50912
0,4,6,8,11,0.33385,2,0.42564
0,4,7,11,11,0.598131,3,0.82964
1,2,3,8,12,0.440134,3,0.47156
2,3,6,7,10,0.357513,3,0.38524
1,2,5,7,9,0.318951,2,0.29876
1,2,5,10,11,0.358323,3,0.4486
4,6,8,9,12,0.406641,3,0.51932
0,2,8,10,12,0.546681,4,0.71088
1,3,4,6,12,0.355911,2,0.41244
1,4,6,8,12,0.372373,3,0.49708
0,4,7,10,10,0.571824,2,0.81588
3,4,6,10,10,0.580625,2,0.69312
1,2,2,5,12,0.491817,3,0.54352
1,2,7,8,10,0.332527,2,0.3964
1,5,7,8,8,0.554387,2,0.78604
0,3,4,5,9,0.517659,4,0.55528
0,4,7,10,11,0.339794,2,0.44808
1,2,10,10,11,0.57309,2,0.83532
3,3,4,9,12,0.500355,3,0.5608
0,0,1,4,6,0.588016,4,0.4728
3,5,6,9,10,0.354294,2,0.32792
0,2,10,11,12,0.363794,2,0.54184
0,3,8,11,12,0.362807,2,0.51836
0,2,4,7,10,0.849988,5,0.94704
0,1,4,5,8,0.301665,2,0.26528
2,4,6,8,9,0.363321,3,0.34284
1,2,2,7,9,0.456973,2,0.3396
4,6,7,10,11,0.372019,2,0.39332
3,6,9,11,12,0.370322,2,0.52068
0,0,5,7,12,0.598902,4,0.7044
4,7,9,9,11,0.580219,3,0.816
0,2,4,8,8,0.563869,3,0.73888
0,3,4,8,9,0.307743,2,0.29364
2,5,8,10,11,0.381354,3,0.47856
0,2,5,7,12,0.362657,3,0.494
1,3,5,6,11,0.52286,4,0.51548
0,0,3,7,10,0.424693,2,0.39544
2,3,4,9,11,0.352108,2,0.34656
0,0,5,5,9,0.645263,2,0.7114
0,4,6,8,9,0.349158,3,0.37612
1,2,3,5,12,0.482567,2,0.53936
3,4,5,7,8,0.408395,2,0.35988
6,6,8,8,9,0.684148,3,0.7458
3,6,8,12,12,0.696728,4,0.88136
1,2,2,4,6,0.463583,2,0.22188
1,1,7,9,12,0.451693,2,0.5774
0,0,2,5,8,0.418701,2,0.26936
6,9,10,11,11,0.59396,2,0.81344
1,4,6,9,9,0.55832,2,0.75784
2,5,7,7,7,0.775869,2,0.94024
0,6,6,10,12,0.525044,2,0.57028
1,3,6,6,8,0.516136,2,0.70912
1,6,8,9,12,0.399553,3,0.54196
1,2,4,10,11,0.362987,3,0.41488
0,1,5,6,8,0.331272,3,0.32532
0,2,3,4,12,0.410997,2,0.47796
0,2,8,9,11,0.535561,4,0.6708
2,3,4,7,9,0.331819,2,0.2662
2,3,9,10,11,0.355263,2,0.45684
1,2,4,7,9,0.316353,2,0.26708
0,1,3,5,10,0.310699,2,0.30512
1,8,8,10,12,0.556208,2,0.60384
1,4,5,6,9,0.356736,3,0.34876
0,5,8,11,12,0.35894,2,0.5282
2,2,6,10,11,0.487091,3,0.51544
2,7,8,9,10,0.514165,3,0.58612
2,3,7,7,9,0.531745,2,0.75712
3,3,9,9,12,0.68009,2,0.82768
0,4,5,6,10,0.336299,2,0.36508
3,4,5,9,12,0.371348,2,0.40224
0,7,8,11,12,0.362833,2,0.52216
1,3,8,9,12,0.544404,4,0.7006
3,4,4,5,7,0.563585,3,0.38076
0,1,4,11,11,0.588545,2,0.80068
4,5,6,8,9,0.439898,3,0.421
0,0,5,6,12,0.45085,3,0.56312
2,3,5,8,12,0.3881,3,0.4462
0,2,5,9,11,0.319738,2,0.43676
0,2,4,7,12,0.335786,2,0.42972
7,7,8,9,12,0.554866,2,0.56844
5,7,7,8,11,0.566586,3,0.518
6,7,10,10,11,0.577924,2,0.77032
4,8,11,11,12,0.603699,3,0.86316
1,5,7,10,12,0.349167,2,0.4798
1,1,2,9,11,0.465476,3,0.49912
1,1,2,4,7,0.448936,2,0.24816
2,6,7,8,8,0.57395,3,0.79408
1,3,9,10,11,0.352733,2,0.46824
0,7,10,11,11,0.589352,2,0.83248
3,5,8,11,12,0.387943,3,0.40616
0,3,5,9,12,0.344377,2,0.49532
0,1,3,4,10,0.381758,2,0.40812
1,1,6,8,12,0.470291,3,0.57376
0,3,4,7,12,0.527981,4,0.56648
1,4,5,6,10,0.339042,2,0.34136
4,4,5,7,8,0.547721,2,0.4056
8,8,9,10,11,0.642531,2,0.62672
1,3,5,7,7,0.53969,2,0.70964
2,4,5,6,8,0.477846,2,0.46656
1,2,3,4,12,0.480662,2,0.52524
2,6,7,9,11,0.356603,2,0.45248
1,1,5,8,11,0.447323,2,0.47504
2,3,3,7,10,0.474994,2,0.37132
7,7,8,10,12,0.550483,2,0.58804
2,3,9,10,11,0.355263,2,0.45456
1,2,3,4,10,0.468234,2,0.47484
2,3,5,7,11,0.365678,3,0.39756
5,5,7,11,11,0.693543,2,0.8098
0,0,3,5,11,0.423505,2,0.44428
1,6,9,10,12,0.372388,2,0.53388
0,1,6,8,8,0.544114,2,0.76208
6,7,9,11,12,0.408253,3,0.48128
1,3,7,8,8,0.544199,2,0.74096
5,6,8,11,11,0.593405,2,0.7108
1,5,9,11,12,0.386058,3,0.55036
0,7,7,8,10,0.560567,3,0.46604
3,5,9,10,11,0.385403,3,0.46668
1,1,3,6,6,0.650257,2,0.69936
0,5,5,6,8,0.531251,3,0.35804
0,1,1,10,11,0.44443,2,0.50376
0,4,7,8,12,0.349135,2,0.4998
0,1,2,3,10,0.452526,2,0.47584
2,7,8,11,12,0.391909,3,0.5436
2,3,5,7,8,0.329207,2,0.26548
4,4,5,7,12,0.506833,2,0.547
4,6,9,11,12,0.395094,3,0.53724
0,3,10,11,11,0.584856,2,0.81756
2,4,10,11,11,0.5849,2,0.82996
2,4,4,5,8,0.504796,2,0.29864
0,2,3,6,12,0.434932,3,0.49244
0,3,4,10,11,0.330689,2,0.39344
0,1,2,7,8,0.297887,2,0.24196
5,6,10,11,12,0.398829,3,0.54104
4,6,8,9,10,0.431942,2,0.46768
3,4,6,7,10,0.418662,2,0.41464
0,7,9,9,12,0.56183,2,0.82724
1,2,10,11,12,0.366532,2,0.53832
5,5,9,10,12,0.521493,2,0.58912
3,6,7,8,9,0.508618,3,0.5386
2,4,6,7,8,0.407156,2,0.41276
0,5,6,8,9,0.401004,2,0.42828
5,6,7,9,9,0.619485,3,0.73264
2,5,6,9,10,0.366129,3,0.38208
4,7,8,11,11,0.593532,2,0.78672
3,3,4,5,11,0.634432,4,0.63704
1,5,6,9,11,0.340714,2,0.42016
6,8,11,12,12,0.614279,3,0.85736
0,1,7,9,10,0.329068,2,0.39628
1,2,3,4,5,0.770167,2,0.90396
2,4,6,7,9,0.362154,3,0.34612
0,2,4,11,12,0.36634,3,0.50168
0,1,2,10,12,0.408446,2,0.51764
2,4,5,5,11,0.516016,2,0.65448
0,4,5,6,8,0.563213,4,0.54328
0,5,6,9,10,0.327248,2,0.37404
0,4,6,8,12,0.347156,2,0.47416
0,5,5,9,9,0.677434,2,0.81924
5,7,8,9,11,0.635495,4,0.67028
0,3,4,9,10,0.34317,3,0.37032
1,2,3,7,11,0.340086,2,0.34416
1,2,5,6,7,0.318254,2,0.27024
4,7,8,9,11,0.442371,2,0.52004
1,1,3,10,12,0.613974,4,0.71588
5,5,8,8,10,0.671189,2,0.73968
2,4,4,9,12,0.514045,3,0.5822
1,5,7,10,11,0.344675,2,0.42356
0,2,4,5,12,0.340049,2,0.4576
5,6,7,7,8,0.624077,2,0.71848
3,5,8,8,12,0.548832,2,0.79616
3,5,5,7,10,0.511579,2,0.38904
0,6,8,11,11,0.598202,3,0.83336
1,2,3,4,6,0.476111,3,0.31984
0,0,2,4,11,0.450143,3,0.473
3,4,7,9,11,0.354663,2,0.406
0,0,2,6,12,0.454818,3,0.53912
3,3,4,5,9,0.510373,3,0.35828
1,4,6,8,9,0.351227,3,0.36736
2,5,6,12,12,0.600908,2,0.79544
4,5,5,7,9,0.516506,2,0.35752
0,3,3,7,12,0.502008,3,0.55924
0,6,6,10,10,0.68581,2,0.83804
1,1,2,7,8,0.439075,2,0.29144
1,1,4,5,9,0.447762,2,0.33468
1,1,2,6,9,0.439117,2,0.32664
0,1,10,10,11,0.573059,2,0.85016
2,5,5,6,7,0.518933,2,0.29012
0,1,5,6,11,0.311072,2,0.39576
0,3,4,7,10,0.349455,3,0.36604
1,2,3,3,8,0.48708,2,0.54496
2,4,5,9,9,0.581558,3,0.6966
0,3,4,9,10,0.344221,3,0.38268
3,4,4,11,12,0.515425,3,0.5854
1,4,5,6,7,0.613682,4,0.65548
1,6,7,10,11,0.346682,2,0.42668
4,5,8,9,11,0.369843,2,0.43436
2,3,3,12,12,0.702134,2,0.85508
2,3,5,8,9,0.336342,2,0.27828
1,2,3,5,7,0.404821,3,0.32816
6,7,9,9,10,0.616915,3,0.76496
0,4,5,9,10,0.338773,3,0.3954
1,3,3,6,12,0.500861,3,0.54412
0,2,3,5,11,0.333209,2,0.364
7,9,12,12,12,0.798429,2,0.93336
5,9,11,12,12,0.601666,2,0.86392
1,1,2,5,5,0.65384,3,0.71324
1,5,6,9,11,0.340714,2,0.44076
0,1,2,4,6,0.364341,2,0.29096
2,4,10,10,11,0.587197,3,0.84012
4,8,9,10,12,0.475714,3,0.6136
1,1,6,7,9,0.460381,2,0.37688
1,2,3,4,6,0.476867,3,0.41288
1,2,6,7,11,0.345163,3,0.43468
1,2,4,7,9,0.341805,3,0.29912
0,1,5,6,10,0.324786,3,0.38268
1,6,7,8,10,0.423205,2,0.4942
1,2,8,8,11,0.547658,2,0.77048
3,6,8,12,12,0.696728,4,0.88136
2,4,4,10,12,0.496214,2,0.57292
0,6,7,8,11,0.358598,2,0.44896
2,5,9,9,11,0.575205,3,0.81412
0,0,4,5,7,0.436045,2,0.26888
4,5,7,10,12,0.373345,2,0.43928
0,2,3,3,10,0.501768,3,0.63384
0,1,4,5,9,0.296408,2,0.29508
0,8,10,11,11,0.605867,3,0.69644
1,2,4,5,5,0.550168,2,0.72028
1,7,7,8,11,0.540687,2,0.48236
2,2,3,10,12,0.491411,3,0.5752
0,3,9,10,11,0.37403,3,0.49128
2,4,5,9,11,0.537204,4,0.60068
1,1,7,8,11,0.457267,2,0.4974
0,7,8,9,9,0.586825,3,0.81464
1,2,7,9,11,0.359905,3,0.46492
8,9,10,11,12,0.803786,3,0.90796
4,7,8,9,9,0.573166,2,0.77432
3,6,9,9,11,0.56077,2,0.81072
1,3,9,10,10,0.585933,3,0.80888
0,1,8,11,12,0.35771,2,0.53992
3,4,6,8,12,0.363232,2,0.41792
1,5,6,7,9,0.411961,2,0.43624
0,6,8,9,9,0.568138,2,0.81696
3,3,7,7,11,0.664117,2,0.76592
3,6,8,9,12,0.404112,3,0.54016
0,0,1,5,7,0.41615,2,0.24568
2,3,4,12,12,0.608354,2,0.68136
0,4,8,11,12,0.378194,3,0.4142
8,8,9,10,11,0.642531,2,0.62688
3,3,4,10,11,0.480535,2,0.48216
4,5,7,9,11,0.391129,3,0.42668
3,4,5,8,11,0.379967,3,0.36952
0,4,9,9,10,0.559582,2,0.80868
0,7,7,9,9,0.677866,2,0.82024
2,3,4,10,11,0.376838,3,0.37692
3,5,8,10,11,0.54749,4,0.65992
1,2,5,11,12,0.356666,2,0.47496
1,2,6,10,12,0.348606,2,0.4938
4,5,5,7,11,0.518705,2,0.48104
5,6,9,10,11,0.368265,2,0.43696
0,2,3,10,12,0.413332,2,0.50196
3,4,6,9,10,0.536945,4,0.53312
3,7,7,11,12,0.539335,2,0.57476
1,7,8,10,11,0.447714,3,0.55824
0,1,4,4,5,0.505344,3,0.67864
1,2,3,6,9,0.344304,3,0.28404
0,1,5,7,9,0.328769,3,0.35692
1,5,10,10,11,0.5872,3,0.83756
2,3,7,8,8,0.544215,2,0.74404
0,1,2,8,11,0.325155,2,0.37112
1,4,6,6,12,0.520707,2,0.73664
0,4,7,8,12,0.349135,2,0.49424
8,8,9,11,12,0.601519,2,0.658
4,7,8,9,11,0.442371,2,0.50072
2,7,9,11,12,0.39243,3,0.55188
1,1,5,8,11,0.447323,2,0.45956
1,2,2,9,11,0.48128,3,0.49492
0,2,4,9,9,0.577069,3,0.75152
0,1,1,5,8,0.456717,3,0.30144
3,6,6,8,9,0.547161,3,0.39324
0,3,9,11,12,0.385484,3,0.4194
3,3,6,6,10,0.655217,2,0.72156
0,1,1,6,8,0.43658,2,0.27832
3,7,9,9,10,0.569517,2,0.79116
1,3,5,9,9,0.562832,2,0.7152
3,3,9,10,11,0.499739,2,0.50268
2,5,8,8,12,0.548817,2,0.79584
2,4,6,8,12,0.360888,2,0.46348
5,7,9,11,12,0.385088,2,0.47096
2,8,8,9,11,0.574219,3,0.54612
1,3,10,11,12,0.390365,3,0.55064
3,4,5,9,12,0.392074,3,0.31324
0,2,4,7,10,0.336085,3,0.3574
1,6,8,9,12,0.377445,2,0.52952
0,2,7,9,12,0.533432,4,0.67312
2,5,5,10,10,0.685606,2,0.82324
1,2,3,5,9,0.411323,3,0.37248
2,4,6,8,11,0.348164,2,0.38096
5,6,11,12,12,0.597365,2,0.81788
4,4,8,10,12,0.525224,3,0.59104
0,2,4,6,8,0.317659,2,0.27428
0,3,6,10,12,0.371084,3,0.52204
4,4,7,7,7,0.858723,2,0.9686
2,7,8,10,12,0.396374,3,0.53316
5,6,8,9,12,0.451218,2,0.53728
0,4,4,12,12,0.700905,2,0.88224
2,4,6,7,12,0.380372,3,0.36408
1,3,4,9,12,0.353264,2,0.41264
1,2,2,5,6,0.477831,3,0.24248
1,5,6,7,9,0.432682,3,0.4758
0,2,4,7,8,0.33486,3,0.30956
0,1,2,4,7,0.36625,2,0.30624
5,6,10,10,11,0.587269,3,0.82444
0,3,6,10,10,0.585786,3,0.80432
2,3,3,10,11,0.479311,2,0.48736
0,1,6,9,12,0.366861,3,0.54056
1,1,7,8,9,0.489967,3,0.4086
1,2,3,5,12,0.482567,2,0.53244
1,7,8,8,11,0.55297,2,0.7994
2,4,5,6,11,0.41967,2,0.44888
2,3,4,5,12,0.489293,2,0.5428
0,2,7,9,12,0.36768,3,0.40324
3,3,4,6,11,0.508258,3,0.46504
2,5,8,9,9,0.563262,2,0.79444
0,3,4,7,8,0.336315,3,0.29108
0,1,6,6,10,0.518408,2,0.77328
4,4,7,9,12,0.517099,3,0.59024
1,1,6,9,9,0.685385,3,0.81468
3,5,8,9,11,0.390112,3,0.47008
3,5,6,11,12,0.854424,5,0.973
0,2,5,6,11,0.347871,3,0.43976
1,3,10,10,11,0.573105,2,0.80844
3,3,7,8,10,0.512851,3,0.46028
0,7,8,9,11,0.453744,3,0.54832
1,2,5,8,9,0.320956,2,0.30488
1,1,6,7,10,0.474725,3,0.4518
0,1,3,5,7,0.304429,2,0.23248
0,0,1,9,10,0.424267,2,0.41808
1,7,8,11,12,0.365571,2,0.50228
1,5,10,10,11,0.573135,2,0.85856
2,2,4,4,5,0.649029,3,0.67548
0,1,5,8,11,0.315171,2,0.43564
1,2,2,4,5,0.511982,2,0.31712
1,3,5,6,10,0.326926,2,0.3344
3,9,9,10,10,0.686443,2,0.83852
1,2,8,10,12,0.384116,3,0.53436
2,4,5,9,12,0.382287,3,0.45184
1,4,4,5,5,0.644148,2,0.72612
0,4,6,9,11,0.326585,2,0.4238
1,1,9,9,10,0.68652,3,0.8036
1,3,10,10,10,0.78985,2,0.92856
1,6,7,7,12,0.550767,3,0.7834
0,1,8,10,12,0.536544,4,0.66516
0,0,6,8,12,0.600619,4,0.70524
3,4,10,11,12,0.390971,3,0.54388
0,6,7,8,10,0.439612,3,0.49896
3,8,10,10,11,0.596111,3,0.85904
4,4,6,10,11,0.497385,2,0.48912
0,1,2,9,10,0.316276,2,0.33404
0,1,2,5,8,0.319506,3,0.27472
5,8,10,11,12,0.47184,3,0.61952
2,3,6,9,10,0.362277,3,0.39604
3,8,9,10,11,0.510903,2,0.62436
0,5,7,8,10,0.369669,3,0.43144
3,7,8,11,11,0.60242,3,0.82976
1,3,3,4,9,0.483165,2,0.32668
0,4,5,8,10,0.320946,2,0.3566
1,3,6,6,10,0.518459,2,0.74564
0,7,7,7,9,0.775951,2,0.93192
1,4,5,5,9,0.525292,3,0.68724
7,9,10,11,12,0.458423,2,0.55552
0,1,3,5,7,0.304429,2,0.23476
6,6,7,9,10,0.575987,2,0.50864
2,6,9,10,11,0.361697,2,0.46868
2,3,4,5,6,0.775241,2,0.9006
4,5,6,8,8,0.607988,3,0.71588
0,4,4,7,12,0.510901,3,0.55264
3,5,5,9,9,0.677451,2,0.78536
0,0,0,8,10,0.744195,3,0.46916
2,2,4,9,9,0.676788,2,0.78856
0,5,7,10,12,0.346428,2,0.50148
9,10,10,12,12,0.704149,2,0.87184
4,4,9,9,10,0.68718,3,0.81172
6,7,8,11,12,0.415811,3,0.4646
2,3,7,9,12,0.353725,2,0.49712
5,6,8,8,12,0.559011,2,0.6924
2,4,8,8,11,0.547706,2,0.75784
2,3,6,7,9,0.361007,3,0.3682
3,5,7,8,10,0.354118,2,0.37188
0,5,8,9,10,0.349321,2,0.42036
