EV_Value, Win_Rate
1.1324,0.3712
1.40418,0.32164
1.12091,0.28094
2.4189,0.60424
2.17748,0.68778
4.09847,0.9374
1.94884,0.45632
0.784515,0.37306
1.57548,0.31292
1.73514,0.58298
1.83491,0.44584
1.09467,0.47936
2.75342,0.78928
0.79284,0.3936
2.77422,0.67222
0.9488,0.2808
1.07743,0.21412
2.17585,0.41706
2.4093,0.52964
1.87031,0.54324
1.04075,0.41272
1.41794,0.30218
0.947466,0.29094
1.77514,0.26984
2.16066,0.6694
1.75221,0.53306
0.947716,0.30054
3.03607,0.5096
1.91902,0.46294
1.3591,0.53894
1.75583,0.68858
3.99237,0.92532
2.14632,0.2984
1.73267,0.4068
1.99962,0.51676
0.910492,0.36358
1.74235,0.60958
1.56622,0.25242
1.02414,0.2112
1.80072,0.81036
4.03412,0.85204
2.15661,0.3251
2.51125,0.62128
1.87111,0.39092
1.13459,0.2366
0.840294,0.49556
1.87486,0.5879
1.15402,0.23286
1.75803,0.56764
1.13681,0.41228
1.72292,0.43974
1.0454,0.49986
1.86438,0.7756
1.41814,0.3101
1.12017,0.19122
1.72706,0.61588
1.75882,0.14262
1.04289,0.55196
1.01911,0.13998
0.958771,0.27294
1.94483,0.20864
1.88765,0.78128
1.86353,0.69598
1.79236,0.82652
1.94483,0.20864
1.81586,0.69546
1.90125,0.67388
1.07557,0.34046
1.123,0.2625
1.42116,0.22004
0.853665,0.41932
0.951797,0.36046
1.8234,0.61446
0.829831,0.31554
0.964764,0.47954
1.74085,0.5376
1.71436,0.74856
1.0304,0.49006
0.936672,0.22858
4.06902,0.9251
1.78921,0.66776
1.02292,0.27516
1.58202,0.34714
3.01437,0.85336
1.74296,0.20096
1.81255,0.30006
0.9813,0.34732
1.77834,0.63208
0.943772,0.29074
0.982618,0.4888
0.888458,0.21442
1.95674,0.81712
1.89898,0.499
1.04011,0.48446
1.92891,0.4293
0.880662,0.10702
0.889313,0.2429
0.946059,0.26546
1.69087,0.64822
1.86987,0.46824
1.14359,0.24772
0.891514,0.4095
1.95629,0.8066
1.59006,0.45056
1.57104,0.3181
1.67353,0.50602
0.837226,0.22364
1.92989,0.26958
1.14362,0.4219
1.83525,0.4429
2.40507,0.53818
1.07558,0.2708
0.965819,0.41182
0.884035,0.32986
1.86966,0.41008
0.959614,0.4229
1.75275,0.69136
0.896148,0.32106
1.86436,0.54028
1.66697,0.33824
4.0388,0.21438
1.12957,0.1729
1.02723,0.33264
0.8913,0.38206
2.39412,0.62088
0.782705,0.32572
0.85062,0.2523
1.8556,0.75326
2.72917,0.61364
2.71229,0.57824
2.04295,0.45356
0.96661,0.4801
1.75826,0.82694
1.74867,0.82632
2.9968,0.8425
1.75019,0.70924
1.83116,0.6181
1.93337,0.78498
1.02801,0.38974
1.12942,0.41698
1.74431,0.49892
1.90478,0.46364
2.00193,0.32118
0.951365,0.32466
0.824028,0.15632
1.9427,0.69474
1.52782,0.26416
0.835055,0.1653
1.67406,0.6154
0.981477,0.44286
0.884969,0.20076
0.942397,0.19282
1.13554,0.43834
2.80723,0.56212
1.70223,0.6212
1.833,0.56646
0.896349,0.2843
1.77178,0.78762
1.66813,0.6019
1.58632,0.41274
1.726,0.59944
0.904169,0.29762
0.89577,0.13962
1.843,0.4326
1.76556,0.2023
0.848525,0.40326
0.885063,0.3267
1.71467,0.54124
1.87405,0.45468
0.907375,0.51174
2.85078,0.6682
0.782622,0.34446
1.76763,0.54716
1.79245,0.65834
3.23998,0.61194
0.899052,0.279
1.42074,0.41172
0.915195,0.46342
1.71579,0.55592
1.75848,0.83784
0.831665,0.29952
0.90893,0.53454
0.982704,0.46658
0.85091,0.51398
1.07517,0.30452
1.07118,0.2463
0.844676,0.26664
1.68477,0.60522
0.842784,0.46244
1.75747,0.77588
0.96175,0.47734
1.7064,0.44034
1.34555,0.23652
1.89967,0.4773
4.05412,0.91974
1.79129,0.82166
1.69944,0.66388
1.41903,0.32802
0.888458,0.28192
0.908764,0.3949
1.80394,0.37934
2.77637,0.87668
1.83602,0.4257
2.87858,0.57856
4.09863,0.94932
4.52374,0.87486
0.959635,0.22246
0.89785,0.31042
1.82218,0.19308
1.82412,0.55754
2.00662,0.3826
2.72664,0.83706
0.844147,0.32918
1.69651,0.51706
0.940868,0.2603
1.71745,0.2369
1.03251,0.46708
2.18719,0.5533
1.78267,0.815
1.73267,0.13556
1.72351,0.51006
1.78716,0.72854
1.77955,0.72278
1.75009,0.88124
2.89943,0.84682
0.852802,0.5138
1.41874,0.21372
0.946075,0.20572
0.855393,0.4562
1.57525,0.2634
2.01462,0.32244
1.70331,0.64646
0.904099,0.44252
0.849715,0.4594
1.69651,0.5795
4.01412,0.87376
1.03265,0.4031
1.84482,0.81818
1.65849,0.22518
1.86957,0.34966
2.70894,0.62954
1.79112,0.22234
1.03525,0.38622
1.03121,0.43998
1.71967,0.47854
1.69487,0.72166
1.83636,0.36724
1.7582,0.50452
0.957063,0.15388
1.79159,0.59976
1.60187,0.3884
1.89174,0.32604
1.69725,0.66612
1.41682,0.248
1.76616,0.56336
1.75125,0.25812
1.07517,0.30452
1.7058,0.75402
0.902059,0.44164
1.69864,0.40686
2.39492,0.64188
0.834261,0.3621
1.78764,0.20852
1.12727,0.3577
1.52477,0.5465
1.6911,0.63144
2.74892,0.66978
2.3841,0.6284
1.5405,0.4315
0.980802,0.17178
1.91218,0.52608
0.951888,0.29496
0.88725,0.18774
0.970819,0.3853
1.07234,0.22366
0.904454,0.3448
1.80662,0.75948
0.849471,0.43636
2.77998,0.54754
1.68675,0.47236
0.841157,0.34438
1.40862,0.2514
1.1228,0.2359
0.940491,0.29958
2.89367,0.91458
1.67654,0.53978
2.42161,0.53576
1.82202,0.51738
0.902261,0.43516
1.84317,0.73108
1.71246,0.58436
0.839189,0.1702
1.07838,0.24424
1.41405,0.2845
1.35727,0.29056
0.963181,0.4869
1.39302,0.55758
0.889313,0.24424
1.96635,0.72292
1.72869,0.30136
1.13161,0.38876
1.77436,0.64434
0.841391,0.43096
2.82039,0.5558
1.66591,0.31392
1.69851,0.46828
2.16783,0.64836
0.910657,0.4533
2.49837,0.37966
0.789221,0.4139
1.73382,0.70306
1.83686,0.54586
2.67881,0.8276
1.88182,0.57138
1.88118,0.38428
0.898498,0.45136
0.942909,0.22486
2.77089,0.9194
0.962865,0.21036
2.37573,0.54032
1.86972,0.70262
4.02888,0.9034
1.86965,0.59162
1.67954,0.57556
1.89962,0.47086
0.943998,0.30902
2.3154,0.29936
1.43175,0.47488
1.66513,0.53368
1.71188,0.54702
1.12942,0.23582
1.93834,0.23408
0.95266,0.25608
2.61213,0.6452
1.70388,0.50996
0.900075,0.44958
1.77173,0.59148
1.83338,0.26938
2.03726,0.40034
1.83382,0.55974
0.787988,0.1529
1.42113,0.27662
1.73518,0.47786
1.03237,0.17324
2.04004,0.38306
1.08988,0.46004
0.87589,0.1695
0.958652,0.37544
0.851321,0.36752
2.97847,0.7597
0.851404,0.42298
1.6683,0.54828
1.42113,0.28894
1.02973,0.20604
0.83293,0.15966
0.777698,0.44704
1.85794,0.41464
1.97087,0.80782
1.73642,0.53972
0.788192,0.12394
1.70699,0.48752
0.780536,0.29696
0.848852,0.42122
1.79739,0.70716
1.71509,0.24154
1.71973,0.44148
0.788071,0.37468
0.885158,0.33248
1.65629,0.41652
0.971176,0.3909
0.949507,0.21644
1.11902,0.24076
0.775004,0.2737
1.73209,0.5609
1.02875,0.28022
1.91697,0.8449
1.7717,0.7566
1.86696,0.54374
0.880526,0.22978
1.79362,0.47104
1.90664,0.83308
0.848647,0.40392
1.77294,0.32588
2.75085,0.44376
1.75703,0.3521
0.849997,0.46624
1.70057,0.57284
2.73874,0.83752
0.836078,0.17626
1.94056,0.6315
1.69729,0.6359
1.73245,0.5032
1.13087,0.2411
1.03779,0.51202
1.71463,0.51534
2.5054,0.67174
0.935528,0.17878
0.943772,0.224
0.840589,0.43698
0.936672,0.08692
1.68377,0.52424
1.71555,0.7835
1.9172,0.67578
1.44189,0.51066
1.72162,0.68112
1.36414,0.51294
2.77369,0.81936
1.91635,0.40702
1.75875,0.79626
0.826111,0.16066
1.80262,0.84052
2.98571,0.5556
0.85091,0.49272
1.74778,0.2244
1.71902,0.71062
1.91519,0.55912
0.963037,0.515
0.89577,0.3824
0.77519,0.29322
1.89962,0.46946
0.895555,0.43504
1.69102,0.62494
1.83402,0.81946
1.94141,0.62538
1.14114,0.30582
1.67129,0.5546
0.893324,0.1032
1.77834,0.63208
1.8946,0.31702
1.72683,0.61392
1.66391,0.54852
1.86988,0.25516
1.08211,0.39498
1.69321,0.5668
1.88814,0.54704
0.791031,0.46688
1.83182,0.55696
2.0242,0.477
1.86573,0.78792
2.73076,0.58014
1.83527,0.70856
1.08807,0.39722
1.40698,0.26964
1.91282,0.43488
4.04903,0.92082
4.13857,0.96052
1.70174,0.6882
0.913154,0.50524
2.77441,0.83462
1.89721,0.41032
0.853131,0.43852
1.03696,0.42628
1.88485,0.41224
2.74439,0.62404
0.953559,0.23688
1.86766,0.52064
1.90414,0.39886
1.08044,0.34096
1.82121,0.7238
1.88118,0.41922
1.66475,0.51344
1.82205,0.27852
1.97958,0.68426
0.950079,0.36206
1.34778,0.29988
0.845593,0.43786
1.41025,0.29578
1.83457,0.27408
1.97284,0.66916
1.1533,0.50816
0.951971,0.3405
0.969461,0.43064
1.79688,0.55138
1.8488,0.18824
1.80949,0.629
1.07751,0.12262
0.950031,0.22612
2.72656,0.69096
1.8027,0.86518
1.72413,0.66352
1.95634,0.5807
4.11855,0.89764
0.963854,0.43802
1.1475,0.4422
2.7687,0.92346
1.73895,0.7884
1.81275,0.52406
1.78474,0.30784
0.851525,0.4114
2.4629,0.67784
0.97272,0.39172
1.9497,0.8603
1.86696,0.54374
2.86371,0.63648
1.85105,0.60884
4.05461,0.9129
1.77272,0.17172
1.81496,0.72232
2.42286,0.54234
0.907357,0.47398
3.02408,0.77036
1.41697,0.29068
1.88118,0.38428
1.85662,0.5241
3.99237,0.84956
0.774244,0.3379
1.90607,0.41684
2.39728,0.64146
0.950895,0.34358
1.04105,0.37576
1.84465,0.63828
4.08871,0.9537
0.832746,0.30796
0.972863,0.1436
1.41643,0.36236
0.791113,0.46438
1.90036,0.8624
2.13922,0.47796
2.55018,0.70132
0.881628,0.22532
1.71191,0.70126
0.840034,0.41168
1.85971,0.77536
0.835811,0.34826
1.13818,0.35238
1.74536,0.30982
1.72178,0.48852
1.80849,0.58574
1.08852,0.4649
4.10852,0.9099
1.93216,0.66194
1.06589,0.13546
1.03561,0.3984
1.02496,0.48104
1.91795,0.61686
1.7464,0.72202
2.15294,0.56808
1.74855,0.8346
1.78263,0.79128
0.950475,0.41636
1.41814,0.31196
0.959292,0.2637
1.75809,0.32106
1.75665,0.37468
1.82929,0.64756
1.11808,0.2153
1.41643,0.26936
2.71969,0.62776
1.85406,0.69362
1.51618,0.39642
1.891,0.42826
0.85531,0.47472
0.827235,0.12384
1.98954,0.68032
0.896899,0.36478
1.08096,0.3727
1.01888,0.20626
1.03448,0.52788
1.67353,0.50602
1.96051,0.61064
0.962908,0.38654
1.13913,0.44838
1.80312,0.5477
1.84498,0.43282
1.82868,0.56994
0.850375,0.14314
2.69264,0.82008
0.942397,0.17298
0.947908,0.2222
1.75086,0.18016
0.834555,0.32274
0.858066,0.48188
0.968376,0.4799
1.82899,0.44866
2.2867,0.5739
0.874817,0.16266
1.83349,0.5163
0.906429,0.42326
1.07487,0.18102
2.76169,0.912
1.76958,0.32286
1.03685,0.32916
1.13922,0.33992
1.34681,0.27002
1.14439,0.25008
1.74376,0.62278
2.42783,0.59656
1.86861,0.732
2.02901,0.32
4.14528,0.80038
2.8474,0.62656
2.85349,0.74156
1.75845,0.77406
1.82113,0.7564
1.13659,0.4045
1.96639,0.55716
1.89849,0.74954
2.02146,0.82012
0.900818,0.23748
1.41556,0.2912
1.74837,0.81536
1.38903,0.57672
1.90672,0.8468
2.74978,0.89414
1.88879,0.85154
1.71915,0.7664
1.15344,0.5092
1.72586,0.64348
0.845008,0.50308
1.6828,0.55626
2.71691,0.85808
1.85522,0.7384
1.37527,0.476
2.51748,0.67988
1.77436,0.77886
1.66513,0.4072
1.43967,0.49416
1.92774,0.21122
0.941355,0.3018
0.844576,0.43878
1.14835,0.3119
0.774058,0.27578
2.86558,0.67958
1.71967,0.47854
0.830932,0.2959
0.891677,0.22246
1.7192,0.74896
1.91208,0.55334
1.89897,0.47222
1.1398,0.32598
0.943445,0.26588
1.8199,0.52198
0.951879,0.29246
2.73692,0.57582
1.92521,0.30284
2.203,0.75184
1.69434,0.47554
1.66915,0.25916
0.963537,0.29556
1.86567,0.42074
0.778458,0.4017
1.02567,0.15148
1.08935,0.37792
1.03895,0.49418
1.02839,0.37092
1.71993,0.6401
1.92598,0.60498
0.956205,0.39304
1.0245,0.35346
1.78511,0.42354
1.70466,0.17188
1.71652,0.46334
0.900818,0.12898
1.9186,0.60826
1.77958,0.5964
2.73738,0.61904
7.60784,0.98784
3.01181,0.62344
0.970893,0.19134
1.98689,0.5859
1.1337,0.47558
1.07015,0.2652
4.08859,0.94754
2.74424,0.69082
1.66682,0.27994
2.19152,0.602
1.74867,0.86354
1.11954,0.20354
4.11828,0.90724
1.8907,0.35964
4.05373,0.89546
2.02016,0.32668
1.80731,0.55348
0.907045,0.45626
1.88394,0.5579
1.77917,0.7018
0.832043,0.24716
1.08364,0.29124
2.72829,0.5339
2.72999,0.50478
2.44243,0.51972
1.08983,0.38438
1.77555,0.71896
0.787794,0.47066
2.79947,0.83154
1.72245,0.4893
1.85564,0.44666
1.02902,0.40016
1.74825,0.81564
0.884105,0.21946
1.57975,0.3801
0.948198,0.22062
2.03817,0.47638
1.84923,0.73224
1.73874,0.80656
1.78669,0.6976
2.17199,0.82406
1.09208,0.43788
1.13333,0.40166
1.76714,0.70538
1.027,0.49682
1.69764,0.5652
0.879408,0.23912
1.78924,0.66706
0.89551,0.31702
0.835184,0.39314
1.80818,0.19338
1.9409,0.69398
0.83343,0.19236
0.953904,0.28094
0.902749,0.35552
1.78398,0.64524
2.72702,0.71622
1.41364,0.2758
5.80211,0.88796
0.899527,0.4331
1.80219,0.20384
1.83525,0.21306
1.77698,0.80068
0.894711,0.36618
1.93752,0.7976
0.902996,0.4786
1.8922,0.7117
1.42843,0.45646
3.05901,0.62112
1.87806,0.40316
0.898982,0.39978
1.43418,0.36896
1.12373,0.34016
1.79129,0.76978
1.94819,0.73266
0.840512,0.12842
1.78924,0.55078
1.07211,0.27866
1.41874,0.21372
1.12824,0.21768
1.43409,0.38426
2.13912,0.60902
0.942697,0.25414
0.839036,0.30128
1.89048,0.33064
1.75908,0.56168
1.85701,0.58338
1.8767,0.81242
1.42848,0.21042
1.03131,0.30674
1.72683,0.55086
1.08941,0.28558
1.12755,0.23002
2.00879,0.36796
0.828678,0.28642
0.968463,0.4781
0.941355,0.3018
1.39316,0.5924
1.70918,0.47614
1.67342,0.50606
0.894379,0.35594
2.15872,0.75018
1.70159,0.69928
1.364,0.53178
1.77765,0.69088
0.956205,0.25434
1.80262,0.51792
0.901968,0.35204
1.39129,0.58738
1.42923,0.43396
0.975536,0.39828
1.08972,0.47688
0.843305,0.47762
0.905587,0.38416
1.83187,0.44124
1.0622,0.19812
1.77564,0.67058
1.06304,0.20678
1.43663,0.30862
0.962865,0.2996
1.07188,0.27872
0.83409,0.46782
0.776469,0.41034
1.68044,0.57986
0.889593,0.1528
0.835,0.3673
1.42339,0.2306
1.8964,0.33078
1.09695,0.34156
1.90706,0.67308
0.777082,0.36304
0.945284,0.21148
1.7868,0.60732
2.02853,0.35456
2.37729,0.543
0.883692,0.27438
1.41556,0.25852
1.41697,0.29068
1.86213,0.54804
0.950031,0.26214
0.842607,0.3941
2.09378,0.6
1.87845,0.57762
2.77109,0.65012
1.14362,0.4219
2.10038,0.57498
1.08001,0.30806
1.54169,0.435
0.959497,0.30138
1.42782,0.33196
0.905587,0.3347
1.91134,0.77022
2.70745,0.61054
1.0354,0.31934
1.43493,0.39118
1.08887,0.36234
1.44227,0.44502
0.779672,0.29346
1.8005,0.55812
1.78191,0.8038
2.77185,0.90936
1.79416,0.5286
1.66486,0.50262
0.841755,0.12806
1.34778,0.29988
1.14551,0.4338
0.963537,0.3562
1.70699,0.6521
1.88653,0.76734
1.42999,0.21286
0.835184,0.3177
2.86558,0.57976
1.43123,0.47596
1.86913,0.40068
0.775441,0.40334
1.8721,0.71206
2.01339,0.48264
1.80103,0.79368
1.7029,0.53232
2.92698,0.73446
0.953712,0.2998
1.69325,0.41042
1.08879,0.16452
1.86374,0.15616
0.881469,0.258
1.8168,0.78338
2.75028,0.83352
1.75882,0.50346
1.57449,0.31172
1.84149,0.72854
1.84177,0.35486
1.89331,0.31784
2.36756,0.4602
1.81507,0.75546
0.776136,0.1125
0.840478,0.41554
1.74365,0.68206
1.75868,0.85332
1.90185,0.24434
2.9857,0.63082
0.943451,0.2301
0.942719,0.16862
1.9564,0.8073
2.75695,0.7041
1.87825,0.2126
0.909122,0.32998
2.38758,0.62672
0.967595,0.34428
1.88398,0.78424
1.02682,0.38342
1.08917,0.35816
4.20958,0.92562
4.17319,0.86022
1.79438,0.5883
1.7944,0.44814
2.39008,0.6386
2.40086,0.631
0.88138,0.16242
1.98553,0.69212
1.74863,0.77844
1.86913,0.35746
1.88016,0.5324
0.829802,0.35542
1.86449,0.6869
0.777415,0.4179
1.73997,0.84664
0.851404,0.51208
0.883621,0.16534
2.7347,0.85962
0.960379,0.32424
4.10854,0.92288
1.15183,0.37744
1.77765,0.71684
2.77157,0.76866
1.80087,0.7999
2.7687,0.92346
0.788192,0.51402
1.14805,0.3257
0.949443,0.23848
1.74875,0.1689
2.75062,0.89168
2.97284,0.62582
2.70352,0.83588
1.88555,0.53232
1.12147,0.26132
1.90414,0.41032
1.03046,0.50808
1.08816,0.4695
1.74871,0.81014
1.04461,0.51388
1.75852,0.84466
0.884567,0.29268
1.7028,0.68988
0.9488,0.19006
1.94962,0.80806
1.44508,0.52108
2.7218,0.70556
1.93013,0.39196
1.41238,0.2645
2.80722,0.81704
1.67012,0.37878
1.08762,0.36298
4.11824,0.89844
1.98351,0.51162
1.01685,0.29286
1.83035,0.49804
2.46291,0.54634
0.976882,0.4356
1.03478,0.45478
7.02087,0.99996
3.01971,0.75704
1.14151,0.46798
1.02936,0.3657
1.71437,0.73372
1.06661,0.15482
4.13828,0.489
1.74131,0.54514
1.97873,0.63572
4.0885,0.9144
1.74829,0.79482
1.53427,0.49112
1.85903,0.24026
0.837269,0.38678
1.71555,0.78484
0.953904,0.31548
1.89948,0.55006
1.70104,0.6685
2.74862,0.81412
0.888941,0.18882
1.93687,0.4975
0.91044,0.2861
0.841424,0.48062
1.96141,0.28714
1.09042,0.40866
2.42966,0.40918
1.87684,0.45578
1.9066,0.78102
1.15038,0.34034
1.95647,0.39284
1.8252,0.44654
0.892612,0.27568
1.74536,0.47074
1.41903,0.32572
2.7449,0.6145
1.01335,0.18054
1.72405,0.70626
1.36413,0.30446
1.58729,0.52344
1.726,0.59944
1.80701,0.47672
1.13377,0.23822
1.71089,0.38816
0.951365,0.32466
1.73269,0.71734
0.961919,0.43718
1.02727,0.45686
2.77621,0.83614
0.839458,0.2291
1.74863,0.8073
1.02296,0.35552
0.829802,0.15534
1.41643,0.29618
1.66197,0.34804
1.75859,0.84114
1.02801,0.47182
1.01542,0.19254
1.82842,0.57788
0.881469,0.24964
1.89208,0.38582
0.944315,0.21408
1.74641,0.52028
1.81966,0.37524
0.968128,0.1819
1.68461,0.4895
0.781676,0.32776
0.905198,0.38346
0.961919,0.38498
2.27722,0.67346
1.14383,0.4724
1.72783,0.53318
1.34778,0.29988
4.1609,0.90564
1.76727,0.7972
1.78658,0.45602
2.74139,0.85846
1.86647,0.22398
0.951869,0.30622
4.11855,0.88922
0.981349,0.4613
0.898935,0.3529
1.72291,0.7276
0.840846,0.36048
1.13807,0.36156
0.89577,0.20866
0.903893,0.41044
4.08365,0.92832
1.03519,0.48324
1.73311,0.43022
1.08994,0.41632
1.13928,0.2568
2.87333,0.73136
1.4046,0.24294
1.85662,0.5241
0.955232,0.38284
1.74874,0.79102
1.66704,0.43882
0.940499,0.24722
1.72566,0.58594
0.947908,0.30724
1.12982,0.1395
1.13216,0.3195
0.899052,0.20928
1.7114,0.69864
1.38621,0.5094
1.85112,0.65742
2.73461,0.8327
1.74825,0.1856
1.74507,0.65486
0.87589,0.22974
0.902117,0.2166
1.90414,0.5245
1.76616,0.58076
1.02613,0.40388
0.946497,0.3262
1.91622,0.5483
1.07813,0.38558
1.14154,0.43242
1.67971,0.61292
0.939658,0.19974
2.14493,0.2964
1.70693,0.57118
1.72094,0.54706
0.841342,0.16316
2.09034,0.55014
0.893404,0.23642
2.17203,0.79276
1.72354,0.26068
0.94858,0.3324
1.09038,0.4379
0.912467,0.50152
1.94388,0.64374
1.37527,0.476
0.895133,0.10802
2.72756,0.83892
4.06905,0.58402
0.94833,0.29198
0.840478,0.21078
0.942505,0.25068
1.69851,0.60742
0.902996,0.37868
1.42637,0.33188
0.898943,0.43188
0.968761,0.19828
1.02674,0.36792
1.89967,0.3929
1.01562,0.19412
1.9404,0.54886
4.09852,0.9207
1.58306,0.25316
0.831694,0.1534
1.96762,0.34682
0.886221,0.1652
1.853,0.67378
0.947466,0.327
2.77609,0.86672
2.38745,0.4678
0.900939,0.29274
1.71315,0.6642
1.36311,0.50914
0.836377,0.39476
0.836323,0.35704
1.88118,0.41922
0.938303,0.19148
0.85712,0.42404
2.0599,0.60884
3.01319,0.41392
0.840512,0.36174
2.13912,0.60958
0.782622,0.36182
1.03591,0.46858
0.840819,0.44158
1.85519,0.6581
0.847764,0.35876
0.834638,0.18978
4.05901,0.44186
1.88755,0.32108
1.08989,0.39756
2.71983,0.82522
0.892339,0.11746
1.74778,0.1872
1.08472,0.30212
0.938303,0.19756
1.72683,0.61874
0.878442,0.27126
2.78788,0.81484
1.69436,0.48374
0.841308,0.23034
2.14876,0.57852
2.7405,0.66458
4.1162,0.9068
1.8632,0.53078
1.07163,0.41578
0.853665,0.49274
2.90458,0.93802
2.15366,0.70748
1.14061,0.37854
1.853,0.67378
1.58724,0.45652
1.55229,0.49972
1.81697,0.36778
1.88998,0.82656
1.95923,0.81826
1.72683,0.40818
1.84169,0.60434
0.846485,0.3788
1.69633,0.57378
1.02087,0.32488
1.70489,0.7152
1.75919,0.60614
1.79788,0.54178
1.13839,0.22936
1.42698,0.45936
1.88195,0.44118
1.89208,0.4224
0.83817,0.39348
1.69009,0.48818
1.85389,0.29492
1.75715,0.25794
2.70657,0.64748
1.71034,0.69796
1.83349,0.19396
1.91025,0.55854
0.835501,0.34802
0.946962,0.31874
1.80236,0.45526
1.67129,0.44128
1.99642,0.26592
1.71672,0.55422
1.38621,0.49854
1.68026,0.1722
1.8971,0.82522
1.08574,0.43114
0.978858,0.4153
0.780536,0.3717
1.06843,0.13674
0.902939,0.4102
4.15579,0.8103
0.896148,0.41604
0.890529,0.33278
0.956255,0.4032
1.09174,0.18784
0.852554,0.48868
1.7415,0.71608
1.78402,0.71952
1.12811,0.17704
1.66466,0.50714
0.849152,0.43764
0.893404,0.31394
0.946075,0.33722
1.34778,0.32588
2.8992,0.91392
5.84971,0.65368
0.896148,0.2995
1.86009,0.54128
1.8005,0.26744
1.95984,0.34018
1.73999,0.60938
2.93948,0.58518
1.12735,0.352
1.5823,0.32506
1.38828,0.56022
2.87188,0.85982
1.9167,0.85062
1.96078,0.53834
1.72683,0.61874
1.70278,0.50908
1.74296,0.45748
2.85078,0.6682
1.94692,0.69728
1.72177,0.69004
1.9001,0.61588
0.943445,0.17588
0.948662,0.24116
0.898227,0.3181
1.13837,0.23482
0.837579,0.35056
1.74852,0.7814
1.88257,0.5686
0.837226,0.41312
1.85131,0.62592
3.34648,0.5752
1.74855,0.8346
1.814,0.57198
1.95389,0.77352
1.68255,0.5402
1.86095,0.79092
1.67865,0.55648
1.87944,0.68108
2.00955,0.78992
1.74854,0.75594
2.38527,0.63492
1.91667,0.86288
1.07066,0.26454
1.90076,0.68332
1.07526,0.3437
1.86762,0.6462
0.834555,0.32274
1.12317,0.24526
1.70289,0.55976
1.85958,0.57718
0.829003,0.34774
1.8323,0.35014
1.95943,0.65702
1.72177,0.7007
1.73382,0.68078
1.88653,0.76734
0.890437,0.2422
1.40821,0.3161
1.87577,0.7877
1.08394,0.2285
2.74637,0.74256
0.895486,0.2443
2.6231,0.5353
2.43832,0.46674
1.06477,0.31676
1.67954,0.54962
0.903885,0.34528
0.902084,0.44204
1.36311,0.50914
0.966464,0.33564
0.954741,0.43166
1.75943,0.71534
1.93803,0.70088
2.99145,0.70072
0.883444,0.2628
0.892612,0.30202
1.7245,0.32594
4.03412,0.85204
1.14537,0.44692
1.85655,0.37882
1.04149,0.35022
1.82569,0.581
1.43175,0.25474
1.84597,0.5087
0.970484,0.24984
0.906616,0.43432
1.71311,0.73816
1.75872,0.8874
1.35644,0.27376
1.71864,0.52254
0.848525,0.40284
0.95439,0.3415
1.72287,0.72212
1.9838,0.40736
1.82603,0.74626
1.5795,0.39794
0.824994,0.15994
1.71989,0.59748
2.81077,0.62672
0.856339,0.50018
1.87901,0.29434
1.02269,0.23956
0.89072,0.30284
4.12884,0.92392
1.74085,0.5376
1.77969,0.55064
2.42252,0.5703
2.24962,0.68308
1.69725,0.67328
1.72458,0.53132
1.42539,0.30654
1.69955,0.21614
1.75688,0.53668
0.958652,0.37544
1.79152,0.30238
1.92803,0.78868
0.89254,0.37026
1.65956,0.15762
0.902755,0.35374
2.03028,0.40858
2.74698,0.50156
1.5823,0.32506
2.74573,0.56262
1.67126,0.5511
1.71872,0.56882
1.75852,0.81262
0.902277,0.11298
1.81111,0.7543
4.07902,0.91848
1.73028,0.5697
1.15203,0.36886
0.836633,0.31916
1.42113,0.4904
0.897211,0.32616
1.08076,0.3777
1.43383,0.41714
1.71902,0.72448
1.70703,0.55622
1.6702,0.43084
1.13186,0.26038
1.41556,0.25852
1.6926,0.64584
1.70697,0.5754
1.03481,0.45376
1.80105,0.8582
1.14384,0.35112
1.88485,0.42474
1.08369,0.26972
0.827057,0.24374
1.73146,0.6665
1.75831,0.8338
1.88933,0.59066
0.946075,0.29244
1.04015,0.5503
1.75474,0.73172
1.69204,0.64422
0.840319,0.41028
0.853131,0.41618
1.71443,0.5355
1.1417,0.38554
0.774058,0.26932
4.01412,0.78192
1.02731,0.3652
1.6743,0.553
0.776566,0.43816
1.82599,0.61728
1.07224,0.18026
0.838319,0.4228
0.938667,0.20724
1.87272,0.58134
1.73091,0.50376
1.94326,0.25406
1.71413,0.43484
0.938667,0.26536
4.1289,0.9451
1.34836,0.3338
1.52454,0.29618
1.80109,0.86984
0.772933,0.23982
2.98915,0.74962
1.74012,0.74252
1.70695,0.49682
1.91515,0.56662
1.14039,0.239
4.05187,0.852
0.968376,0.34778
0.824994,0.15994
1.5764,0.3147
1.36923,0.43666
1.03581,0.38056
2.33436,0.69762
1.42698,0.329
1.01936,0.28488
1.97446,0.41278
1.99495,0.84704
1.13691,0.35638
0.843592,0.46412
0.939658,0.17896
1.92069,0.71098
1.73311,0.66326
1.42353,0.26568
1.51615,0.47794
2.05106,0.49694
2.41695,0.45816
1.73281,0.49736
0.89484,0.38978
1.83233,0.54248
1.88231,0.56662
4.09853,0.25052
1.84357,0.8295
1.73822,0.60046
1.51972,0.29724
1.74833,0.7676
4.07901,0.58758
1.97793,0.2502
4.02918,0.904
0.975341,0.23238
0.972573,0.15574
1.87411,0.67128
0.775441,0.3396
0.776136,0.1125
1.81548,0.1708
1.71421,0.4383
1.78398,0.64524
1.75463,0.6596
0.828181,0.23606
