EV_Value, Win_Rate
4.02926,0.9423
2.96606,0.51454
0.970763,0.3805
1.36007,0.30212
0.951571,0.43542
2.76169,0.80482
2.42944,0.58554
1.73853,0.80628
1.12663,0.32006
0.836078,0.46716
0.941128,0.24636
0.946929,0.18174
1.65629,0.50298
0.886315,0.27506
1.73855,0.81668
1.0884,0.47428
1.36149,0.37058
5.80938,0.97124
1.83539,0.35476
0.840589,0.4738
1.66505,0.35306
1.13562,0.4771
1.08469,0.34424
1.73265,0.74826
1.69725,0.6701
0.943363,0.30394
1.66372,0.52098
1.80097,0.53254
1.82659,0.2406
1.73867,0.29398
1.79374,0.25438
1.7064,0.44034
1.77196,0.56982
1.74972,0.47588
1.74127,0.87652
1.72902,0.75664
1.34555,0.28892
0.885063,0.3267
1.80113,0.8324
0.889313,0.17148
4.02883,0.90328
0.884969,0.20076
0.840211,0.26612
1.67033,0.52416
1.86997,0.41814
1.82727,0.42022
1.42107,0.33366
2.68206,0.58616
1.67971,0.59038
1.7749,0.57846
1.89721,0.41032
1.06477,0.31676
2.81636,0.8454
0.829802,0.35414
1.79735,0.51286
1.89708,0.6702
1.0627,0.21586
1.03884,0.46848
1.87255,0.37186
2.75282,0.8053
1.71429,0.7111
1.70855,0.53338
0.844229,0.41162
0.874817,0.19576
1.34681,0.3025
1.07579,0.2875
1.73855,0.81668
0.895933,0.4289
4.02915,0.90492
1.37376,0.49388
2.9622,0.47428
1.66475,0.62108
0.907375,0.51892
0.974004,0.3705
0.887339,0.37378
1.84021,0.64796
0.882593,0.29584
2.70047,0.54348
1.79374,0.5324
0.962292,0.23004
0.877414,0.18708
1.80095,0.78604
0.9551,0.45812
0.892378,0.3199
0.906429,0.5319
2.77089,0.57178
1.82308,0.17896
1.83961,0.74576
1.88627,0.5908
0.895933,0.4289
0.780536,0.31974
1.87269,0.4181
1.86872,0.75198
0.777698,0.1678
2.41762,0.54534
1.692,0.5839
0.941128,0.2536
0.851773,0.44272
0.903943,0.44076
0.781759,0.439
1.0309,0.48254
1.05982,0.22972
1.6743,0.553
0.775004,0.2737
1.34934,0.28698
0.9551,0.24292
1.73855,0.81668
1.82113,0.51446
0.971386,0.426
1.92054,0.39602
1.03905,0.38948
0.954423,0.21422
1.02859,0.25878
1.0303,0.4771
1.08213,0.21144
0.834054,0.40252
0.939526,0.28476
1.03895,0.49418
1.42698,0.41364
1.09426,0.45826
1.6735,0.47014
1.90359,0.5019
0.836323,0.17442
0.885937,0.24326
0.824028,0.25638
1.81842,0.71772
1.6607,0.4839
1.90204,0.35182
1.88748,0.76234
1.80094,0.35946
0.849715,0.52684
1.92063,0.6574
0.887133,0.2794
1.08869,0.38132
1.02951,0.51
1.80674,0.26708
0.888082,0.26598
1.87712,0.59548
1.88061,0.60134
0.839566,0.47052
1.80674,0.26708
1.36149,0.35382
0.905198,0.35172
1.03103,0.43914
1.75714,0.37992
0.938667,0.25174
0.835687,0.3306
1.71473,0.17948
1.74771,0.68606
1.04074,0.50946
0.897989,0.43726
0.781759,0.439
0.88725,0.35266
0.826759,0.18138
1.82759,0.354
1.6638,0.20928
0.936672,0.23892
1.67552,0.4913
1.08642,0.30964
2.41762,0.54534
1.70503,0.51906
1.07686,0.30954
1.72402,0.7915
1.74092,0.17976
1.80703,0.75328
2.86039,0.57462
0.788071,0.3948
1.75803,0.16924
1.34778,0.31302
1.67756,0.6347
1.65849,0.22518
1.74892,0.51904
1.85987,0.70948
0.955032,0.33724
1.89702,0.82578
1.7487,0.86992
1.06833,0.30436
1.74841,0.31136
1.67971,0.48942
4.16437,0.95836
0.887512,0.27074
0.901968,0.37436
1.06818,0.25622
1.8488,0.76072
0.906429,0.5319
1.86398,0.5493
0.884969,0.20312
1.94725,0.81814
0.898498,0.47206
2.0114,0.81174
1.90048,0.54746
1.51884,0.5215
1.96929,0.75102
1.57914,0.40662
2.75259,0.87188
1.82908,0.45192
1.02104,0.37576
1.03038,0.44968
0.939531,0.2222
1.70947,0.72946
1.02865,0.5043
2.70894,0.62954
0.888458,0.2837
2.30983,0.79698
3.04351,0.78846
0.900158,0.33774
2.72672,0.75702
1.50957,0.36942
2.68315,0.57672
2.74976,0.6082
1.73267,0.6491
1.88555,0.39006
1.78764,0.20852
0.834054,0.26982
1.36096,0.28088
2.75336,0.88628
1.86913,0.42436
0.945863,0.28598
0.882498,0.28758
1.81126,0.55352
0.903425,0.54004
4.11844,0.91652
1.79726,0.72326
1.41768,0.29998
1.73868,0.77422
0.898498,0.47206
0.838319,0.4228
2.00592,0.41534
0.953559,0.23532
1.68258,0.63332
0.969243,0.28892
0.936672,0.22976
1.07438,0.30922
0.975257,0.42412
1.71194,0.5643
1.68579,0.56446
1.87275,0.70212
1.6683,0.54828
2.40788,0.56666
1.74623,0.53848
2.74524,0.87792
1.52772,0.53598
0.837241,0.24832
0.955336,0.37574
0.95439,0.2911
1.01877,0.2636
0.841424,0.48062
1.66208,0.14866
0.944338,0.25468
1.74131,0.74518
1.80232,0.61956
1.03031,0.52366
1.75852,0.81262
1.8331,0.53274
1.50937,0.36106
0.838172,0.31836
0.840319,0.4404
0.83409,0.18716
1.02807,0.22456
0.829003,0.18102
1.878,0.77148
0.841458,0.16378
1.66802,0.3362
1.13343,0.3254
1.91689,0.71346
4.08268,0.89902
0.780536,0.40486
0.826759,0.23498
1.71594,0.52612
1.67857,0.59916
1.69087,0.64822
1.88142,0.69238
4.03946,0.94996
1.95401,0.3268
0.903777,0.39856
1.07431,0.41494
1.9069,0.84374
1.66403,0.16008
1.7288,0.79084
0.774244,0.32026
0.770868,0.20816
1.69491,0.712
1.78402,0.52468
0.949507,0.221
0.887512,0.28018
1.12639,0.33982
1.86377,0.61456
1.3601,0.5167
0.891892,0.25078
1.35821,0.27174
1.65849,0.48332
0.889478,0.32664
1.06732,0.27388
2.39396,0.68056
5.81491,0.97718
0.888458,0.27904
2.81077,0.59046
1.73863,0.7941
0.950161,0.29664
2.68742,0.5637
1.36149,0.35382
1.74841,0.8069
1.74867,0.82632
1.08705,0.34102
1.67642,0.55228
1.70542,0.53476
1.79269,0.83588
2.74976,0.7835
4.02888,0.9034
0.786765,0.44672
1.83001,0.58306
0.832567,0.36628
1.57872,0.4134
1.08655,0.26122
0.905668,0.31048
0.948269,0.35298
0.834238,0.2999
1.80095,0.78604
1.77283,0.74286
1.34681,0.32202
1.83817,0.54702
2.71808,0.67722
1.95784,0.5771
1.41364,0.3549
0.837241,0.24832
1.85117,0.76706
1.67523,0.53388
1.12727,0.3577
1.89705,0.79848
2.40822,0.53994
1.07431,0.41494
0.882917,0.21656
1.35296,0.45636
1.71317,0.37206
0.941128,0.24636
1.9169,0.8745
2.8517,0.72408
0.948643,0.23458
1.70331,0.73926
1.06755,0.19764
0.89176,0.40984
2.87028,0.55104
1.1466,0.37578
1.72284,0.54888
1.98319,0.28256
0.879497,0.248
1.74,0.80854
0.956934,0.2697
0.890621,0.37438
2.95093,0.5191
0.952071,0.4214
1.0425,0.47616
1.41934,0.5473
2.81636,0.8454
1.67223,0.25818
0.901138,0.34922
1.8816,0.46966
2.09378,0.62174
2.74369,0.76834
1.87444,0.39752
1.3674,0.43538
4.02888,0.9034
1.67642,0.55228
1.71399,0.51296
2.24011,0.5939
1.07778,0.25028
0.948269,0.26636
0.840168,0.40906
2.03639,0.52236
1.78552,0.85224
0.940491,0.29828
1.75714,0.559
4.02891,0.92404
2.41613,0.3339
1.03779,0.53882
4.03912,0.38832
0.890437,0.375
0.97993,0.48866
4.02869,0.88476
1.69729,0.71538
1.71433,0.73516
1.01989,0.21624
1.67253,0.52192
0.839304,0.41476
1.80076,0.81132
1.69729,0.71538
1.80097,0.53914
0.845402,0.48362
1.03223,0.52716
1.02276,0.37858
1.02353,0.21376
1.73128,0.69678
0.94858,0.28052
1.87243,0.4483
1.02555,0.17568
1.69491,0.31502
1.67311,0.61246
1.66391,0.5291
0.939526,0.28476
1.56753,0.31504
1.73269,0.73572
1.83116,0.72724
0.942505,0.24354
1.35821,0.27234
1.85363,0.69924
1.77064,0.77136
1.7622,0.72028
1.07123,0.31404
1.36149,0.2954
0.827235,0.15832
0.842684,0.1768
0.896148,0.2995
1.03712,0.54346
0.970893,0.39004
0.90893,0.4485
0.886289,0.34708
1.7477,0.1663
1.52458,0.41978
1.67223,0.40234
1.72154,0.80302
1.02837,0.44198
1.67844,0.43096
1.7069,0.69734
1.0258,0.36522
1.84407,0.37178
1.0303,0.4771
1.12094,0.21952
2.8727,0.82388
1.71684,0.56054
1.34778,0.31162
1.65849,0.22518
1.02727,0.45686
1.13279,0.27284
1.66919,0.5319
1.08347,0.46668
1.88005,0.76452
1.43409,0.44606
1.83817,0.54702
1.70871,0.48292
1.91208,0.34972
1.35644,0.39796
1.71285,0.56574
0.841683,0.42512
1.72041,0.7185
0.901037,0.42526
1.07878,0.331
0.842684,0.43324
1.39001,0.60428
1.07707,0.23748
1.67427,0.38404
1.07891,0.36602
1.86198,0.73648
0.844456,0.4229
1.90668,0.84816
1.9035,0.52676
1.88285,0.47492
0.837226,0.25912
1.7995,0.54722
1.66291,0.49946
2.70804,0.71296
1.02697,0.34438
1.41768,0.29998
1.36815,0.41306
1.51249,0.4409
0.836094,0.29728
1.37376,0.49388
1.12891,0.22384
0.890732,0.37588
0.777415,0.24634
0.836323,0.35808
0.835501,0.34802
1.9235,0.79272
1.82113,0.42224
0.903777,0.39856
1.82464,0.18328
1.8266,0.8063
1.88084,0.55656
2.77109,0.9153
1.70808,0.70802
1.71467,0.53728
1.57461,0.38186
1.96929,0.75102
1.67857,0.5793
0.94589,0.29678
2.72215,0.62254
1.89233,0.58282
0.88298,0.26704
1.83203,0.21466
0.836633,0.20914
0.949215,0.32836
1.13417,0.40936
2.41783,0.56196
1.91519,0.30708
2.23385,0.57268
1.881,0.59778
0.894187,0.32692
1.8402,0.59536
1.80097,0.53914
1.7486,0.82142
0.838224,0.39874
0.888462,0.14516
1.69423,0.47802
1.91683,0.88998
1.69142,0.60656
1.75859,0.8716
0.903695,0.37248
0.895319,0.37074
1.7473,0.67768
1.06636,0.16592
0.898828,0.18722
1.13588,0.31924
1.36209,0.38678
0.896348,0.3975
1.8234,0.61446
1.09504,0.36098
1.864,0.2634
1.65956,0.15762
1.02951,0.51
1.03243,0.50668
1.9476,0.25142
1.76005,0.535
1.67427,0.56858
1.12481,0.19908
0.902996,0.37332
1.70269,0.61272
0.902947,0.3018
2.10743,0.6682
1.9436,0.2217
1.73883,0.40028
1.57914,0.40662
1.83382,0.55196
1.92402,0.63892
1.72894,0.75056
2.39107,0.5029
0.879497,0.248
0.791894,0.44042
2.75483,0.80884
1.75843,0.83354
0.879497,0.22576
1.09295,0.40232
1.13213,0.3601
1.66513,0.4072
1.8839,0.7113
2.39735,0.70166
1.83196,0.5161
0.834824,0.39516
1.0721,0.42186
2.75282,0.8053
1.13176,0.30772
0.838363,0.3707
1.9087,0.7954
0.845402,0.48058
1.81454,0.31958
1.0425,0.47616
1.75229,0.30932
1.65629,0.2016
1.7271,0.54938
1.73267,0.68736
0.840211,0.47212
0.879497,0.22576
1.74008,0.73846
1.89698,0.77984
1.73147,0.70956
1.02678,0.23722
1.72291,0.75154
1.84353,0.19322
0.782428,0.20788
0.840168,0.30232
1.6607,0.43008
1.83353,0.4615
0.978218,0.3411
1.82802,0.2881
1.75864,0.86296
1.66188,0.3784
0.841391,0.43096
0.951571,0.43542
1.08254,0.26924
0.851607,0.50046
0.774244,0.3379
1.91767,0.61882
1.68473,0.41174
4.03934,0.94472
1.74852,0.82102
1.02198,0.20772
1.8914,0.41368
0.84124,0.27584
1.71985,0.72586
0.880662,0.17806
1.72169,0.78812
1.13421,0.42038
1.72134,0.54494
1.12819,0.19542
1.7303,0.6212
0.966727,0.24812
1.42238,0.41704
1.88555,0.39006
1.07866,0.30018
1.13331,0.40212
1.67129,0.44128
1.03059,0.49588
0.896148,0.3107
1.5064,0.32192
1.41903,0.32802
0.943445,0.28994
1.77784,0.65244
1.73645,0.68222
1.07826,0.20952
1.7995,0.22474
1.67662,0.57516
1.56738,0.36434
1.36149,0.35382
0.883945,0.3185
1.67967,0.49566
1.79102,0.82136
1.74263,0.5825
1.07088,0.20256
0.884969,0.20076
1.82202,0.62676
1.67253,0.51694
1.7068,0.58296
1.66923,0.50282
1.70219,0.74824
1.86696,0.54374
2.70047,0.54348
1.36298,0.47372
1.67841,0.56354
0.780536,0.39112
1.07511,0.42278
0.88725,0.35266
1.82629,0.38008
1.03884,0.46848
1.75809,0.59202
1.08481,0.38698
1.08353,0.4587
0.824994,0.24334
1.36503,0.48298
1.88074,0.55262
0.902277,0.39862
1.67311,0.61246
1.8026,0.84136
1.42539,0.4497
0.885158,0.29064
0.941128,0.2536
2.24011,0.5939
0.826759,0.18138
1.14218,0.49176
1.35296,0.2673
1.12427,0.20826
0.898828,0.18722
1.72058,0.32198
0.887339,0.2206
2.7651,0.90698
1.364,0.48016
1.89862,0.84632
2.82352,0.5716
1.02497,0.28028
1.08991,0.32696
1.78716,0.66156
0.968592,0.20052
0.850744,0.4225
1.06937,0.18934
0.905896,0.3668
1.03116,0.29464
1.92881,0.7897
2.71808,0.67722
1.35809,0.4993
0.826111,0.2175
1.90301,0.18878
0.839309,0.39628
0.897699,0.47142
0.844576,0.45598
1.71579,0.55592
1.12601,0.2401
1.03982,0.32656
1.81454,0.53198
1.759,0.17144
1.72685,0.61416
1.75579,0.23994
1.3601,0.491
1.79884,0.66488
2.80723,0.6214
1.02104,0.37576
0.901691,0.44996
4.03924,0.47298
0.971273,0.2318
1.75908,0.1818
0.949507,0.21644
1.71902,0.71062
1.71473,0.53812
0.841308,0.23034
1.41238,0.35096
0.84124,0.21424
1.01877,0.2636
1.80909,0.59154
1.77173,0.73922
1.34681,0.3154
2.14632,0.2984
1.03907,0.53294
1.02928,0.35016
2.76169,0.912
1.06304,0.18446
2.11705,0.30212
0.777415,0.24634
3.06944,0.72698
2.72913,0.68322
2.10567,0.51888
1.83745,0.56868
1.75567,0.50198
0.879408,0.26894
1.75123,0.33756
2.71141,0.85966
1.89885,0.75774
1.07675,0.42966
1.71023,0.71052
1.78764,0.53326
1.82416,0.70408
1.09507,0.52484
0.835,0.37402
1.08963,0.54664
1.72058,0.32228
0.829003,0.34588
4.05887,0.9016
1.02894,0.12064
1.72284,0.55074
1.95678,0.8487
1.09035,0.47862
1.02909,0.50874
1.03925,0.51606
1.66053,0.5208
0.879497,0.22576
1.35394,0.45458
1.76095,0.71766
2.71555,0.62204
1.12953,0.4275
1.90379,0.5413
0.885158,0.3375
1.08154,0.47006
1.89705,0.51656
1.80584,0.56128
0.840034,0.46946
1.90979,0.33774
1.03788,0.39894
0.97555,0.25414
1.12171,0.24732
1.88091,0.71012
0.905115,0.50582
1.8839,0.7113
1.13744,0.43068
1.97284,0.66916
1.69725,0.6701
0.949507,0.221
2.1472,0.6807
0.838142,0.23382
1.74892,0.58676
1.52414,0.4542
0.958652,0.3582
1.07224,0.35116
0.877414,0.24374
1.02018,0.2917
1.40821,0.31742
0.897984,0.47332
0.839499,0.43562
4.04168,0.8973
0.779867,0.41606
2.38123,0.61584
0.981896,0.51184
2.71467,0.63306
1.39001,0.52632
1.72495,0.54564
1.9143,0.70934
0.777415,0.24634
0.982046,0.49808
1.08245,0.27908
0.888005,0.26788
0.888356,0.30736
1.75345,0.61274
1.02178,0.26736
1.92878,0.77022
2.00422,0.3818
1.68174,0.54808
1.72891,0.7515
1.95649,0.6741
1.95039,0.5988
4.03863,0.1848
0.842646,0.43404
1.75345,0.39558
1.41238,0.3507
1.82452,0.77244
0.851525,0.31156
0.847414,0.40512
0.843132,0.2641
0.847425,0.29026
1.71248,0.17492
0.970893,0.47308
1.83141,0.45182
0.971386,0.426
1.83366,0.17222
1.90666,0.84268
1.8632,0.33114
1.81454,0.31958
2.10191,0.6687
0.894687,0.20634
1.35906,0.5453
1.75451,0.53768
1.76663,0.62578
2.74377,0.85004
1.67747,0.54446
1.82237,0.2867
2.72108,0.55196
1.07946,0.25112
1.71652,0.46334
1.42035,0.54382
1.83157,0.60686
0.901608,0.31704
1.74834,0.82726
1.09246,0.31018
0.941991,0.20164
1.692,0.5839
0.939921,0.25668
1.57868,0.44106
1.41088,0.30578
0.96772,0.18896
1.94875,0.5433
1.66931,0.63718
2.10743,0.68676
1.35727,0.49968
1.13713,0.36354
0.943772,0.224
1.74652,0.53882
1.74267,0.68296
2.39319,0.46204
1.76519,0.55626
0.838172,0.31836
0.840478,0.44152
1.713,0.36598
1.3601,0.4767
1.41481,0.2997
1.66197,0.34804
1.71304,0.7529
1.02613,0.40388
1.85568,0.25824
1.74092,0.47342
0.881628,0.26184
0.887133,0.3358
1.70812,0.6925
1.70542,0.53476
1.08452,0.14
1.53132,0.46232
1.83491,0.34086
0.903783,0.47436
2.98571,0.5556
0.840294,0.25174
0.969045,0.23664
2.72649,0.68338
1.78716,0.66156
0.842684,0.50582
1.8008,0.76726
1.88606,0.35332
1.90819,0.6948
1.09271,0.39638
1.02178,0.35972
3.01205,0.71992
0.831621,0.3708
1.82218,0.68108
1.03183,0.19858
2.47758,0.66992
1.80097,0.53254
1.94101,0.77136
0.852471,0.50072
1.40862,0.2514
1.6806,0.58398
0.954086,0.3911
2.35998,0.66056
1.77579,0.56434
2.81788,0.58552
1.98656,0.69572
0.893723,0.45128
1.98119,0.78216
1.7118,0.58238
1.57868,0.35248
1.06818,0.25622
1.72169,0.78812
1.83741,0.58336
1.77955,0.72278
0.788071,0.35716
1.94725,0.81814
1.68073,0.62132
1.87783,0.65618
1.6607,0.4839
1.73002,0.56996
2.77514,0.90298
2.39325,0.48422
1.95954,0.57106
4.04889,0.42652
1.03197,0.44952
2.43362,0.30486
2.09134,0.46168
1.09416,0.46488
0.880414,0.27858
