0.598156,0.81932
0.743758,0.89804
0.483846,0.57604
0.350145,0.434
0.336299,0.3458
0.382169,0.35716
0.423429,0.36488
0.433291,0.49032
0.319566,0.3234
0.486825,0.61916
0.329635,0.29112
0.428585,0.50396
0.306541,0.28416
0.473808,0.6332
0.304429,0.25124
0.349765,0.24596
0.427065,0.565
0.321104,0.282
0.329635,0.29112
0.597133,0.83724
0.323042,0.19376
0.428229,0.54524
0.564298,0.74484
0.371293,0.42912
0.353716,0.4422
0.342628,0.38996
0.381375,0.41228
0.330548,0.45156
0.352379,0.47068
0.36908,0.30632
0.640584,0.71448
0.564298,0.74484
0.410855,0.27284
0.521872,0.71772
0.427687,0.31644
0.431038,0.48136
0.336299,0.3458
0.70015,0.86576
0.42203,0.2616
0.45007,0.45792
0.794223,0.95868
0.573105,0.77712
0.461734,0.62748
0.535897,0.67676
0.441437,0.40784
0.424163,0.5368
0.330548,0.45156
0.600693,0.8136
0.402083,0.28236
0.465882,0.60352
0.577837,0.50096
0.478963,0.51644
0.70015,0.86576
0.452261,0.45088
0.457185,0.57416
0.558338,0.30828
0.534572,0.68476
0.427065,0.565
0.436366,0.37164
0.466397,0.5698
0.357165,0.47908
0.447285,0.3328
0.511152,0.63552
0.322396,0.30636
0.329436,0.2206
0.598086,0.79892
0.597133,0.83724
0.335051,0.37444
0.559582,0.6966
0.413036,0.29976
0.324183,0.35344
0.342628,0.38996
0.340971,0.38688
0.369433,0.50904
0.635097,0.80708
0.532823,0.68884
0.566856,0.75796
0.351047,0.43324
0.326921,0.36956
0.3777,0.31616
0.346428,0.25972
0.319919,0.42708
0.317302,0.28084
0.349135,0.25196
0.372774,0.5042
0.438446,0.39536
0.426503,0.52656
0.516102,0.66512
0.428021,0.3292
0.450211,0.49424
0.584756,0.84368
0.428229,0.5182
0.641346,0.7946
0.557167,0.76632
0.42072,0.40612
0.433291,0.49032
0.760229,0.90712
0.429038,0.37568
0.402575,0.33896
0.491851,0.41396
0.531729,0.7722
0.371481,0.24072
0.458257,0.45
0.559582,0.6966
0.598078,0.83224
0.381351,0.36328
0.506437,0.34392
0.504358,0.71328
0.432289,0.50244
0.413036,0.29976
0.599546,0.80188
0.4437,0.53732
0.301721,0.21404
0.325374,0.31488
0.505344,0.49496
0.519415,0.62648
0.380789,0.32492
0.509513,0.671
0.340417,0.21916
0.455969,0.53316
0.451419,0.19652
0.446713,0.5308
0.376593,0.36216
0.39342,0.54064
0.406826,0.39392
0.331488,0.3706
0.498688,0.59724
0.330582,0.37636
0.47904,0.63864
0.595779,0.6056
0.509803,0.66268
0.459267,0.6552
0.313778,0.21996
0.452452,0.31728
0.489988,0.63852
0.546527,0.8016
0.325155,0.39668
0.372774,0.5042
0.450216,0.54096
0.428021,0.3292
0.342442,0.47972
0.597011,0.8258
0.620968,0.597
0.324481,0.19036
0.467433,0.24796
0.626663,0.78224
0.613541,0.82108
0.54535,0.71856
0.366756,0.36776
0.447285,0.3328
0.433865,0.45516
0.374233,0.47908
0.453948,0.35584
0.336299,0.3458
0.451976,0.35144
0.336523,0.33356
0.349765,0.24596
0.634248,0.8004
0.337914,0.21384
0.379363,0.41656
0.576583,0.80128
0.613357,0.81416
0.573059,0.84796
0.354513,0.35348
0.344077,0.21596
0.304429,0.18572
0.736713,0.90432
0.312826,0.20744
0.439751,0.4656
0.336812,0.19072
0.347364,0.29664
0.423515,0.21164
0.554186,0.71388
0.584644,0.82632
0.407626,0.29928
0.429038,0.37568
0.344449,0.477
0.349204,0.42792
0.346175,0.4254
0.585847,0.83304
0.559505,0.7872
0.553454,0.79824
0.341382,0.21132
0.688351,0.89352
0.402083,0.28236
0.321574,0.20008
0.307688,0.22908
0.538644,0.7532
0.767792,0.75276
0.371493,0.33292
0.440208,0.58016
0.329436,0.20604
0.580099,0.77216
0.559582,0.6966
0.447994,0.52028
0.378458,0.4874
0.456954,0.60584
0.428064,0.3756
0.370482,0.51692
0.380874,0.29328
0.843298,0.893
0.316587,0.24864
0.578363,0.83044
0.355922,0.36012
0.587124,0.84756
0.601596,0.86432
0.343789,0.388
0.566856,0.5906
0.397403,0.36236
0.438446,0.41496
0.465723,0.33696
0.508525,0.69036
0.450216,0.54096
0.335269,0.28512
0.502042,0.74688
0.495924,0.66636
0.343912,0.44296
0.586082,0.79344
0.505667,0.5764
0.532966,0.69276
0.540515,0.6116
0.347156,0.47416
0.410855,0.27284
0.419728,0.48756
0.524527,0.70996
0.532856,0.69592
0.426656,0.51352
0.374233,0.47908
0.349321,0.33212
0.328442,0.39528
0.448558,0.52876
0.526622,0.6104
0.322254,0.2424
0.564504,0.83068
0.736946,0.94096
0.526801,0.68092
0.584787,0.78244
0.566856,0.75796
0.360931,0.32692
0.846448,0.97628
0.429481,0.51808
0.311991,0.21088
0.354652,0.45872
0.521872,0.71772
0.413234,0.31868
0.558385,0.34488
0.337973,0.43584
0.601596,0.83812
0.376593,0.36216
0.380345,0.43568
0.307743,0.29792
0.553454,0.79824
0.516102,0.66512
0.37904,0.3262
0.366756,0.36776
0.331304,0.32832
0.512284,0.58256
0.365826,0.22536
0.524527,0.70996
0.355163,0.34636
0.381375,0.41228
0.512284,0.58256
0.60081,0.80492
0.431174,0.53244
0.317938,0.285
0.633374,0.53884
0.46433,0.60596
0.569483,0.5398
0.322254,0.2424
0.354538,0.31804
0.684573,0.80416
0.324786,0.21112
0.413036,0.29976
0.509803,0.67408
0.386478,0.55172
0.462908,0.56152
0.736688,0.29636
