,class_id,day_week,time_day,Building,num_students,Friends
8838,126549,T,18.3,Mallinckrodt,100,0
8844,126555,T,19.3,Mallinckrodt,0,0
8851,126562,W,7.3,Mallinckrodt,0,0
8857,126568,W,8.3,Mallinckrodt,0,0
8863,126574,W,9.3,Mallinckrodt,0,0
8869,126580,W,10.3,Mallinckrodt,101,0
8875,126586,W,11.3,Mallinckrodt,19,0
8881,126592,W,12.3,Mallinckrodt,31,0
8887,126598,W,13.3,Mallinckrodt,111,0
8893,126604,W,14.3,Mallinckrodt,66,0
8899,126610,W,15.3,Mallinckrodt,66,0
8905,126616,W,16.3,Mallinckrodt,84,0
8911,126622,W,17.3,Mallinckrodt,18,0
8917,126628,W,18.3,Mallinckrodt,0,0
8923,126634,W,19.3,Mallinckrodt,0,0
8930,126641,H,7.3,Mallinckrodt,0,0
8936,126647,H,8.3,Mallinckrodt,21,0
8942,126653,H,9.3,Mallinckrodt,53,0
8948,126659,H,10.3,Mallinckrodt,83,0
8954,126665,H,11.3,Mallinckrodt,84,0
8960,126671,H,12.3,Mallinckrodt,84,0
8966,126677,H,13.3,Mallinckrodt,20,0
8972,126683,H,14.3,Mallinckrodt,15,0
8978,126689,H,15.3,Mallinckrodt,30,0
8984,126695,H,16.3,Mallinckrodt,34,0
8990,126701,H,17.3,Mallinckrodt,40,0
8996,126707,H,18.3,Mallinckrodt,40,0
9002,126713,H,19.3,Mallinckrodt,0,0
9009,126720,F,7.3,Mallinckrodt,0,0
9015,126726,F,8.3,Mallinckrodt,0,0
9021,126732,F,9.3,Mallinckrodt,0,0
9027,126738,F,10.3,Mallinckrodt,14,0
9033,126744,F,11.3,Mallinckrodt,14,0
9039,126750,F,12.3,Mallinckrodt,26,0
9045,126756,F,13.3,Mallinckrodt,53,0
9051,126762,F,14.3,Mallinckrodt,0,0
9057,126768,F,15.3,Mallinckrodt,7,0
9063,126774,F,16.3,Mallinckrodt,0,0
9069,126780,F,17.3,Mallinckrodt,0,0
9075,126786,F,18.3,Mallinckrodt,0,0
9081,126792,F,19.3,Mallinckrodt,0,0
9088,126799,M,7.3,McDonnell,0,0
9094,126805,M,8.3,McDonnell,26,0
9100,126811,M,9.3,McDonnell,102,0
9106,126817,M,10.3,McDonnell,25,0
9112,126823,M,11.3,McDonnell,0,0
9118,126829,M,12.3,McDonnell,0,0
9124,126835,M,13.3,McDonnell,321,0
9130,126841,M,14.3,McDonnell,52,0
9136,126847,M,15.3,McDonnell,52,0
9142,126853,M,16.3,McDonnell,52,0
9148,126859,M,17.3,McDonnell,26,0
9154,126865,M,18.3,McDonnell,26,0
9160,126871,M,19.3,McDonnell,23,0
9167,126878,T,7.3,McDonnell,0,0
9173,126884,T,8.3,McDonnell,29,0
9179,126890,T,9.3,McDonnell,33,0
9185,126896,T,10.3,McDonnell,136,0
9191,126902,T,11.3,McDonnell,128,0
9197,126908,T,12.3,McDonnell,128,0
9203,126914,T,13.3,McDonnell,153,0
9209,126920,T,14.3,McDonnell,61,0
9215,126926,T,15.3,McDonnell,67,0
9221,126932,T,16.3,McDonnell,56,0
9227,126938,T,17.3,McDonnell,6,0
9233,126944,T,18.3,McDonnell,0,0
9239,126950,T,19.3,McDonnell,0,0
9246,126957,W,7.3,McDonnell,0,0
9252,126963,W,8.3,McDonnell,26,0
9258,126969,W,9.3,McDonnell,26,0
9264,126975,W,10.3,McDonnell,125,0
9270,126981,W,11.3,McDonnell,70,0
9276,126987,W,12.3,McDonnell,70,0
9282,126993,W,13.3,McDonnell,321,0
9288,126999,W,14.3,McDonnell,41,0
9294,127005,W,15.3,McDonnell,41,0
9300,127011,W,16.3,McDonnell,51,0
9306,127017,W,17.3,McDonnell,25,0
9312,127023,W,18.3,McDonnell,25,0
9318,127029,W,19.3,McDonnell,0,0
9325,127036,H,7.3,McDonnell,0,0
9331,127042,H,8.3,McDonnell,29,0
9337,127048,H,9.3,McDonnell,29,0
9343,127054,H,10.3,McDonnell,136,0
9349,127060,H,11.3,McDonnell,128,0
9355,127066,H,12.3,McDonnell,128,0
9361,127072,H,13.3,McDonnell,153,0
9367,127078,H,14.3,McDonnell,61,0
9373,127084,H,15.3,McDonnell,61,0
9379,127090,H,16.3,McDonnell,50,0
9385,127096,H,17.3,McDonnell,0,0
9391,127102,H,18.3,McDonnell,0,0
9397,127108,H,19.3,McDonnell,0,0
9404,127115,F,7.3,McDonnell,0,0
9410,127121,F,8.3,McDonnell,0,0
9416,127127,F,9.3,McDonnell,76,0
9422,127133,F,10.3,McDonnell,100,0
9428,127139,F,11.3,McDonnell,0,0
9434,127145,F,12.3,McDonnell,0,0
9440,127151,F,13.3,McDonnell,0,0
9446,127157,F,14.3,McDonnell,0,0
9452,127163,F,15.3,McDonnell,0,0
9458,127169,F,16.3,McDonnell,0,0
9464,127175,F,17.3,McDonnell,0,0
9470,127181,F,18.3,McDonnell,0,0
9476,127187,F,19.3,McDonnell,0,0
9483,127194,M,7.3,McMillan,0,0
9489,127200,M,8.3,McMillan,0,0
9495,127206,M,9.3,McMillan,0,0
9501,127212,M,10.3,McMillan,0,0
9507,127218,M,11.3,McMillan,0,0
9513,127224,M,12.3,McMillan,0,0
9519,127230,M,13.3,McMillan,18,0
9525,127236,M,14.3,McMillan,0,0
9531,127242,M,15.3,McMillan,0,0
9537,127248,M,16.3,McMillan,204,0
9543,127254,M,17.3,McMillan,0,0
9549,127260,M,18.3,McMillan,0,0
9555,127266,M,19.3,McMillan,0,0
9562,127273,T,7.3,McMillan,0,0
9568,127279,T,8.3,McMillan,0,0
9574,127285,T,9.3,McMillan,0,0
9580,127291,T,10.3,McMillan,106,0
9586,127297,T,11.3,McMillan,38,0
9592,127303,T,12.3,McMillan,38,0
9598,127309,T,13.3,McMillan,0,0
9604,127315,T,14.3,McMillan,51,0
9610,127321,T,15.3,McMillan,51,0
9616,127327,T,16.3,McMillan,27,0
9622,127333,T,17.3,McMillan,0,0
9628,127339,T,18.3,McMillan,0,0
9634,127345,T,19.3,McMillan,0,0
9641,127352,W,7.3,McMillan,0,0
9647,127358,W,8.3,McMillan,21,0
9653,127364,W,9.3,McMillan,21,0
9659,127370,W,10.3,McMillan,21,0
9665,127376,W,11.3,McMillan,0,0
9671,127382,W,12.3,McMillan,0,0
9677,127388,W,13.3,McMillan,18,0
9683,127394,W,14.3,McMillan,0,0
9689,127400,W,15.3,McMillan,0,0
9695,127406,W,16.3,McMillan,204,0
9701,127412,W,17.3,McMillan,0,0
9707,127418,W,18.3,McMillan,83,0
9713,127424,W,19.3,McMillan,83,0
9720,127431,H,7.3,McMillan,0,0
9726,127437,H,8.3,McMillan,0,0
9732,127443,H,9.3,McMillan,0,0
9738,127449,H,10.3,McMillan,106,0
9744,127455,H,11.3,McMillan,38,0
9750,127461,H,12.3,McMillan,38,0
9756,127467,H,13.3,McMillan,0,0
9762,127473,H,14.3,McMillan,73,0
9768,127479,H,15.3,McMillan,73,0
9774,127485,H,16.3,McMillan,45,0
9780,127491,H,17.3,McMillan,0,0
9786,127497,H,18.3,McMillan,0,0
9792,127503,H,19.3,McMillan,0,0
9799,127510,F,7.3,McMillan,0,0
9805,127516,F,8.3,McMillan,0,0
9811,127522,F,9.3,McMillan,15,0
9817,127528,F,10.3,McMillan,15,0
9823,127534,F,11.3,McMillan,15,0
9829,127540,F,12.3,McMillan,0,0
9835,127546,F,13.3,McMillan,0,0
9841,127552,F,14.3,McMillan,0,0
9847,127558,F,15.3,McMillan,0,0
9853,127564,F,16.3,McMillan,0,0
9859,127570,F,17.3,McMillan,0,0
9865,127576,F,18.3,McMillan,0,0
9871,127582,F,19.3,McMillan,0,0
9878,127589,M,7.3,Rebstock,0,0
9884,127595,M,8.3,Rebstock,0,0
9890,127601,M,9.3,Rebstock,24,0
9896,127607,M,10.3,Rebstock,24,0
9902,127613,M,11.3,Rebstock,736,0
9908,127619,M,12.3,Rebstock,788,0
9914,127625,M,13.3,Rebstock,480,0
9920,127631,M,14.3,Rebstock,24,0
9926,127637,M,15.3,Rebstock,46,0
9932,127643,M,16.3,Rebstock,111,0
9938,127649,M,17.3,Rebstock,12,0
9944,127655,M,18.3,Rebstock,12,0
9950,127661,M,19.3,Rebstock,0,0
9957,127668,T,7.3,Rebstock,0,0
9963,127674,T,8.3,Rebstock,0,0
9969,127680,T,9.3,Rebstock,0,0
9975,127686,T,10.3,Rebstock,146,0
9981,127692,T,11.3,Rebstock,62,0
9987,127698,T,12.3,Rebstock,62,0
9993,127704,T,13.3,Rebstock,162,0
9999,127710,T,14.3,Rebstock,122,0
10005,127716,T,15.3,Rebstock,226,0
10011,127722,T,16.3,Rebstock,104,0
10017,127728,T,17.3,Rebstock,11,0
10023,127734,T,18.3,Rebstock,11,0
10029,127740,T,19.3,Rebstock,0,0
10036,127747,W,7.3,Rebstock,0,0
10042,127753,W,8.3,Rebstock,0,0
10048,127759,W,9.3,Rebstock,0,0
10054,127765,W,10.3,Rebstock,0,0
10060,127771,W,11.3,Rebstock,712,0
10066,127777,W,12.3,Rebstock,764,0
10072,127783,W,13.3,Rebstock,456,0
10078,127789,W,14.3,Rebstock,0,0
10084,127795,W,15.3,Rebstock,46,0
10090,127801,W,16.3,Rebstock,0,0
10096,127807,W,17.3,Rebstock,22,0
10102,127813,W,18.3,Rebstock,22,0
10108,127819,W,19.3,Rebstock,0,0
10115,127826,H,7.3,Rebstock,0,0
10121,127832,H,8.3,Rebstock,0,0
10127,127838,H,9.3,Rebstock,0,0
10133,127844,H,10.3,Rebstock,146,0
10139,127850,H,11.3,Rebstock,62,0
10145,127856,H,12.3,Rebstock,62,0
10151,127862,H,13.3,Rebstock,162,0
10157,127868,H,14.3,Rebstock,122,0
10163,127874,H,15.3,Rebstock,122,0
10169,127880,H,16.3,Rebstock,0,0
10175,127886,H,17.3,Rebstock,1,0
10181,127892,H,18.3,Rebstock,1,0
10187,127898,H,19.3,Rebstock,0,0
10194,127905,F,7.3,Rebstock,0,0
10200,127911,F,8.3,Rebstock,0,0
10206,127917,F,9.3,Rebstock,24,0
10212,127923,F,10.3,Rebstock,24,0
10218,127929,F,11.3,Rebstock,232,0
10224,127935,F,12.3,Rebstock,232,0
10230,127941,F,13.3,Rebstock,24,0
10236,127947,F,14.3,Rebstock,24,0
10242,127953,F,15.3,Rebstock,46,0
10248,127959,F,16.3,Rebstock,0,0
10254,127965,F,17.3,Rebstock,0,0
10260,127971,F,18.3,Rebstock,0,0
10266,127977,F,19.3,Rebstock,0,0
10273,127984,M,7.3,Ridgley,0,0
10279,127990,M,8.3,Ridgley,0,0
10285,127996,M,9.3,Ridgley,18,0
10291,128002,M,10.3,Ridgley,26,0
10297,128008,M,11.3,Ridgley,7,0
10303,128014,M,12.3,Ridgley,1,0
10309,128020,M,13.3,Ridgley,9,0
10315,128026,M,14.3,Ridgley,0,0
10321,128032,M,15.3,Ridgley,6,0
10327,128038,M,16.3,Ridgley,18,0
10333,128044,M,17.3,Ridgley,0,0
10339,128050,M,18.3,Ridgley,0,0
10345,128056,M,19.3,Ridgley,0,0
10352,128063,T,7.3,Ridgley,0,0
10358,128069,T,8.3,Ridgley,0,0
10364,128075,T,9.3,Ridgley,4,0
10370,128081,T,10.3,Ridgley,26,0
10376,128087,T,11.3,Ridgley,8,0
10382,128093,T,12.3,Ridgley,8,0
10388,128099,T,13.3,Ridgley,0,0
10394,128105,T,14.3,Ridgley,91,0
10400,128111,T,15.3,Ridgley,91,0
10406,128117,T,16.3,Ridgley,10,0
10412,128123,T,17.3,Ridgley,10,0
10418,128129,T,18.3,Ridgley,0,0
10424,128135,T,19.3,Ridgley,0,0
10431,128142,W,7.3,Ridgley,0,0
10437,128148,W,8.3,Ridgley,0,0
10443,128154,W,9.3,Ridgley,18,0
10449,128160,W,10.3,Ridgley,26,0
10455,128166,W,11.3,Ridgley,7,0
10461,128172,W,12.3,Ridgley,0,0
10467,128178,W,13.3,Ridgley,6,0
10473,128184,W,14.3,Ridgley,0,0
10479,128190,W,15.3,Ridgley,6,0
10485,128196,W,16.3,Ridgley,18,0
10491,128202,W,17.3,Ridgley,0,0
10497,128208,W,18.3,Ridgley,0,0
10503,128214,W,19.3,Ridgley,0,0
10510,128221,H,7.3,Ridgley,0,0
10516,128227,H,8.3,Ridgley,0,0
10522,128233,H,9.3,Ridgley,4,0
10528,128239,H,10.3,Ridgley,26,0
10534,128245,H,11.3,Ridgley,8,0
10540,128251,H,12.3,Ridgley,8,0
10546,128257,H,13.3,Ridgley,0,0
10552,128263,H,14.3,Ridgley,91,0
10558,128269,H,15.3,Ridgley,91,0
10564,128275,H,16.3,Ridgley,10,0
10570,128281,H,17.3,Ridgley,0,0
10576,128287,H,18.3,Ridgley,0,0
10582,128293,H,19.3,Ridgley,0,0
10589,128300,F,7.3,Ridgley,0,0
10595,128306,F,8.3,Ridgley,0,0
10601,128312,F,9.3,Ridgley,18,0
10607,128318,F,10.3,Ridgley,20,0
10613,128324,F,11.3,Ridgley,7,0
10619,128330,F,12.3,Ridgley,0,0
10625,128336,F,13.3,Ridgley,6,0
10631,128342,F,14.3,Ridgley,0,0
10637,128348,F,15.3,Ridgley,6,0
10643,128354,F,16.3,Ridgley,0,0
10649,128360,F,17.3,Ridgley,0,0
10655,128366,F,18.3,Ridgley,0,0
10661,128372,F,19.3,Ridgley,0,0
10668,128379,M,7.3,Rudolph,0,0
10674,128385,M,8.3,Rudolph,18,0
10680,128391,M,9.3,Rudolph,18,0
10686,128397,M,10.3,Rudolph,25,0
10692,128403,M,11.3,Rudolph,85,0
10698,128409,M,12.3,Rudolph,74,0
10704,128415,M,13.3,Rudolph,31,0
10710,128421,M,14.3,Rudolph,70,0
10716,128427,M,15.3,Rudolph,96,0
10722,128433,M,16.3,Rudolph,76,0
10728,128439,M,17.3,Rudolph,0,0
10734,128445,M,18.3,Rudolph,0,0
10740,128451,M,19.3,Rudolph,0,0
10747,128458,T,7.3,Rudolph,0,0
10753,128464,T,8.3,Rudolph,0,0
10759,128470,T,9.3,Rudolph,0,0
10765,128476,T,10.3,Rudolph,28,0
10771,128482,T,11.3,Rudolph,0,0
10777,128488,T,12.3,Rudolph,0,0
10783,128494,T,13.3,Rudolph,18,0
10789,128500,T,14.3,Rudolph,67,0
10795,128506,T,15.3,Rudolph,67,0
10801,128512,T,16.3,Rudolph,44,0
10807,128518,T,17.3,Rudolph,32,0
10813,128524,T,18.3,Rudolph,32,0
10819,128530,T,19.3,Rudolph,0,0
10826,128537,W,7.3,Rudolph,0,0
10832,128543,W,8.3,Rudolph,18,0
10838,128549,W,9.3,Rudolph,18,0
10844,128555,W,10.3,Rudolph,25,0
10850,128561,W,11.3,Rudolph,85,0
10856,128567,W,12.3,Rudolph,74,0
10862,128573,W,13.3,Rudolph,49,0
10868,128579,W,14.3,Rudolph,70,0
10874,128585,W,15.3,Rudolph,62,0
10880,128591,W,16.3,Rudolph,37,0
10886,128597,W,17.3,Rudolph,0,0
10892,128603,W,18.3,Rudolph,0,0
10898,128609,W,19.3,Rudolph,0,0
10905,128616,H,7.3,Rudolph,0,0
10911,128622,H,8.3,Rudolph,0,0
10917,128628,H,9.3,Rudolph,0,0
10923,128634,H,10.3,Rudolph,28,0
10929,128640,H,11.3,Rudolph,0,0
10935,128646,H,12.3,Rudolph,0,0
10941,128652,H,13.3,Rudolph,18,0
10947,128658,H,14.3,Rudolph,64,0
10953,128664,H,15.3,Rudolph,64,0
10959,128670,H,16.3,Rudolph,12,0
10965,128676,H,17.3,Rudolph,0,0
10971,128682,H,18.3,Rudolph,0,0
10977,128688,H,19.3,Rudolph,0,0
10984,128695,F,7.3,Rudolph,0,0
10990,128701,F,8.3,Rudolph,0,0
10996,128707,F,9.3,Rudolph,0,0
11002,128713,F,10.3,Rudolph,10,0
11008,128719,F,11.3,Rudolph,13,0
11014,128725,F,12.3,Rudolph,0,0
11020,128731,F,13.3,Rudolph,18,0
11026,128737,F,14.3,Rudolph,8,0
11032,128743,F,15.3,Rudolph,0,0
11038,128749,F,16.3,Rudolph,0,0
11044,128755,F,17.3,Rudolph,0,0
11050,128761,F,18.3,Rudolph,0,0
11056,128767,F,19.3,Rudolph,0,0
11063,128774,M,7.3,S40 Lien,0,0
11069,128780,M,8.3,S40 Lien,0,0
11075,128786,M,9.3,S40 Lien,0,0
11081,128792,M,10.3,S40 Lien,0,0
11087,128798,M,11.3,S40 Lien,0,0
11093,128804,M,12.3,S40 Lien,0,0
11099,128810,M,13.3,S40 Lien,0,0
11105,128816,M,14.3,S40 Lien,0,0
11111,128822,M,15.3,S40 Lien,0,0
11117,128828,M,16.3,S40 Lien,0,0
11123,128834,M,17.3,S40 Lien,0,0
11129,128840,M,18.3,S40 Lien,0,0
11135,128846,M,19.3,S40 Lien,0,0
11142,128853,T,7.3,S40 Lien,0,0
11148,128859,T,8.3,S40 Lien,0,0
11154,128865,T,9.3,S40 Lien,0,0
11160,128871,T,10.3,S40 Lien,0,0
11166,128877,T,11.3,S40 Lien,0,0
11172,128883,T,12.3,S40 Lien,0,0
11178,128889,T,13.3,S40 Lien,0,0
11184,128895,T,14.3,S40 Lien,0,0
11190,128901,T,15.3,S40 Lien,0,0
11196,128907,T,16.3,S40 Lien,2,0
11202,128913,T,17.3,S40 Lien,2,0
11208,128919,T,18.3,S40 Lien,0,0
11214,128925,T,19.3,S40 Lien,0,0
11221,128932,W,7.3,S40 Lien,0,0
11227,128938,W,8.3,S40 Lien,0,0
11233,128944,W,9.3,S40 Lien,0,0
11239,128950,W,10.3,S40 Lien,0,0
11245,128956,W,11.3,S40 Lien,0,0
11251,128962,W,12.3,S40 Lien,0,0
11257,128968,W,13.3,S40 Lien,0,0
11263,128974,W,14.3,S40 Lien,0,0
11269,128980,W,15.3,S40 Lien,0,0
11275,128986,W,16.3,S40 Lien,0,0
11281,128992,W,17.3,S40 Lien,0,0
11287,128998,W,18.3,S40 Lien,0,0
11293,129004,W,19.3,S40 Lien,0,0
11300,129011,H,7.3,S40 Lien,0,0
11306,129017,H,8.3,S40 Lien,0,0
11312,129023,H,9.3,S40 Lien,0,0
11318,129029,H,10.3,S40 Lien,0,0
11324,129035,H,11.3,S40 Lien,0,0
11330,129041,H,12.3,S40 Lien,0,0
11336,129047,H,13.3,S40 Lien,0,0
11342,129053,H,14.3,S40 Lien,0,0
11348,129059,H,15.3,S40 Lien,0,0
11354,129065,H,16.3,S40 Lien,8,0
11360,129071,H,17.3,S40 Lien,8,0
11366,129077,H,18.3,S40 Lien,0,0
11372,129083,H,19.3,S40 Lien,0,0
11379,129090,F,7.3,S40 Lien,0,0
11385,129096,F,8.3,S40 Lien,0,0
11391,129102,F,9.3,S40 Lien,0,0
11397,129108,F,10.3,S40 Lien,0,0
11403,129114,F,11.3,S40 Lien,0,0
11409,129120,F,12.3,S40 Lien,0,0
11415,129126,F,13.3,S40 Lien,0,0
11421,129132,F,14.3,S40 Lien,0,0
11427,129138,F,15.3,S40 Lien,0,0
11433,129144,F,16.3,S40 Lien,0,0
11439,129150,F,17.3,S40 Lien,0,0
11445,129156,F,18.3,S40 Lien,0,0
11451,129162,F,19.3,S40 Lien,0,0
11458,129169,M,7.3,Schnuck Pav,0,0
11464,129175,M,8.3,Schnuck Pav,0,0
11470,129181,M,9.3,Schnuck Pav,0,0
11476,129187,M,10.3,Schnuck Pav,0,0
11482,129193,M,11.3,Schnuck Pav,14,0
11488,129199,M,12.3,Schnuck Pav,14,0
11494,129205,M,13.3,Schnuck Pav,0,0
11500,129211,M,14.3,Schnuck Pav,0,0
11506,129217,M,15.3,Schnuck Pav,0,0
11512,129223,M,16.3,Schnuck Pav,0,0
11518,129229,M,17.3,Schnuck Pav,0,0
11524,129235,M,18.3,Schnuck Pav,0,0
11530,129241,M,19.3,Schnuck Pav,0,0
11537,129248,T,7.3,Schnuck Pav,0,0
11543,129254,T,8.3,Schnuck Pav,38,0
11549,129260,T,9.3,Schnuck Pav,38,0
11555,129266,T,10.3,Schnuck Pav,0,0
11561,129272,T,11.3,Schnuck Pav,0,0
11567,129278,T,12.3,Schnuck Pav,0,0
11573,129284,T,13.3,Schnuck Pav,24,0
11579,129290,T,14.3,Schnuck Pav,0,0
11585,129296,T,15.3,Schnuck Pav,0,0
11591,129302,T,16.3,Schnuck Pav,11,0
11597,129308,T,17.3,Schnuck Pav,0,0
11603,129314,T,18.3,Schnuck Pav,0,0
11609,129320,T,19.3,Schnuck Pav,0,0
11616,129327,W,7.3,Schnuck Pav,0,0
11622,129333,W,8.3,Schnuck Pav,0,0
11628,129339,W,9.3,Schnuck Pav,0,0
11634,129345,W,10.3,Schnuck Pav,0,0
11640,129351,W,11.3,Schnuck Pav,14,0
11646,129357,W,12.3,Schnuck Pav,14,0
11652,129363,W,13.3,Schnuck Pav,0,0
11658,129369,W,14.3,Schnuck Pav,0,0
11664,129375,W,15.3,Schnuck Pav,0,0
11670,129381,W,16.3,Schnuck Pav,19,0
11676,129387,W,17.3,Schnuck Pav,19,0
11682,129393,W,18.3,Schnuck Pav,19,0
11688,129399,W,19.3,Schnuck Pav,0,0
11695,129406,H,7.3,Schnuck Pav,0,0
11701,129412,H,8.3,Schnuck Pav,38,0
11707,129418,H,9.3,Schnuck Pav,38,0
11713,129424,H,10.3,Schnuck Pav,0,0
11719,129430,H,11.3,Schnuck Pav,0,0
11725,129436,H,12.3,Schnuck Pav,0,0
11731,129442,H,13.3,Schnuck Pav,24,0
11737,129448,H,14.3,Schnuck Pav,0,0
11743,129454,H,15.3,Schnuck Pav,0,0
11749,129460,H,16.3,Schnuck Pav,11,0
11755,129466,H,17.3,Schnuck Pav,0,0
11761,129472,H,18.3,Schnuck Pav,0,0
11767,129478,H,19.3,Schnuck Pav,0,0
11774,129485,F,7.3,Schnuck Pav,0,0
11780,129491,F,8.3,Schnuck Pav,0,0
11786,129497,F,9.3,Schnuck Pav,0,0
11792,129503,F,10.3,Schnuck Pav,0,0
11798,129509,F,11.3,Schnuck Pav,0,0
11804,129515,F,12.3,Schnuck Pav,0,0
11810,129521,F,13.3,Schnuck Pav,0,0
11816,129527,F,14.3,Schnuck Pav,0,0
11822,129533,F,15.3,Schnuck Pav,0,0
11828,129539,F,16.3,Schnuck Pav,0,0
11834,129545,F,17.3,Schnuck Pav,0,0
11840,129551,F,18.3,Schnuck Pav,0,0
11846,129557,F,19.3,Schnuck Pav,0,0
11853,129564,M,7.3,Seigle,0,0
11859,129570,M,8.3,Seigle,167,0
11865,129576,M,9.3,Seigle,223,0
11871,129582,M,10.3,Seigle,647,0
11877,129588,M,11.3,Seigle,114,0
11883,129594,M,12.3,Seigle,118,0
11889,129600,M,13.3,Seigle,184,0
11895,129606,M,14.3,Seigle,374,0
11901,129612,M,15.3,Seigle,392,0
11907,129618,M,16.3,Seigle,254,0
11913,129624,M,17.3,Seigle,86,0
11919,129630,M,18.3,Seigle,212,0
11925,129636,M,19.3,Seigle,150,0
11932,129643,T,7.3,Seigle,0,0
11938,129649,T,8.3,Seigle,49,0
11944,129655,T,9.3,Seigle,49,0
11950,129661,T,10.3,Seigle,247,0
11956,129667,T,11.3,Seigle,264,0
11962,129673,T,12.3,Seigle,264,0
11968,129679,T,13.3,Seigle,633,0
11974,129685,T,14.3,Seigle,287,0
11980,129691,T,15.3,Seigle,335,0
11986,129697,T,16.3,Seigle,411,0
11992,129703,T,17.3,Seigle,182,0
11998,129709,T,18.3,Seigle,134,0
12004,129715,T,19.3,Seigle,114,0
12011,129722,W,7.3,Seigle,0,0
12017,129728,W,8.3,Seigle,167,0
12023,129734,W,9.3,Seigle,223,0
12029,129740,W,10.3,Seigle,647,0
12035,129746,W,11.3,Seigle,150,0
12041,129752,W,12.3,Seigle,150,0
12047,129758,W,13.3,Seigle,200,0
12053,129764,W,14.3,Seigle,353,0
12059,129770,W,15.3,Seigle,404,0
12065,129776,W,16.3,Seigle,364,0
12071,129782,W,17.3,Seigle,213,0
12077,129788,W,18.3,Seigle,184,0
12083,129794,W,19.3,Seigle,0,0
12090,129801,H,7.3,Seigle,0,0
12096,129807,H,8.3,Seigle,49,0
12102,129813,H,9.3,Seigle,49,0
12108,129819,H,10.3,Seigle,253,0
12114,129825,H,11.3,Seigle,270,0
12120,129831,H,12.3,Seigle,264,0
12126,129837,H,13.3,Seigle,622,0
12132,129843,H,14.3,Seigle,264,0
12138,129849,H,15.3,Seigle,302,0
12144,129855,H,16.3,Seigle,406,0
12150,129861,H,17.3,Seigle,228,0
12156,129867,H,18.3,Seigle,190,0
12162,129873,H,19.3,Seigle,0,0
12169,129880,F,7.3,Seigle,0,0
12175,129886,F,8.3,Seigle,23,0
12181,129892,F,9.3,Seigle,79,0
12187,129898,F,10.3,Seigle,43,0
12193,129904,F,11.3,Seigle,105,0
12199,129910,F,12.3,Seigle,58,0
12205,129916,F,13.3,Seigle,76,0
12211,129922,F,14.3,Seigle,21,0
12217,129928,F,15.3,Seigle,117,0
12223,129934,F,16.3,Seigle,0,0
12229,129940,F,17.3,Seigle,0,0
12235,129946,F,18.3,Seigle,0,0
12241,129952,F,19.3,Seigle,0,0
12248,129959,M,7.3,Sever,0,0
12254,129965,M,8.3,Sever,0,0
12260,129971,M,9.3,Sever,24,0
12266,129977,M,10.3,Sever,18,0
12272,129983,M,11.3,Sever,0,0
12278,129989,M,12.3,Sever,0,0
12284,129995,M,13.3,Sever,0,0
12290,130001,M,14.3,Sever,17,0
12296,130007,M,15.3,Sever,32,0
12302,130013,M,16.3,Sever,0,0
12308,130019,M,17.3,Sever,0,0
12314,130025,M,18.3,Sever,0,0
12320,130031,M,19.3,Sever,0,0
12327,130038,T,7.3,Sever,0,0
12333,130044,T,8.3,Sever,0,0
12339,130050,T,9.3,Sever,24,0
12345,130056,T,10.3,Sever,12,0
12351,130062,T,11.3,Sever,3,0
12357,130068,T,12.3,Sever,3,0
12363,130074,T,13.3,Sever,0,0
12369,130080,T,14.3,Sever,46,0
12375,130086,T,15.3,Sever,46,0
12381,130092,T,16.3,Sever,18,0
12387,130098,T,17.3,Sever,18,0
12393,130104,T,18.3,Sever,0,0
12399,130110,T,19.3,Sever,0,0
12406,130117,W,7.3,Sever,0,0
12412,130123,W,8.3,Sever,0,0
12418,130129,W,9.3,Sever,24,0
12424,130135,W,10.3,Sever,18,0
12430,130141,W,11.3,Sever,0,0
12436,130147,W,12.3,Sever,0,0
12442,130153,W,13.3,Sever,0,0
12448,130159,W,14.3,Sever,17,0
12454,130165,W,15.3,Sever,27,0
12460,130171,W,16.3,Sever,10,0
12466,130177,W,17.3,Sever,0,0
12472,130183,W,18.3,Sever,0,0
12478,130189,W,19.3,Sever,0,0
12485,130196,H,7.3,Sever,0,0
12491,130202,H,8.3,Sever,0,0
12497,130208,H,9.3,Sever,24,0
12503,130214,H,10.3,Sever,12,0
12509,130220,H,11.3,Sever,3,0
12515,130226,H,12.3,Sever,3,0
12521,130232,H,13.3,Sever,0,0
12527,130238,H,14.3,Sever,46,0
12533,130244,H,15.3,Sever,46,0
12539,130250,H,16.3,Sever,0,0
12545,130256,H,17.3,Sever,0,0
12551,130262,H,18.3,Sever,0,0
12557,130268,H,19.3,Sever,0,0
12564,130275,F,7.3,Sever,0,0
12570,130281,F,8.3,Sever,0,0
12576,130287,F,9.3,Sever,0,0
12582,130293,F,10.3,Sever,0,0
12588,130299,F,11.3,Sever,0,0
12594,130305,F,12.3,Sever,0,0
12600,130311,F,13.3,Sever,6,0
12606,130317,F,14.3,Sever,0,0
12612,130323,F,15.3,Sever,38,0
12618,130329,F,16.3,Sever,0,0
12624,130335,F,17.3,Sever,0,0
12630,130341,F,18.3,Sever,0,0
12636,130347,F,19.3,Sever,0,0
12643,130354,M,7.3,Simon,0,0
12649,130360,M,8.3,Simon,61,0
12655,130366,M,9.3,Simon,237,0
12661,130372,M,10.3,Simon,334,0
