,class_id,day_week,time_day,Building,num_students,Friends
1105,118816,H,20.0,Bauer,235,0
1106,118817,F,7.0,Bauer,0,0
1112,118823,F,8.0,Bauer,0,0
1118,118829,F,9.0,Bauer,32,0
1124,118835,F,10.0,Bauer,243,0
1130,118841,F,11.0,Bauer,243,0
1136,118847,F,12.0,Bauer,222,0
1142,118853,F,13.0,Bauer,64,0
1148,118859,F,14.0,Bauer,64,0
1154,118865,F,15.0,Bauer,76,0
1160,118871,F,16.0,Bauer,55,0
1166,118877,F,17.0,Bauer,55,0
1172,118883,F,18.0,Bauer,32,0
1178,118889,F,19.0,Bauer,32,0
1184,118895,F,20.0,Bauer,32,0
1185,118896,M,7.0,Bixby,0,0
1191,118902,M,8.0,Bixby,0,0
1197,118908,M,9.0,Bixby,129,0
1203,118914,M,10.0,Bixby,129,0
1209,118920,M,11.0,Bixby,129,0
1215,118926,M,12.0,Bixby,23,0
1221,118932,M,13.0,Bixby,208,0
1227,118938,M,14.0,Bixby,208,0
1233,118944,M,15.0,Bixby,208,0
1239,118950,M,16.0,Bixby,0,0
1245,118956,M,17.0,Bixby,10,0
1251,118962,M,18.0,Bixby,10,0
1257,118968,M,19.0,Bixby,10,0
1263,118974,M,20.0,Bixby,0,0
1264,118975,T,7.0,Bixby,0,0
1270,118981,T,8.0,Bixby,0,0
1276,118987,T,9.0,Bixby,55,0
1282,118993,T,10.0,Bixby,55,0
1288,118999,T,11.0,Bixby,55,0
1294,119005,T,12.0,Bixby,0,0
1300,119011,T,13.0,Bixby,150,0
1306,119017,T,14.0,Bixby,150,0
1312,119023,T,15.0,Bixby,150,0
1318,119029,T,16.0,Bixby,0,0
1324,119035,T,17.0,Bixby,42,0
1330,119041,T,18.0,Bixby,42,0
1336,119047,T,19.0,Bixby,42,0
1342,119053,T,20.0,Bixby,0,0
1343,119054,W,7.0,Bixby,0,0
1349,119060,W,8.0,Bixby,0,0
1355,119066,W,9.0,Bixby,129,0
1361,119072,W,10.0,Bixby,129,0
1367,119078,W,11.0,Bixby,129,0
1373,119084,W,12.0,Bixby,23,0
1379,119090,W,13.0,Bixby,208,0
1385,119096,W,14.0,Bixby,208,0
1391,119102,W,15.0,Bixby,208,0
1397,119108,W,16.0,Bixby,0,0
1403,119114,W,17.0,Bixby,10,0
1409,119120,W,18.0,Bixby,10,0
1415,119126,W,19.0,Bixby,10,0
1421,119132,W,20.0,Bixby,0,0
1422,119133,H,7.0,Bixby,0,0
1428,119139,H,8.0,Bixby,0,0
1434,119145,H,9.0,Bixby,55,0
1440,119151,H,10.0,Bixby,55,0
1446,119157,H,11.0,Bixby,55,0
1452,119163,H,12.0,Bixby,0,0
1458,119169,H,13.0,Bixby,150,0
1464,119175,H,14.0,Bixby,150,0
1470,119181,H,15.0,Bixby,150,0
1476,119187,H,16.0,Bixby,0,0
1482,119193,H,17.0,Bixby,42,0
1488,119199,H,18.0,Bixby,42,0
1494,119205,H,19.0,Bixby,42,0
1500,119211,H,20.0,Bixby,0,0
1501,119212,F,7.0,Bixby,0,0
1507,119218,F,8.0,Bixby,0,0
1513,119224,F,9.0,Bixby,0,0
1519,119230,F,10.0,Bixby,0,0
1525,119236,F,11.0,Bixby,0,0
1531,119242,F,12.0,Bixby,0,0
1537,119248,F,13.0,Bixby,0,0
1543,119254,F,14.0,Bixby,0,0
1549,119260,F,15.0,Bixby,0,0
1555,119266,F,16.0,Bixby,0,0
1561,119272,F,17.0,Bixby,0,0
1567,119278,F,18.0,Bixby,0,0
1573,119284,F,19.0,Bixby,0,0
1579,119290,F,20.0,Bixby,0,0
1580,119291,M,7.0,Brauer Hall,0,0
1586,119297,M,8.0,Brauer Hall,0,0
1592,119303,M,9.0,Brauer Hall,0,0
1598,119309,M,10.0,Brauer Hall,35,0
1604,119315,M,11.0,Brauer Hall,35,0
1610,119321,M,12.0,Brauer Hall,56,0
1616,119327,M,13.0,Brauer Hall,50,0
1622,119333,M,14.0,Brauer Hall,0,0
1628,119339,M,15.0,Brauer Hall,0,0
1634,119345,M,16.0,Brauer Hall,0,0
1640,119351,M,17.0,Brauer Hall,0,0
1646,119357,M,18.0,Brauer Hall,0,0
1652,119363,M,19.0,Brauer Hall,0,0
1658,119369,M,20.0,Brauer Hall,0,0
1659,119370,T,7.0,Brauer Hall,0,0
1665,119376,T,8.0,Brauer Hall,0,0
1671,119382,T,9.0,Brauer Hall,0,0
1677,119388,T,10.0,Brauer Hall,56,0
1683,119394,T,11.0,Brauer Hall,56,0
1689,119400,T,12.0,Brauer Hall,23,0
1695,119406,T,13.0,Brauer Hall,39,0
1701,119412,T,14.0,Brauer Hall,39,0
1707,119418,T,15.0,Brauer Hall,33,0
1713,119424,T,16.0,Brauer Hall,0,0
1719,119430,T,17.0,Brauer Hall,0,0
1725,119436,T,18.0,Brauer Hall,5,0
1731,119442,T,19.0,Brauer Hall,5,0
1737,119448,T,20.0,Brauer Hall,5,0
1738,119449,W,7.0,Brauer Hall,0,0
1744,119455,W,8.0,Brauer Hall,0,0
1750,119461,W,9.0,Brauer Hall,0,0
1756,119467,W,10.0,Brauer Hall,35,0
1762,119473,W,11.0,Brauer Hall,35,0
1768,119479,W,12.0,Brauer Hall,56,0
1774,119485,W,13.0,Brauer Hall,0,0
1780,119491,W,14.0,Brauer Hall,0,0
1786,119497,W,15.0,Brauer Hall,0,0
1792,119503,W,16.0,Brauer Hall,0,0
1798,119509,W,17.0,Brauer Hall,0,0
1804,119515,W,18.0,Brauer Hall,0,0
1810,119521,W,19.0,Brauer Hall,0,0
1816,119527,W,20.0,Brauer Hall,0,0
1817,119528,H,7.0,Brauer Hall,0,0
1823,119534,H,8.0,Brauer Hall,0,0
1829,119540,H,9.0,Brauer Hall,21,0
1835,119546,H,10.0,Brauer Hall,77,0
1841,119552,H,11.0,Brauer Hall,77,0
1847,119558,H,12.0,Brauer Hall,23,0
1853,119564,H,13.0,Brauer Hall,39,0
1859,119570,H,14.0,Brauer Hall,39,0
1865,119576,H,15.0,Brauer Hall,116,0
1871,119582,H,16.0,Brauer Hall,0,0
1877,119588,H,17.0,Brauer Hall,0,0
1883,119594,H,18.0,Brauer Hall,7,0
1889,119600,H,19.0,Brauer Hall,7,0
1895,119606,H,20.0,Brauer Hall,7,0
1896,119607,F,7.0,Brauer Hall,0,0
1902,119613,F,8.0,Brauer Hall,0,0
1908,119619,F,9.0,Brauer Hall,0,0
1914,119625,F,10.0,Brauer Hall,0,0
1920,119631,F,11.0,Brauer Hall,0,0
1926,119637,F,12.0,Brauer Hall,0,0
1932,119643,F,13.0,Brauer Hall,0,0
1938,119649,F,14.0,Brauer Hall,0,0
1944,119655,F,15.0,Brauer Hall,0,0
1950,119661,F,16.0,Brauer Hall,0,0
1956,119667,F,17.0,Brauer Hall,0,0
1962,119673,F,18.0,Brauer Hall,0,0
1968,119679,F,19.0,Brauer Hall,0,0
1974,119685,F,20.0,Brauer Hall,0,0
1975,119686,M,7.0,Brown,0,0
1981,119692,M,8.0,Brown,0,0
1987,119698,M,9.0,Brown,297,0
1993,119704,M,10.0,Brown,237,0
1999,119710,M,11.0,Brown,54,0
2005,119716,M,12.0,Brown,121,0
2011,119722,M,13.0,Brown,0,0
2017,119728,M,14.0,Brown,0,0
2023,119734,M,15.0,Brown,430,0
2029,119740,M,16.0,Brown,55,0
2035,119746,M,17.0,Brown,55,0
2041,119752,M,18.0,Brown,20,0
2047,119758,M,19.0,Brown,0,0
2053,119764,M,20.0,Brown,0,0
2054,119765,T,7.0,Brown,0,0
2060,119771,T,8.0,Brown,0,0
2066,119777,T,9.0,Brown,0,0
2072,119783,T,10.0,Brown,248,0
2078,119789,T,11.0,Brown,248,0
2084,119795,T,12.0,Brown,0,0
2090,119801,T,13.0,Brown,84,0
2096,119807,T,14.0,Brown,84,0
2102,119813,T,15.0,Brown,42,0
2108,119819,T,16.0,Brown,50,0
2114,119825,T,17.0,Brown,50,0
2120,119831,T,18.0,Brown,40,0
2126,119837,T,19.0,Brown,28,0
2132,119843,T,20.0,Brown,28,0
2133,119844,W,7.0,Brown,0,0
2139,119850,W,8.0,Brown,0,0
2145,119856,W,9.0,Brown,297,0
2151,119862,W,10.0,Brown,237,0
2157,119868,W,11.0,Brown,54,0
2163,119874,W,12.0,Brown,0,0
2169,119880,W,13.0,Brown,0,0
2175,119886,W,14.0,Brown,0,0
2181,119892,W,15.0,Brown,430,0
2187,119898,W,16.0,Brown,35,0
2193,119904,W,17.0,Brown,35,0
2199,119910,W,18.0,Brown,0,0
2205,119916,W,19.0,Brown,116,0
2211,119922,W,20.0,Brown,116,0
2212,119923,H,7.0,Brown,0,0
2218,119929,H,8.0,Brown,0,0
2224,119935,H,9.0,Brown,0,0
2230,119941,H,10.0,Brown,248,0
2236,119947,H,11.0,Brown,248,0
2242,119953,H,12.0,Brown,0,0
2248,119959,H,13.0,Brown,84,0
2254,119965,H,14.0,Brown,84,0
2260,119971,H,15.0,Brown,42,0
2266,119977,H,16.0,Brown,46,0
2272,119983,H,17.0,Brown,46,0
2278,119989,H,18.0,Brown,36,0
2284,119995,H,19.0,Brown,0,0
2290,120001,H,20.0,Brown,0,0
2291,120002,F,7.0,Brown,0,0
2297,120008,F,8.0,Brown,0,0
2303,120014,F,9.0,Brown,297,0
2309,120020,F,10.0,Brown,237,0
2315,120026,F,11.0,Brown,54,0
2321,120032,F,12.0,Brown,0,0
2327,120038,F,13.0,Brown,0,0
2333,120044,F,14.0,Brown,0,0
2339,120050,F,15.0,Brown,430,0
2345,120056,F,16.0,Brown,0,0
2351,120062,F,17.0,Brown,0,0
2357,120068,F,18.0,Brown,0,0
2363,120074,F,19.0,Brown,0,0
2369,120080,F,20.0,Brown,0,0
2370,120081,M,7.0,Busch,0,0
2376,120087,M,8.0,Busch,0,0
2382,120093,M,9.0,Busch,52,0
2388,120099,M,10.0,Busch,133,0
2394,120105,M,11.0,Busch,0,0
2400,120111,M,12.0,Busch,552,0
2406,120117,M,13.0,Busch,0,0
2412,120123,M,14.0,Busch,82,0
2418,120129,M,15.0,Busch,188,0
2424,120135,M,16.0,Busch,0,0
2430,120141,M,17.0,Busch,0,0
2436,120147,M,18.0,Busch,162,0
2442,120153,M,19.0,Busch,162,0
2448,120159,M,20.0,Busch,28,0
2449,120160,T,7.0,Busch,0,0
2455,120166,T,8.0,Busch,0,0
2461,120172,T,9.0,Busch,0,0
2467,120178,T,10.0,Busch,147,0
2473,120184,T,11.0,Busch,134,0
2479,120190,T,12.0,Busch,10,0
2485,120196,T,13.0,Busch,88,0
2491,120202,T,14.0,Busch,88,0
2497,120208,T,15.0,Busch,11,0
2503,120214,T,16.0,Busch,25,0
2509,120220,T,17.0,Busch,25,0
2515,120226,T,18.0,Busch,0,0
2521,120232,T,19.0,Busch,67,0
2527,120238,T,20.0,Busch,67,0
2528,120239,W,7.0,Busch,0,0
2534,120245,W,8.0,Busch,0,0
2540,120251,W,9.0,Busch,52,0
2546,120257,W,10.0,Busch,133,0
2552,120263,W,11.0,Busch,0,0
2558,120269,W,12.0,Busch,552,0
2564,120275,W,13.0,Busch,0,0
2570,120281,W,14.0,Busch,82,0
2576,120287,W,15.0,Busch,214,0
2582,120293,W,16.0,Busch,32,0
2588,120299,W,17.0,Busch,32,0
2594,120305,W,18.0,Busch,134,0
2600,120311,W,19.0,Busch,134,0
2606,120317,W,20.0,Busch,0,0
2607,120318,H,7.0,Busch,0,0
2613,120324,H,8.0,Busch,0,0
2619,120330,H,9.0,Busch,0,0
2625,120336,H,10.0,Busch,147,0
2631,120342,H,11.0,Busch,134,0
2637,120348,H,12.0,Busch,10,0
2643,120354,H,13.0,Busch,88,0
2649,120360,H,14.0,Busch,88,0
2655,120366,H,15.0,Busch,11,0
2661,120372,H,16.0,Busch,25,0
2667,120378,H,17.0,Busch,25,0
2673,120384,H,18.0,Busch,0,0
2679,120390,H,19.0,Busch,10,0
2685,120396,H,20.0,Busch,10,0
2686,120397,F,7.0,Busch,0,0
2692,120403,F,8.0,Busch,0,0
2698,120409,F,9.0,Busch,52,0
2704,120415,F,10.0,Busch,13,0
2710,120421,F,11.0,Busch,97,0
2716,120427,F,12.0,Busch,0,0
2722,120433,F,13.0,Busch,5,0
2728,120439,F,14.0,Busch,87,0
2734,120445,F,15.0,Busch,0,0
2740,120451,F,16.0,Busch,0,0
2746,120457,F,17.0,Busch,0,0
2752,120463,F,18.0,Busch,0,0
2758,120469,F,19.0,Busch,0,0
2764,120475,F,20.0,Busch,0,0
2765,120476,M,7.0,Busch Lab,0,0
2771,120482,M,8.0,Busch Lab,0,0
2777,120488,M,9.0,Busch Lab,0,0
2783,120494,M,10.0,Busch Lab,0,0
2789,120500,M,11.0,Busch Lab,0,0
2795,120506,M,12.0,Busch Lab,0,0
2801,120512,M,13.0,Busch Lab,0,0
2807,120518,M,14.0,Busch Lab,0,0
2813,120524,M,15.0,Busch Lab,0,0
2819,120530,M,16.0,Busch Lab,0,0
2825,120536,M,17.0,Busch Lab,0,0
2831,120542,M,18.0,Busch Lab,0,0
2837,120548,M,19.0,Busch Lab,0,0
2843,120554,M,20.0,Busch Lab,0,0
2844,120555,T,7.0,Busch Lab,0,0
2850,120561,T,8.0,Busch Lab,0,0
2856,120567,T,9.0,Busch Lab,0,0
2862,120573,T,10.0,Busch Lab,0,0
2868,120579,T,11.0,Busch Lab,0,0
2874,120585,T,12.0,Busch Lab,0,0
2880,120591,T,13.0,Busch Lab,0,0
2886,120597,T,14.0,Busch Lab,0,0
2892,120603,T,15.0,Busch Lab,0,0
2898,120609,T,16.0,Busch Lab,0,0
2904,120615,T,17.0,Busch Lab,0,0
2910,120621,T,18.0,Busch Lab,0,0
2916,120627,T,19.0,Busch Lab,0,0
2922,120633,T,20.0,Busch Lab,0,0
2923,120634,W,7.0,Busch Lab,0,0
2929,120640,W,8.0,Busch Lab,0,0
2935,120646,W,9.0,Busch Lab,0,0
2941,120652,W,10.0,Busch Lab,0,0
2947,120658,W,11.0,Busch Lab,0,0
2953,120664,W,12.0,Busch Lab,0,0
2959,120670,W,13.0,Busch Lab,0,0
2965,120676,W,14.0,Busch Lab,0,0
2971,120682,W,15.0,Busch Lab,0,0
2977,120688,W,16.0,Busch Lab,0,0
2983,120694,W,17.0,Busch Lab,0,0
2989,120700,W,18.0,Busch Lab,0,0
2995,120706,W,19.0,Busch Lab,0,0
3001,120712,W,20.0,Busch Lab,0,0
3002,120713,H,7.0,Busch Lab,0,0
3008,120719,H,8.0,Busch Lab,0,0
3014,120725,H,9.0,Busch Lab,0,0
3020,120731,H,10.0,Busch Lab,0,0
3026,120737,H,11.0,Busch Lab,9,0
3032,120743,H,12.0,Busch Lab,9,0
3038,120749,H,13.0,Busch Lab,0,0
3044,120755,H,14.0,Busch Lab,0,0
3050,120761,H,15.0,Busch Lab,0,0
3056,120767,H,16.0,Busch Lab,0,0
3062,120773,H,17.0,Busch Lab,0,0
3068,120779,H,18.0,Busch Lab,0,0
3074,120785,H,19.0,Busch Lab,0,0
3080,120791,H,20.0,Busch Lab,0,0
3081,120792,F,7.0,Busch Lab,0,0
3087,120798,F,8.0,Busch Lab,0,0
3093,120804,F,9.0,Busch Lab,0,0
3099,120810,F,10.0,Busch Lab,0,0
3105,120816,F,11.0,Busch Lab,0,0
3111,120822,F,12.0,Busch Lab,0,0
3117,120828,F,13.0,Busch Lab,0,0
3123,120834,F,14.0,Busch Lab,0,0
3129,120840,F,15.0,Busch Lab,0,0
3135,120846,F,16.0,Busch Lab,0,0
3141,120852,F,17.0,Busch Lab,0,0
3147,120858,F,18.0,Busch Lab,0,0
3153,120864,F,19.0,Busch Lab,0,0
3159,120870,F,20.0,Busch Lab,0,0
3160,120871,M,7.0,Crow,0,0
3166,120877,M,8.0,Crow,0,0
3172,120883,M,9.0,Crow,105,0
3178,120889,M,10.0,Crow,89,0
3184,120895,M,11.0,Crow,34,0
3190,120901,M,12.0,Crow,0,0
3196,120907,M,13.0,Crow,113,0
3202,120913,M,14.0,Crow,43,0
3208,120919,M,15.0,Crow,74,0
3214,120925,M,16.0,Crow,217,0
3220,120931,M,17.0,Crow,217,0
3226,120937,M,18.0,Crow,42,0
3232,120943,M,19.0,Crow,42,0
3238,120949,M,20.0,Crow,0,0
3239,120950,T,7.0,Crow,0,0
3245,120956,T,8.0,Crow,0,0
3251,120962,T,9.0,Crow,72,0
3257,120968,T,10.0,Crow,90,0
3263,120974,T,11.0,Crow,90,0
3269,120980,T,12.0,Crow,44,0
3275,120986,T,13.0,Crow,47,0
3281,120992,T,14.0,Crow,47,0
3287,120998,T,15.0,Crow,21,0
3293,121004,T,16.0,Crow,50,0
3299,121010,T,17.0,Crow,17,0
3305,121016,T,18.0,Crow,30,0
3311,121022,T,19.0,Crow,15,0
3317,121028,T,20.0,Crow,15,0
3318,121029,W,7.0,Crow,0,0
3324,121035,W,8.0,Crow,0,0
3330,121041,W,9.0,Crow,105,0
3336,121047,W,10.0,Crow,89,0
3342,121053,W,11.0,Crow,34,0
3348,121059,W,12.0,Crow,0,0
3354,121065,W,13.0,Crow,113,0
3360,121071,W,14.0,Crow,43,0
3366,121077,W,15.0,Crow,74,0
3372,121083,W,16.0,Crow,217,0
3378,121089,W,17.0,Crow,217,0
3384,121095,W,18.0,Crow,42,0
3390,121101,W,19.0,Crow,42,0
3396,121107,W,20.0,Crow,0,0
3397,121108,H,7.0,Crow,0,0
3403,121114,H,8.0,Crow,0,0
3409,121120,H,9.0,Crow,72,0
3415,121126,H,10.0,Crow,90,0
3421,121132,H,11.0,Crow,90,0
3427,121138,H,12.0,Crow,44,0
3433,121144,H,13.0,Crow,47,0
3439,121150,H,14.0,Crow,47,0
3445,121156,H,15.0,Crow,21,0
3451,121162,H,16.0,Crow,49,0
3457,121168,H,17.0,Crow,17,0
3463,121174,H,18.0,Crow,43,0
3469,121180,H,19.0,Crow,28,0
3475,121186,H,20.0,Crow,28,0
3476,121187,F,7.0,Crow,0,0
3482,121193,F,8.0,Crow,0,0
3488,121199,F,9.0,Crow,74,0
3494,121205,F,10.0,Crow,89,0
3500,121211,F,11.0,Crow,34,0
3506,121217,F,12.0,Crow,0,0
3512,121223,F,13.0,Crow,113,0
3518,121229,F,14.0,Crow,5,0
3524,121235,F,15.0,Crow,65,0
3530,121241,F,16.0,Crow,0,0
3536,121247,F,17.0,Crow,0,0
3542,121253,F,18.0,Crow,0,0
3548,121259,F,19.0,Crow,0,0
3554,121265,F,20.0,Crow,0,0
3555,121266,M,7.0,Cupples I,0,0
3561,121272,M,8.0,Cupples I,0,0
3567,121278,M,9.0,Cupples I,0,0
3573,121284,M,10.0,Cupples I,76,0
3579,121290,M,11.0,Cupples I,46,0
3585,121296,M,12.0,Cupples I,91,0
3591,121302,M,13.0,Cupples I,112,0
3597,121308,M,14.0,Cupples I,11,0
3603,121314,M,15.0,Cupples I,69,0
3609,121320,M,16.0,Cupples I,22,0
3615,121326,M,17.0,Cupples I,26,0
3621,121332,M,18.0,Cupples I,43,0
3627,121338,M,19.0,Cupples I,29,0
3633,121344,M,20.0,Cupples I,29,0
3634,121345,T,7.0,Cupples I,0,0
3640,121351,T,8.0,Cupples I,0,0
3646,121357,T,9.0,Cupples I,0,0
3652,121363,T,10.0,Cupples I,55,0
3658,121369,T,11.0,Cupples I,55,0
3664,121375,T,12.0,Cupples I,36,0
3670,121381,T,13.0,Cupples I,68,0
3676,121387,T,14.0,Cupples I,68,0
3682,121393,T,15.0,Cupples I,95,0
3688,121399,T,16.0,Cupples I,117,0
3694,121405,T,17.0,Cupples I,117,0
3700,121411,T,18.0,Cupples I,46,0
3706,121417,T,19.0,Cupples I,10,0
3712,121423,T,20.0,Cupples I,0,0
3713,121424,W,7.0,Cupples I,0,0
3719,121430,W,8.0,Cupples I,0,0
3725,121436,W,9.0,Cupples I,0,0
3731,121442,W,10.0,Cupples I,97,0
3737,121448,W,11.0,Cupples I,67,0
3743,121454,W,12.0,Cupples I,91,0
3749,121460,W,13.0,Cupples I,112,0
3755,121466,W,14.0,Cupples I,11,0
3761,121472,W,15.0,Cupples I,69,0
3767,121478,W,16.0,Cupples I,22,0
3773,121484,W,17.0,Cupples I,26,0
3779,121490,W,18.0,Cupples I,14,0
3785,121496,W,19.0,Cupples I,0,0
3791,121502,W,20.0,Cupples I,0,0
3792,121503,H,7.0,Cupples I,0,0
3798,121509,H,8.0,Cupples I,0,0
3804,121515,H,9.0,Cupples I,0,0
3810,121521,H,10.0,Cupples I,55,0
3816,121527,H,11.0,Cupples I,55,0
3822,121533,H,12.0,Cupples I,36,0
3828,121539,H,13.0,Cupples I,26,0
3834,121545,H,14.0,Cupples I,26,0
3840,121551,H,15.0,Cupples I,37,0
3846,121557,H,16.0,Cupples I,56,0
3852,121563,H,17.0,Cupples I,56,0
3858,121569,H,18.0,Cupples I,10,0
3864,121575,H,19.0,Cupples I,10,0
3870,121581,H,20.0,Cupples I,0,0
3871,121582,F,7.0,Cupples I,0,0
3877,121588,F,8.0,Cupples I,0,0
3883,121594,F,9.0,Cupples I,0,0
3889,121600,F,10.0,Cupples I,63,0
3895,121606,F,11.0,Cupples I,33,0
3901,121612,F,12.0,Cupples I,41,0
3907,121618,F,13.0,Cupples I,127,0
3913,121624,F,14.0,Cupples I,21,0
3919,121630,F,15.0,Cupples I,29,0
3925,121636,F,16.0,Cupples I,10,0
3931,121642,F,17.0,Cupples I,0,0
3937,121648,F,18.0,Cupples I,0,0
3943,121654,F,19.0,Cupples I,0,0
3949,121660,F,20.0,Cupples I,0,0
3950,121661,M,7.0,Cupples II,0,0
3956,121667,M,8.0,Cupples II,0,0
3962,121673,M,9.0,Cupples II,13,0
3968,121679,M,10.0,Cupples II,8,0
3974,121685,M,11.0,Cupples II,18,0
3980,121691,M,12.0,Cupples II,82,0
3986,121697,M,13.0,Cupples II,165,0
3992,121703,M,14.0,Cupples II,202,0
3998,121709,M,15.0,Cupples II,142,0
4004,121715,M,16.0,Cupples II,128,0
4010,121721,M,17.0,Cupples II,99,0
4016,121727,M,18.0,Cupples II,0,0
4022,121733,M,19.0,Cupples II,0,0
4028,121739,M,20.0,Cupples II,0,0
4029,121740,T,7.0,Cupples II,0,0
4035,121746,T,8.0,Cupples II,0,0
4041,121752,T,9.0,Cupples II,37,0
4047,121758,T,10.0,Cupples II,46,0
4053,121764,T,11.0,Cupples II,46,0
4059,121770,T,12.0,Cupples II,71,0
4065,121776,T,13.0,Cupples II,118,0
4071,121782,T,14.0,Cupples II,118,0
4077,121788,T,15.0,Cupples II,200,0
4083,121794,T,16.0,Cupples II,40,0
4089,121800,T,17.0,Cupples II,40,0
4095,121806,T,18.0,Cupples II,17,0
4101,121812,T,19.0,Cupples II,57,0
4107,121818,T,20.0,Cupples II,44,0
4108,121819,W,7.0,Cupples II,0,0
4114,121825,W,8.0,Cupples II,0,0
4120,121831,W,9.0,Cupples II,13,0
4126,121837,W,10.0,Cupples II,8,0
4132,121843,W,11.0,Cupples II,18,0
4138,121849,W,12.0,Cupples II,82,0
4144,121855,W,13.0,Cupples II,162,0
4150,121861,W,14.0,Cupples II,202,0
4156,121867,W,15.0,Cupples II,142,0
4162,121873,W,16.0,Cupples II,118,0
4168,121879,W,17.0,Cupples II,99,0
4174,121885,W,18.0,Cupples II,0,0
4180,121891,W,19.0,Cupples II,0,0
4186,121897,W,20.0,Cupples II,0,0
4187,121898,H,7.0,Cupples II,0,0
4193,121904,H,8.0,Cupples II,0,0
4199,121910,H,9.0,Cupples II,37,0
4205,121916,H,10.0,Cupples II,46,0
4211,121922,H,11.0,Cupples II,46,0
4217,121928,H,12.0,Cupples II,71,0
4223,121934,H,13.0,Cupples II,118,0
4229,121940,H,14.0,Cupples II,118,0
4235,121946,H,15.0,Cupples II,208,0
4241,121952,H,16.0,Cupples II,76,0
4247,121958,H,17.0,Cupples II,76,0
4253,121964,H,18.0,Cupples II,13,0
4259,121970,H,19.0,Cupples II,57,0
4265,121976,H,20.0,Cupples II,44,0
4266,121977,F,7.0,Cupples II,0,0
4272,121983,F,8.0,Cupples II,0,0
4278,121989,F,9.0,Cupples II,13,0
4284,121995,F,10.0,Cupples II,8,0
4290,122001,F,11.0,Cupples II,40,0
4296,122007,F,12.0,Cupples II,91,0
4302,122013,F,13.0,Cupples II,76,0
4308,122019,F,14.0,Cupples II,125,0
4314,122025,F,15.0,Cupples II,69,0
4320,122031,F,16.0,Cupples II,2,0
4326,122037,F,17.0,Cupples II,0,0
4332,122043,F,18.0,Cupples II,0,0
4338,122049,F,19.0,Cupples II,0,0
4344,122055,F,20.0,Cupples II,0,0
4345,122056,M,7.0,Danforth Ctr,0,0
4351,122062,M,8.0,Danforth Ctr,0,0
4357,122068,M,9.0,Danforth Ctr,0,0
4363,122074,M,10.0,Danforth Ctr,28,0
4369,122080,M,11.0,Danforth Ctr,28,0
4375,122086,M,12.0,Danforth Ctr,16,0
4381,122092,M,13.0,Danforth Ctr,28,0
4387,122098,M,14.0,Danforth Ctr,28,0
4393,122104,M,15.0,Danforth Ctr,34,0
4399,122110,M,16.0,Danforth Ctr,0,0
4405,122116,M,17.0,Danforth Ctr,0,0
4411,122122,M,18.0,Danforth Ctr,0,0
4417,122128,M,19.0,Danforth Ctr,0,0
4423,122134,M,20.0,Danforth Ctr,0,0
4424,122135,T,7.0,Danforth Ctr,0,0
4430,122141,T,8.0,Danforth Ctr,0,0
4436,122147,T,9.0,Danforth Ctr,0,0
4442,122153,T,10.0,Danforth Ctr,34,0
4448,122159,T,11.0,Danforth Ctr,34,0
4454,122165,T,12.0,Danforth Ctr,16,0
4460,122171,T,13.0,Danforth Ctr,42,0
4466,122177,T,14.0,Danforth Ctr,42,0
4472,122183,T,15.0,Danforth Ctr,4,0
4478,122189,T,16.0,Danforth Ctr,0,0
4484,122195,T,17.0,Danforth Ctr,0,0
4490,122201,T,18.0,Danforth Ctr,0,0
4496,122207,T,19.0,Danforth Ctr,0,0
4502,122213,T,20.0,Danforth Ctr,0,0
4503,122214,W,7.0,Danforth Ctr,0,0
4509,122220,W,8.0,Danforth Ctr,0,0
4515,122226,W,9.0,Danforth Ctr,0,0
4521,122232,W,10.0,Danforth Ctr,28,0
4527,122238,W,11.0,Danforth Ctr,28,0
4533,122244,W,12.0,Danforth Ctr,0,0
4539,122250,W,13.0,Danforth Ctr,28,0
4545,122256,W,14.0,Danforth Ctr,28,0
4551,122262,W,15.0,Danforth Ctr,34,0
4557,122268,W,16.0,Danforth Ctr,0,0
4563,122274,W,17.0,Danforth Ctr,0,0
4569,122280,W,18.0,Danforth Ctr,0,0
4575,122286,W,19.0,Danforth Ctr,0,0
4581,122292,W,20.0,Danforth Ctr,0,0
4582,122293,H,7.0,Danforth Ctr,0,0
4588,122299,H,8.0,Danforth Ctr,0,0
4594,122305,H,9.0,Danforth Ctr,4,0
4600,122311,H,10.0,Danforth Ctr,34,0
4606,122317,H,11.0,Danforth Ctr,34,0
4612,122323,H,12.0,Danforth Ctr,16,0
4618,122329,H,13.0,Danforth Ctr,42,0
4624,122335,H,14.0,Danforth Ctr,42,0
4630,122341,H,15.0,Danforth Ctr,4,0
4636,122347,H,16.0,Danforth Ctr,0,0
4642,122353,H,17.0,Danforth Ctr,0,0
4648,122359,H,18.0,Danforth Ctr,0,0
4654,122365,H,19.0,Danforth Ctr,0,0
4660,122371,H,20.0,Danforth Ctr,0,0
4661,122372,F,7.0,Danforth Ctr,0,0
4667,122378,F,8.0,Danforth Ctr,0,0
4673,122384,F,9.0,Danforth Ctr,0,0
4679,122390,F,10.0,Danforth Ctr,0,0
4685,122396,F,11.0,Danforth Ctr,0,0
4691,122402,F,12.0,Danforth Ctr,0,0
4697,122408,F,13.0,Danforth Ctr,0,0
4703,122414,F,14.0,Danforth Ctr,0,0
