time_day,Building,day_week,num_students
9.1,Children's Hosp,H,0
9.2,Children's Hosp,H,0
9.3,Children's Hosp,H,0
9.4,Children's Hosp,H,0
9.5,Children's Hosp,H,0
10.0,Children's Hosp,H,0
10.1,Children's Hosp,H,0
10.2,Children's Hosp,H,0
10.3,Children's Hosp,H,0
10.4,Children's Hosp,H,0
10.5,Children's Hosp,H,0
11.0,Children's Hosp,H,0
11.1,Children's Hosp,H,0
11.2,Children's Hosp,H,0
11.3,Children's Hosp,H,0
11.4,Children's Hosp,H,0
11.5,Children's Hosp,H,0
12.0,Children's Hosp,H,0
12.1,Children's Hosp,H,0
12.2,Children's Hosp,H,0
12.3,Children's Hosp,H,0
12.4,Children's Hosp,H,0
12.5,Children's Hosp,H,0
13.0,Children's Hosp,H,0
13.1,Children's Hosp,H,0
13.2,Children's Hosp,H,0
13.3,Children's Hosp,H,0
13.4,Children's Hosp,H,0
13.5,Children's Hosp,H,0
14.0,Children's Hosp,H,0
14.1,Children's Hosp,H,0
14.2,Children's Hosp,H,0
14.3,Children's Hosp,H,0
14.4,Children's Hosp,H,0
14.5,Children's Hosp,H,0
15.0,Children's Hosp,H,0
15.1,Children's Hosp,H,0
15.2,Children's Hosp,H,0
15.3,Children's Hosp,H,0
15.4,Children's Hosp,H,0
15.5,Children's Hosp,H,0
16.0,Children's Hosp,H,0
16.1,Children's Hosp,H,0
16.2,Children's Hosp,H,0
16.3,Children's Hosp,H,0
16.4,Children's Hosp,H,0
16.5,Children's Hosp,H,0
17.0,Children's Hosp,H,0
17.1,Children's Hosp,H,0
17.2,Children's Hosp,H,0
17.3,Children's Hosp,H,0
17.4,Children's Hosp,H,0
17.5,Children's Hosp,H,0
18.0,Children's Hosp,H,0
18.1,Children's Hosp,H,0
18.2,Children's Hosp,H,0
18.3,Children's Hosp,H,0
18.4,Children's Hosp,H,0
18.5,Children's Hosp,H,0
19.0,Children's Hosp,H,0
19.1,Children's Hosp,H,0
19.2,Children's Hosp,H,0
19.3,Children's Hosp,H,0
19.4,Children's Hosp,H,0
19.5,Children's Hosp,H,0
20.0,Children's Hosp,H,0
7.0,Children's Hosp,F,0
7.1,Children's Hosp,F,0
7.2,Children's Hosp,F,0
7.3,Children's Hosp,F,0
7.4,Children's Hosp,F,0
7.5,Children's Hosp,F,0
8.0,Children's Hosp,F,0
8.1,Children's Hosp,F,0
8.2,Children's Hosp,F,0
8.3,Children's Hosp,F,0
8.4,Children's Hosp,F,0
8.5,Children's Hosp,F,0
9.0,Children's Hosp,F,0
9.1,Children's Hosp,F,0
9.2,Children's Hosp,F,0
9.3,Children's Hosp,F,0
9.4,Children's Hosp,F,0
9.5,Children's Hosp,F,0
10.0,Children's Hosp,F,0
10.1,Children's Hosp,F,0
10.2,Children's Hosp,F,0
10.3,Children's Hosp,F,0
10.4,Children's Hosp,F,0
10.5,Children's Hosp,F,0
11.0,Children's Hosp,F,0
11.1,Children's Hosp,F,0
11.2,Children's Hosp,F,0
11.3,Children's Hosp,F,0
11.4,Children's Hosp,F,0
11.5,Children's Hosp,F,0
12.0,Children's Hosp,F,0
12.1,Children's Hosp,F,0
12.2,Children's Hosp,F,0
12.3,Children's Hosp,F,0
12.4,Children's Hosp,F,0
12.5,Children's Hosp,F,0
13.0,Children's Hosp,F,0
13.1,Children's Hosp,F,0
13.2,Children's Hosp,F,0
13.3,Children's Hosp,F,0
13.4,Children's Hosp,F,0
13.5,Children's Hosp,F,0
14.0,Children's Hosp,F,0
14.1,Children's Hosp,F,0
14.2,Children's Hosp,F,0
14.3,Children's Hosp,F,0
14.4,Children's Hosp,F,0
14.5,Children's Hosp,F,0
15.0,Children's Hosp,F,0
15.1,Children's Hosp,F,0
15.2,Children's Hosp,F,0
15.3,Children's Hosp,F,0
15.4,Children's Hosp,F,0
15.5,Children's Hosp,F,0
16.0,Children's Hosp,F,0
16.1,Children's Hosp,F,0
16.2,Children's Hosp,F,0
16.3,Children's Hosp,F,0
16.4,Children's Hosp,F,0
16.5,Children's Hosp,F,0
17.0,Children's Hosp,F,0
17.1,Children's Hosp,F,0
17.2,Children's Hosp,F,0
17.3,Children's Hosp,F,0
17.4,Children's Hosp,F,0
17.5,Children's Hosp,F,0
18.0,Children's Hosp,F,0
18.1,Children's Hosp,F,0
18.2,Children's Hosp,F,0
18.3,Children's Hosp,F,0
18.4,Children's Hosp,F,0
18.5,Children's Hosp,F,0
19.0,Children's Hosp,F,0
19.1,Children's Hosp,F,0
19.2,Children's Hosp,F,0
19.3,Children's Hosp,F,0
19.4,Children's Hosp,F,0
19.5,Children's Hosp,F,0
20.0,Children's Hosp,F,0
7.0,Crow,M,0
7.1,Crow,M,0
7.2,Crow,M,0
7.3,Crow,M,0
7.4,Crow,M,0
7.5,Crow,M,0
8.0,Crow,M,0
8.1,Crow,M,0
8.2,Crow,M,0
8.3,Crow,M,0
8.4,Crow,M,0
8.5,Crow,M,0
9.0,Crow,M,0
9.1,Crow,M,0
9.2,Crow,M,0
9.3,Crow,M,0
9.4,Crow,M,0
9.5,Crow,M,0
10.0,Crow,M,0
10.1,Crow,M,0
10.2,Crow,M,0
10.3,Crow,M,0
10.4,Crow,M,0
10.5,Crow,M,63
11.0,Crow,M,0
11.1,Crow,M,0
11.2,Crow,M,118
11.3,Crow,M,0
11.4,Crow,M,0
11.5,Crow,M,71
12.0,Crow,M,0
12.1,Crow,M,0
12.2,Crow,M,0
12.3,Crow,M,0
12.4,Crow,M,0
12.5,Crow,M,0
13.0,Crow,M,0
13.1,Crow,M,0
13.2,Crow,M,0
13.3,Crow,M,0
13.4,Crow,M,0
13.5,Crow,M,29
14.0,Crow,M,0
14.1,Crow,M,0
14.2,Crow,M,116
14.3,Crow,M,0
14.4,Crow,M,0
14.5,Crow,M,48
15.0,Crow,M,0
15.1,Crow,M,0
15.2,Crow,M,0
15.3,Crow,M,0
15.4,Crow,M,0
15.5,Crow,M,227
16.0,Crow,M,0
16.1,Crow,M,0
16.2,Crow,M,0
16.3,Crow,M,0
16.4,Crow,M,0
16.5,Crow,M,0
17.0,Crow,M,0
17.1,Crow,M,0
17.2,Crow,M,18
17.3,Crow,M,0
17.4,Crow,M,0
17.5,Crow,M,94
18.0,Crow,M,0
18.1,Crow,M,0
18.2,Crow,M,0
18.3,Crow,M,0
18.4,Crow,M,0
18.5,Crow,M,0
19.0,Crow,M,0
19.1,Crow,M,0
19.2,Crow,M,0
19.3,Crow,M,0
19.4,Crow,M,0
19.5,Crow,M,0
20.0,Crow,M,0
7.0,Crow,T,0
7.1,Crow,T,0
7.2,Crow,T,0
7.3,Crow,T,0
7.4,Crow,T,0
7.5,Crow,T,0
8.0,Crow,T,0
8.1,Crow,T,0
8.2,Crow,T,0
8.3,Crow,T,0
8.4,Crow,T,0
8.5,Crow,T,0
9.0,Crow,T,0
9.1,Crow,T,0
9.2,Crow,T,0
9.3,Crow,T,0
9.4,Crow,T,0
9.5,Crow,T,108
10.0,Crow,T,0
10.1,Crow,T,0
10.2,Crow,T,0
10.3,Crow,T,0
10.4,Crow,T,0
10.5,Crow,T,0
11.0,Crow,T,0
11.1,Crow,T,0
11.2,Crow,T,238
11.3,Crow,T,0
11.4,Crow,T,0
11.5,Crow,T,38
12.0,Crow,T,0
12.1,Crow,T,0
12.2,Crow,T,0
12.3,Crow,T,0
12.4,Crow,T,0
12.5,Crow,T,97
13.0,Crow,T,0
13.1,Crow,T,0
13.2,Crow,T,0
13.3,Crow,T,0
13.4,Crow,T,0
13.5,Crow,T,0
14.0,Crow,T,0
14.1,Crow,T,0
14.2,Crow,T,153
14.3,Crow,T,0
14.4,Crow,T,0
14.5,Crow,T,94
15.0,Crow,T,0
15.1,Crow,T,0
15.2,Crow,T,0
15.3,Crow,T,0
15.4,Crow,T,0
15.5,Crow,T,95
16.0,Crow,T,0
16.1,Crow,T,0
16.2,Crow,T,112
16.3,Crow,T,0
16.4,Crow,T,0
16.5,Crow,T,27
17.0,Crow,T,0
17.1,Crow,T,0
17.2,Crow,T,110
17.3,Crow,T,0
17.4,Crow,T,0
17.5,Crow,T,84
18.0,Crow,T,11
18.1,Crow,T,0
18.2,Crow,T,0
18.3,Crow,T,0
18.4,Crow,T,0
18.5,Crow,T,0
19.0,Crow,T,0
19.1,Crow,T,0
19.2,Crow,T,0
19.3,Crow,T,0
19.4,Crow,T,0
19.5,Crow,T,0
20.0,Crow,T,11
7.0,Crow,W,0
7.1,Crow,W,0
7.2,Crow,W,0
7.3,Crow,W,0
7.4,Crow,W,0
7.5,Crow,W,0
8.0,Crow,W,0
8.1,Crow,W,0
8.2,Crow,W,0
8.3,Crow,W,0
8.4,Crow,W,0
8.5,Crow,W,0
9.0,Crow,W,0
9.1,Crow,W,0
9.2,Crow,W,0
9.3,Crow,W,0
9.4,Crow,W,0
9.5,Crow,W,0
10.0,Crow,W,0
10.1,Crow,W,0
10.2,Crow,W,0
10.3,Crow,W,0
10.4,Crow,W,0
10.5,Crow,W,63
11.0,Crow,W,12
11.1,Crow,W,0
11.2,Crow,W,118
11.3,Crow,W,0
11.4,Crow,W,0
11.5,Crow,W,71
12.0,Crow,W,0
12.1,Crow,W,0
12.2,Crow,W,0
12.3,Crow,W,0
12.4,Crow,W,0
12.5,Crow,W,12
13.0,Crow,W,0
13.1,Crow,W,0
13.2,Crow,W,0
13.3,Crow,W,0
13.4,Crow,W,0
13.5,Crow,W,29
14.0,Crow,W,0
14.1,Crow,W,0
14.2,Crow,W,116
14.3,Crow,W,0
14.4,Crow,W,0
14.5,Crow,W,48
15.0,Crow,W,0
15.1,Crow,W,0
15.2,Crow,W,0
15.3,Crow,W,0
15.4,Crow,W,0
15.5,Crow,W,227
16.0,Crow,W,0
16.1,Crow,W,0
16.2,Crow,W,0
16.3,Crow,W,0
16.4,Crow,W,0
16.5,Crow,W,121
17.0,Crow,W,0
17.1,Crow,W,0
17.2,Crow,W,18
17.3,Crow,W,0
17.4,Crow,W,0
17.5,Crow,W,96
18.0,Crow,W,0
18.1,Crow,W,0
18.2,Crow,W,0
18.3,Crow,W,74
18.4,Crow,W,0
18.5,Crow,W,0
19.0,Crow,W,0
19.1,Crow,W,0
19.2,Crow,W,0
19.3,Crow,W,0
19.4,Crow,W,0
19.5,Crow,W,0
20.0,Crow,W,0
7.0,Crow,H,0
7.1,Crow,H,0
7.2,Crow,H,0
7.3,Crow,H,0
7.4,Crow,H,0
7.5,Crow,H,0
8.0,Crow,H,0
8.1,Crow,H,0
8.2,Crow,H,0
8.3,Crow,H,0
8.4,Crow,H,0
8.5,Crow,H,0
9.0,Crow,H,0
9.1,Crow,H,0
9.2,Crow,H,0
9.3,Crow,H,0
9.4,Crow,H,0
9.5,Crow,H,108
10.0,Crow,H,0
10.1,Crow,H,0
10.2,Crow,H,0
10.3,Crow,H,0
10.4,Crow,H,0
10.5,Crow,H,0
11.0,Crow,H,0
11.1,Crow,H,0
11.2,Crow,H,238
11.3,Crow,H,0
11.4,Crow,H,0
11.5,Crow,H,84
12.0,Crow,H,0
12.1,Crow,H,0
12.2,Crow,H,0
12.3,Crow,H,0
12.4,Crow,H,0
12.5,Crow,H,97
13.0,Crow,H,0
13.1,Crow,H,0
13.2,Crow,H,0
13.3,Crow,H,0
13.4,Crow,H,0
13.5,Crow,H,0
14.0,Crow,H,0
14.1,Crow,H,0
14.2,Crow,H,153
14.3,Crow,H,0
14.4,Crow,H,0
14.5,Crow,H,48
15.0,Crow,H,0
15.1,Crow,H,0
15.2,Crow,H,0
15.3,Crow,H,0
15.4,Crow,H,0
15.5,Crow,H,95
16.0,Crow,H,0
16.1,Crow,H,0
16.2,Crow,H,112
16.3,Crow,H,0
16.4,Crow,H,0
16.5,Crow,H,47
17.0,Crow,H,0
17.1,Crow,H,0
17.2,Crow,H,110
17.3,Crow,H,0
17.4,Crow,H,0
17.5,Crow,H,92
18.0,Crow,H,11
18.1,Crow,H,0
18.2,Crow,H,0
18.3,Crow,H,0
18.4,Crow,H,0
18.5,Crow,H,0
19.0,Crow,H,0
19.1,Crow,H,0
19.2,Crow,H,0
19.3,Crow,H,0
19.4,Crow,H,0
19.5,Crow,H,0
20.0,Crow,H,11
7.0,Crow,F,0
7.1,Crow,F,0
7.2,Crow,F,0
7.3,Crow,F,0
7.4,Crow,F,0
7.5,Crow,F,0
8.0,Crow,F,0
8.1,Crow,F,0
8.2,Crow,F,0
8.3,Crow,F,0
8.4,Crow,F,0
8.5,Crow,F,0
9.0,Crow,F,0
9.1,Crow,F,0
9.2,Crow,F,0
9.3,Crow,F,0
9.4,Crow,F,0
9.5,Crow,F,0
10.0,Crow,F,0
10.1,Crow,F,0
10.2,Crow,F,0
10.3,Crow,F,0
10.4,Crow,F,0
10.5,Crow,F,63
11.0,Crow,F,0
11.1,Crow,F,0
11.2,Crow,F,0
11.3,Crow,F,0
11.4,Crow,F,0
11.5,Crow,F,119
12.0,Crow,F,0
12.1,Crow,F,0
12.2,Crow,F,0
12.3,Crow,F,0
12.4,Crow,F,0
12.5,Crow,F,0
13.0,Crow,F,0
13.1,Crow,F,0
13.2,Crow,F,0
13.3,Crow,F,0
13.4,Crow,F,0
13.5,Crow,F,47
14.0,Crow,F,0
14.1,Crow,F,0
14.2,Crow,F,0
14.3,Crow,F,0
14.4,Crow,F,0
14.5,Crow,F,72
15.0,Crow,F,0
15.1,Crow,F,0
15.2,Crow,F,0
15.3,Crow,F,0
15.4,Crow,F,0
15.5,Crow,F,78
16.0,Crow,F,0
16.1,Crow,F,0
16.2,Crow,F,0
16.3,Crow,F,0
16.4,Crow,F,0
16.5,Crow,F,26
17.0,Crow,F,0
17.1,Crow,F,0
17.2,Crow,F,0
17.3,Crow,F,0
17.4,Crow,F,0
17.5,Crow,F,48
18.0,Crow,F,0
18.1,Crow,F,0
18.2,Crow,F,0
18.3,Crow,F,0
18.4,Crow,F,0
18.5,Crow,F,0
19.0,Crow,F,0
19.1,Crow,F,0
19.2,Crow,F,0
19.3,Crow,F,0
19.4,Crow,F,0
19.5,Crow,F,0
20.0,Crow,F,0
7.0,Cupples I,M,0
7.1,Cupples I,M,0
7.2,Cupples I,M,0
7.3,Cupples I,M,0
7.4,Cupples I,M,0
7.5,Cupples I,M,0
8.0,Cupples I,M,0
8.1,Cupples I,M,0
8.2,Cupples I,M,0
8.3,Cupples I,M,0
8.4,Cupples I,M,0
8.5,Cupples I,M,0
9.0,Cupples I,M,0
9.1,Cupples I,M,0
9.2,Cupples I,M,0
9.3,Cupples I,M,0
9.4,Cupples I,M,0
9.5,Cupples I,M,2
10.0,Cupples I,M,0
10.1,Cupples I,M,0
10.2,Cupples I,M,0
10.3,Cupples I,M,0
10.4,Cupples I,M,0
10.5,Cupples I,M,47
11.0,Cupples I,M,0
11.1,Cupples I,M,0
11.2,Cupples I,M,34
11.3,Cupples I,M,0
11.4,Cupples I,M,0
11.5,Cupples I,M,49
12.0,Cupples I,M,0
12.1,Cupples I,M,0
12.2,Cupples I,M,0
12.3,Cupples I,M,0
12.4,Cupples I,M,0
12.5,Cupples I,M,94
13.0,Cupples I,M,0
13.1,Cupples I,M,0
13.2,Cupples I,M,0
13.3,Cupples I,M,0
13.4,Cupples I,M,0
13.5,Cupples I,M,66
14.0,Cupples I,M,0
14.1,Cupples I,M,0
14.2,Cupples I,M,17
14.3,Cupples I,M,0
14.4,Cupples I,M,0
14.5,Cupples I,M,14
15.0,Cupples I,M,0
15.1,Cupples I,M,0
15.2,Cupples I,M,0
15.3,Cupples I,M,0
15.4,Cupples I,M,0
15.5,Cupples I,M,86
16.0,Cupples I,M,0
16.1,Cupples I,M,0
16.2,Cupples I,M,0
16.3,Cupples I,M,0
16.4,Cupples I,M,0
16.5,Cupples I,M,0
17.0,Cupples I,M,0
17.1,Cupples I,M,0
17.2,Cupples I,M,13
17.3,Cupples I,M,0
17.4,Cupples I,M,0
17.5,Cupples I,M,0
18.0,Cupples I,M,0
18.1,Cupples I,M,0
18.2,Cupples I,M,0
18.3,Cupples I,M,0
18.4,Cupples I,M,0
18.5,Cupples I,M,0
19.0,Cupples I,M,0
19.1,Cupples I,M,0
19.2,Cupples I,M,0
19.3,Cupples I,M,8
19.4,Cupples I,M,0
19.5,Cupples I,M,0
20.0,Cupples I,M,16
7.0,Cupples I,T,0
7.1,Cupples I,T,0
7.2,Cupples I,T,0
7.3,Cupples I,T,0
7.4,Cupples I,T,0
7.5,Cupples I,T,0
8.0,Cupples I,T,0
8.1,Cupples I,T,0
8.2,Cupples I,T,0
8.3,Cupples I,T,0
8.4,Cupples I,T,0
8.5,Cupples I,T,0
9.0,Cupples I,T,0
9.1,Cupples I,T,0
9.2,Cupples I,T,0
9.3,Cupples I,T,0
9.4,Cupples I,T,0
9.5,Cupples I,T,9
10.0,Cupples I,T,0
10.1,Cupples I,T,0
10.2,Cupples I,T,0
10.3,Cupples I,T,0
10.4,Cupples I,T,0
10.5,Cupples I,T,47
11.0,Cupples I,T,0
11.1,Cupples I,T,0
11.2,Cupples I,T,91
11.3,Cupples I,T,0
11.4,Cupples I,T,0
11.5,Cupples I,T,6
12.0,Cupples I,T,0
12.1,Cupples I,T,0
12.2,Cupples I,T,0
12.3,Cupples I,T,0
12.4,Cupples I,T,0
12.5,Cupples I,T,114
13.0,Cupples I,T,0
13.1,Cupples I,T,0
13.2,Cupples I,T,0
13.3,Cupples I,T,0
13.4,Cupples I,T,0
13.5,Cupples I,T,43
14.0,Cupples I,T,0
14.1,Cupples I,T,0
14.2,Cupples I,T,42
14.3,Cupples I,T,0
14.4,Cupples I,T,0
14.5,Cupples I,T,0
15.0,Cupples I,T,0
15.1,Cupples I,T,0
15.2,Cupples I,T,0
15.3,Cupples I,T,0
15.4,Cupples I,T,0
15.5,Cupples I,T,37
16.0,Cupples I,T,0
16.1,Cupples I,T,0
16.2,Cupples I,T,0
16.3,Cupples I,T,0
16.4,Cupples I,T,0
16.5,Cupples I,T,4
17.0,Cupples I,T,0
17.1,Cupples I,T,0
17.2,Cupples I,T,60
17.3,Cupples I,T,0
17.4,Cupples I,T,0
17.5,Cupples I,T,0
18.0,Cupples I,T,0
18.1,Cupples I,T,0
18.2,Cupples I,T,0
18.3,Cupples I,T,0
18.4,Cupples I,T,0
18.5,Cupples I,T,0
19.0,Cupples I,T,0
19.1,Cupples I,T,0
19.2,Cupples I,T,0
19.3,Cupples I,T,17
19.4,Cupples I,T,0
19.5,Cupples I,T,0
20.0,Cupples I,T,0
7.0,Cupples I,W,0
7.1,Cupples I,W,0
7.2,Cupples I,W,0
7.3,Cupples I,W,0
7.4,Cupples I,W,0
7.5,Cupples I,W,0
8.0,Cupples I,W,0
8.1,Cupples I,W,0
8.2,Cupples I,W,0
8.3,Cupples I,W,0
8.4,Cupples I,W,0
8.5,Cupples I,W,0
9.0,Cupples I,W,0
9.1,Cupples I,W,0
9.2,Cupples I,W,0
9.3,Cupples I,W,0
9.4,Cupples I,W,0
9.5,Cupples I,W,2
10.0,Cupples I,W,0
10.1,Cupples I,W,0
10.2,Cupples I,W,0
10.3,Cupples I,W,0
10.4,Cupples I,W,0
10.5,Cupples I,W,47
11.0,Cupples I,W,0
11.1,Cupples I,W,0
11.2,Cupples I,W,34
11.3,Cupples I,W,0
11.4,Cupples I,W,0
11.5,Cupples I,W,49
12.0,Cupples I,W,0
12.1,Cupples I,W,0
12.2,Cupples I,W,0
12.3,Cupples I,W,0
12.4,Cupples I,W,0
12.5,Cupples I,W,89
13.0,Cupples I,W,0
13.1,Cupples I,W,0
13.2,Cupples I,W,0
13.3,Cupples I,W,0
13.4,Cupples I,W,0
13.5,Cupples I,W,65
14.0,Cupples I,W,0
14.1,Cupples I,W,0
14.2,Cupples I,W,17
14.3,Cupples I,W,0
14.4,Cupples I,W,0
14.5,Cupples I,W,14
15.0,Cupples I,W,0
15.1,Cupples I,W,0
15.2,Cupples I,W,0
15.3,Cupples I,W,0
15.4,Cupples I,W,0
15.5,Cupples I,W,86
16.0,Cupples I,W,0
16.1,Cupples I,W,0
16.2,Cupples I,W,0
16.3,Cupples I,W,0
16.4,Cupples I,W,0
16.5,Cupples I,W,0
17.0,Cupples I,W,0
17.1,Cupples I,W,0
17.2,Cupples I,W,13
17.3,Cupples I,W,0
17.4,Cupples I,W,0
17.5,Cupples I,W,0
18.0,Cupples I,W,0
18.1,Cupples I,W,0
18.2,Cupples I,W,0
18.3,Cupples I,W,0
18.4,Cupples I,W,0
18.5,Cupples I,W,0
19.0,Cupples I,W,0
19.1,Cupples I,W,0
19.2,Cupples I,W,0
19.3,Cupples I,W,8
19.4,Cupples I,W,0
19.5,Cupples I,W,0
20.0,Cupples I,W,16
7.0,Cupples I,H,0
7.1,Cupples I,H,0
7.2,Cupples I,H,0
7.3,Cupples I,H,0
7.4,Cupples I,H,0
7.5,Cupples I,H,0
8.0,Cupples I,H,0
8.1,Cupples I,H,0
8.2,Cupples I,H,0
8.3,Cupples I,H,0
8.4,Cupples I,H,0
8.5,Cupples I,H,0
9.0,Cupples I,H,0
9.1,Cupples I,H,0
9.2,Cupples I,H,0
9.3,Cupples I,H,0
9.4,Cupples I,H,0
9.5,Cupples I,H,46
10.0,Cupples I,H,0
10.1,Cupples I,H,0
10.2,Cupples I,H,0
10.3,Cupples I,H,0
10.4,Cupples I,H,0
10.5,Cupples I,H,37
11.0,Cupples I,H,0
11.1,Cupples I,H,0
11.2,Cupples I,H,91
11.3,Cupples I,H,0
11.4,Cupples I,H,0
11.5,Cupples I,H,6
12.0,Cupples I,H,0
12.1,Cupples I,H,0
12.2,Cupples I,H,0
12.3,Cupples I,H,0
12.4,Cupples I,H,0
12.5,Cupples I,H,114
13.0,Cupples I,H,0
13.1,Cupples I,H,0
13.2,Cupples I,H,0
13.3,Cupples I,H,0
13.4,Cupples I,H,0
13.5,Cupples I,H,22
14.0,Cupples I,H,0
14.1,Cupples I,H,0
14.2,Cupples I,H,42
14.3,Cupples I,H,0
14.4,Cupples I,H,0
14.5,Cupples I,H,0
15.0,Cupples I,H,0
15.1,Cupples I,H,0
15.2,Cupples I,H,0
15.3,Cupples I,H,0
15.4,Cupples I,H,0
15.5,Cupples I,H,37
16.0,Cupples I,H,0
16.1,Cupples I,H,0
16.2,Cupples I,H,0
16.3,Cupples I,H,0
16.4,Cupples I,H,0
16.5,Cupples I,H,0
17.0,Cupples I,H,0
17.1,Cupples I,H,0
17.2,Cupples I,H,61
17.3,Cupples I,H,0
17.4,Cupples I,H,0
17.5,Cupples I,H,0
18.0,Cupples I,H,0
18.1,Cupples I,H,0
18.2,Cupples I,H,0
18.3,Cupples I,H,0
18.4,Cupples I,H,0
18.5,Cupples I,H,0
19.0,Cupples I,H,0
19.1,Cupples I,H,0
19.2,Cupples I,H,0
19.3,Cupples I,H,0
19.4,Cupples I,H,0
19.5,Cupples I,H,0
20.0,Cupples I,H,0
7.0,Cupples I,F,0
7.1,Cupples I,F,0
7.2,Cupples I,F,0
7.3,Cupples I,F,0
7.4,Cupples I,F,0
7.5,Cupples I,F,0
8.0,Cupples I,F,0
8.1,Cupples I,F,0
8.2,Cupples I,F,0
8.3,Cupples I,F,0
8.4,Cupples I,F,0
8.5,Cupples I,F,0
9.0,Cupples I,F,0
9.1,Cupples I,F,0
9.2,Cupples I,F,0
9.3,Cupples I,F,0
9.4,Cupples I,F,0
9.5,Cupples I,F,2
10.0,Cupples I,F,0
10.1,Cupples I,F,0
10.2,Cupples I,F,0
10.3,Cupples I,F,0
10.4,Cupples I,F,0
10.5,Cupples I,F,115
11.0,Cupples I,F,0
11.1,Cupples I,F,0
11.2,Cupples I,F,0
11.3,Cupples I,F,0
11.4,Cupples I,F,0
11.5,Cupples I,F,49
12.0,Cupples I,F,0
12.1,Cupples I,F,0
12.2,Cupples I,F,0
12.3,Cupples I,F,0
12.4,Cupples I,F,0
12.5,Cupples I,F,51
13.0,Cupples I,F,0
13.1,Cupples I,F,0
13.2,Cupples I,F,0
13.3,Cupples I,F,0
13.4,Cupples I,F,0
13.5,Cupples I,F,65
14.0,Cupples I,F,0
14.1,Cupples I,F,0
14.2,Cupples I,F,0
14.3,Cupples I,F,0
14.4,Cupples I,F,0
14.5,Cupples I,F,14
15.0,Cupples I,F,0
15.1,Cupples I,F,0
15.2,Cupples I,F,0
15.3,Cupples I,F,0
15.4,Cupples I,F,0
15.5,Cupples I,F,0
16.0,Cupples I,F,0
16.1,Cupples I,F,0
16.2,Cupples I,F,0
16.3,Cupples I,F,0
16.4,Cupples I,F,0
16.5,Cupples I,F,0
17.0,Cupples I,F,0
17.1,Cupples I,F,0
17.2,Cupples I,F,0
17.3,Cupples I,F,0
17.4,Cupples I,F,0
17.5,Cupples I,F,0
18.0,Cupples I,F,0
18.1,Cupples I,F,0
18.2,Cupples I,F,0
18.3,Cupples I,F,0
18.4,Cupples I,F,0
18.5,Cupples I,F,0
19.0,Cupples I,F,0
19.1,Cupples I,F,0
19.2,Cupples I,F,0
19.3,Cupples I,F,0
19.4,Cupples I,F,0
19.5,Cupples I,F,0
20.0,Cupples I,F,0
7.0,Cupples II,M,0
7.1,Cupples II,M,0
7.2,Cupples II,M,0
7.3,Cupples II,M,0
7.4,Cupples II,M,0
7.5,Cupples II,M,0
8.0,Cupples II,M,0
8.1,Cupples II,M,0
8.2,Cupples II,M,0
8.3,Cupples II,M,0
8.4,Cupples II,M,0
8.5,Cupples II,M,0
9.0,Cupples II,M,0
9.1,Cupples II,M,0
9.2,Cupples II,M,0
9.3,Cupples II,M,0
9.4,Cupples II,M,0
9.5,Cupples II,M,29
10.0,Cupples II,M,0
10.1,Cupples II,M,0
10.2,Cupples II,M,0
10.3,Cupples II,M,0
10.4,Cupples II,M,0
10.5,Cupples II,M,84
11.0,Cupples II,M,0
11.1,Cupples II,M,0
11.2,Cupples II,M,96
11.3,Cupples II,M,0
11.4,Cupples II,M,0
11.5,Cupples II,M,29
12.0,Cupples II,M,0
12.1,Cupples II,M,0
12.2,Cupples II,M,0
12.3,Cupples II,M,0
12.4,Cupples II,M,0
12.5,Cupples II,M,129
13.0,Cupples II,M,0
13.1,Cupples II,M,0
13.2,Cupples II,M,0
13.3,Cupples II,M,0
13.4,Cupples II,M,0
13.5,Cupples II,M,95
14.0,Cupples II,M,0
14.1,Cupples II,M,0
14.2,Cupples II,M,94
14.3,Cupples II,M,0
14.4,Cupples II,M,0
14.5,Cupples II,M,40
15.0,Cupples II,M,0
15.1,Cupples II,M,0
15.2,Cupples II,M,0
15.3,Cupples II,M,0
15.4,Cupples II,M,0
15.5,Cupples II,M,145
16.0,Cupples II,M,0
16.1,Cupples II,M,0
16.2,Cupples II,M,0
16.3,Cupples II,M,0
16.4,Cupples II,M,0
16.5,Cupples II,M,0
17.0,Cupples II,M,0
17.1,Cupples II,M,0
17.2,Cupples II,M,56
17.3,Cupples II,M,0
17.4,Cupples II,M,0
17.5,Cupples II,M,0
18.0,Cupples II,M,0
18.1,Cupples II,M,0
18.2,Cupples II,M,0
18.3,Cupples II,M,11
18.4,Cupples II,M,0
18.5,Cupples II,M,14
19.0,Cupples II,M,0
19.1,Cupples II,M,0
19.2,Cupples II,M,0
19.3,Cupples II,M,0
19.4,Cupples II,M,0
19.5,Cupples II,M,0
20.0,Cupples II,M,0
7.0,Cupples II,T,0
7.1,Cupples II,T,0
7.2,Cupples II,T,0
7.3,Cupples II,T,0
7.4,Cupples II,T,0
7.5,Cupples II,T,0
8.0,Cupples II,T,0
8.1,Cupples II,T,0
8.2,Cupples II,T,0
8.3,Cupples II,T,0
8.4,Cupples II,T,0
8.5,Cupples II,T,29
9.0,Cupples II,T,0
9.1,Cupples II,T,0
9.2,Cupples II,T,0
9.3,Cupples II,T,0
9.4,Cupples II,T,0
9.5,Cupples II,T,166
10.0,Cupples II,T,0
10.1,Cupples II,T,0
