Days,Time,Building and Room,Seats,Enrolled,Waits,Dept_name,
-T-R---, 1:00P-2:20P, Simon / 110, 9, 8, 0, FINANCE(B52), 
----F--, 9:00A-10:20A, Simon / 103, 15, 11, 0, FINANCE(B52), 
----F--, 1:00P-3:50P, Simon / 108, 15, 6, 0, FINANCE(B52), 
----F--, 1:00P-3:50P, Simon / 108, 15, 5, 0, FINANCE(B52), 
M-W----, 8:30A-9:50A, Simon / 105, 49, 49, 0, FINANCE(B52), 
M-W----, 11:30A-12:50P, Simon / 105, 49, 49, 0, FINANCE(B52), 
-T-----, 6:15P-9:15P, Bauer / 240, 6, 6, 5, FINANCE(B52), 
-T-R---, 10:00A-11:20A, Simon / 112, 6, 6, 0, FINANCE(B52), 
-T-R---, 9:00A-11:50A, Knight Hall / 511, 15, 15, 0, FINANCE(B52), 
TBA, , TBA, 0, 1, 0, FINANCE(B52), 
TBA, , TBA, 0, 1, 0, FINANCE(B52), 
TBA, , TBA, 0, 122, 0, INTERNATIONAL STUDIES(B99), 
M-W----, 11:30A-12:50P, Simon / 103, 0, 16, 0, INTERNATIONAL STUDIES(B99), 
TBA, , TBA, 0, 10, 0, INTERNATIONAL STUDIES(B99), 
TBA, , TBA, 0, 1, 0, INTERNATIONAL STUDIES(B99), 
TBA, , TBA, 0, 14, 0, INTERNATIONAL STUDIES(B99), 
TBA, , TBA, 0, 6, 0, INTERNATIONAL STUDIES(B99), 
TBA, , TBA, 0, 17, 0, INTERNATIONAL STUDIES(B99), 
TBA, , TBA, 0, 5, 0, INTERNATIONAL STUDIES(B99), 
TBA, , TBA, 0, 7, 0, INTERNATIONAL STUDIES(B99), 
TBA, , TBA, 0, 6, 0, INTERNATIONAL STUDIES(B99), 
TBA, , TBA, 0, 4, 0, INTERNATIONAL STUDIES(B99), 
TBA, , TBA, 0, 8, 0, INTERNATIONAL STUDIES(B99), 
TBA, , TBA, 0, 4, 0, INTERNATIONAL STUDIES(B99), 
TBA, , TBA, 0, 1, 0, INTERNATIONAL STUDIES(B99), 
TBA, , TBA, 0, 16, 0, INTERNATIONAL STUDIES(B99), 
TBA, , TBA, 0, 23, 0, INTERNATIONAL STUDIES(B99), 
TBA, , TBA, 0, 0, 0, INTERNATIONAL STUDIES(B99), 
TBA, , (None) /, 0, 2, 0, INTERNATIONAL STUDIES(B99), 
TBA, , TBA, 0, 3, 0, INTERNATIONAL STUDIES(B99), 
TBA, , TBA, 0, 7, 0, INTERNATIONAL STUDIES(B99), 
M-W----, 1:00P-2:20P, Knight Hall / 301, 35, 26, 0, MANAGEMENT(B63), 
-T-----, 4:00P-6:00P, Bauer / 150, 20, 13, 0, MANAGEMENT(B63), 
------S----FS-, 9:00A-1:00P8:30A-5:30P, Simon / 106   Simon / 106, 40, 23, 0, MANAGEMENT(B63), 
------S-----S-----F--, 1:00P-5:00P8:30A-5:00P8:30A-5:00P, Simon / 107   Simon / 107   Simon / 106, 48, 20, 0, MANAGEMENT(B63), 
-----S--T-----, 9:00A-12:00P6:15P-9:15P, Simon / 109   Simon / 109, 0, 37, 0, MANAGEMENT(B63), 
-----SS, 8:30A-5:00P, Bauer / 130, 0, 41, 0, MANAGEMENT(B63), 
------S----FS-, 9:00A-12:00P9:00A-5:00P, Bauer / 240   Bauer / 240, 24, 11, 0, MANAGEMENT(B63), 
-T-----, 2:30P-5:20P, Simon / 106, 20, 11, 0, MANAGEMENT(B63), 
------S----FS-, 8:30A-12:00P8:30A-5:00P, Bauer / 160   Bauer / 160, 41, 26, 0, MANAGEMENT(B63), 
------S----FS-, 8:30A-12:00P8:30A-5:00P, Bauer / 160   Bauer / 160, 41, 17, 0, MANAGEMENT(B63), 
-T-----, 6:15P-9:15P, Simon / 107, 40, 14, 0, MANAGEMENT(B63), 
------S-----S-----F--, 3:00P-6:00P8:30A-5:00P8:30A-5:00P, Simon / 109   Simon / 109   Simon / 106, 60, 17, 0, MANAGEMENT(B63), 
-T-R---, 2:30P-3:50P, Simon / 107, 30, 19, 0, MANAGEMENT(B63), 
-T-R---, 4:00P-5:20P, Bauer / 230, 33, 13, 0, MANAGEMENT(B63), 
M------, 2:00P-4:50P, McDonnell / 162, 20, 8, 0, MANAGEMENT(B63), 
--W----, 4:00P-6:00P, Simon / 105, 0, 10, 0, MANAGEMENT(B63), 
TBA, , (None) /, 0, 48, 0, MANAGEMENT(B63), 
--W----, 7:00P-8:30P, Remote / BUS, 0, 13, 0, MANAGEMENT(B63), 
--W----, 7:00P-8:30P, Remote / BUS, 0, 32, 0, MANAGEMENT(B63), 
-T-----, 7:00P-8:30P, Remote / BUS, 0, 13, 0, MANAGEMENT(B63), 
TBA, , TBA, 0, 15, 0, MANAGEMENT(B63), 
M------, 4:30P-5:50P, Simon / 108, 0, 18, 0, MANAGEMENT(B63), 
-T-----, 3:00P-3:50P, Bauer / 210S, 0, 12, 0, MANAGEMENT(B63), 
----F--, 11:00A-11:50A, Simon / 122, 0, 12, 0, MANAGEMENT(B63), 
----F--, 12:00P-12:50P, Simon / 113, 0, 9, 0, MANAGEMENT(B63), 
M------, 4:30P-5:50P, Bauer / 330, 0, 45, 0, MANAGEMENT(B63), 
-T-R---, 2:30P-3:50P, Simon / 109, 25, 28, 0, MANAGEMENT(B63), 
TBA, , TBA, 0, 2, 0, MANAGEMENT(B63), 
TBA, , TBA, 0, 8, 0, MANAGEMENT(B63), 
----F--, 11:00A-11:50A, Simon / 113, 0, 38, 0, MANAGEMENT(B63), 
----F--, 11:00A-11:50A, Simon / 113, 0, 37, 0, MANAGEMENT(B63), 
TBA, , TBA, 0, 38, 0, MANAGEMENT(B63), 
TBA, , TBA, 0, 38, 0, MANAGEMENT(B63), 
TBA, , TBA, 0, 49, 0, MANAGEMENT(B63), 
TBA, , TBA, 0, 38, 0, MANAGEMENT(B63), 
TBA, , TBA, 0, 43, 0, MANAGEMENT(B63), 
TBA, , TBA, 0, 28, 0, MANAGEMENT(B63), 
---R---, 7:00P-8:30P, Remote / BUS, 0, 13, 0, MANAGEMENT(B63), 
---R---, 7:00P-8:30P, Remote / BUS, 0, 10, 0, MANAGEMENT(B63), 
--W----, 1:00P-3:50P, Bauer / 330, 35, 19, 0, SUPPLY CHAIN OPERATIONS AND TECHNOLOGY(B67), 
--W----, 6:15P-9:15P, Bauer / 150, 35, 29, 0, SUPPLY CHAIN OPERATIONS AND TECHNOLOGY(B67), 
-T-----, 4:00P-5:20P, Bauer / 160, 0, 43, 0, SUPPLY CHAIN OPERATIONS AND TECHNOLOGY(B67), 
M------, 1:00P-3:50P, Simon / 122, 50, 42, 0, SUPPLY CHAIN OPERATIONS AND TECHNOLOGY(B67), 
--W----, 1:00P-3:50P, Simon / 122, 60, 18, 0, SUPPLY CHAIN OPERATIONS AND TECHNOLOGY(B67), 
TBA, , TBA, 0, 33, 0, SUPPLY CHAIN OPERATIONS AND TECHNOLOGY(B67), 
-T-R---, 11:30A-12:50P, Bauer / 130, 56, 55, 0, SUPPLY CHAIN OPERATIONS AND TECHNOLOGY(B67), 
M------, 4:00P-6:50P, Bauer / 150, 56, 7, 0, SUPPLY CHAIN OPERATIONS AND TECHNOLOGY(B67), 
M------, 6:15P-9:15P, Simon / 105, 58, 48, 0, SUPPLY CHAIN OPERATIONS AND TECHNOLOGY(B67), 
------S----FS-, 1:00P-5:00P8:30A-5:00P, Bauer / 160   Bauer / 160, 0, 45, 0, SUPPLY CHAIN OPERATIONS AND TECHNOLOGY(B67), 
-----S-----F--, 9:00A-1:00P1:00P-5:00P, Bauer / 210S  Bauer / 210S, 0, 3, 0, SUPPLY CHAIN OPERATIONS AND TECHNOLOGY(B67), 
------S----FS-, 1:00P-5:00P8:30A-5:00P, Bauer / 160   Bauer / 160, 40, 40, 0, SUPPLY CHAIN OPERATIONS AND TECHNOLOGY(B67), 
---R---, 4:00P-6:50P, Simon / 106, 45, 45, 1, SUPPLY CHAIN OPERATIONS AND TECHNOLOGY(B67), 
-----S------SS, 2:00P-5:00P9:00A-12:00P, Bauer / 240   Bauer / 240, 49, 49, 0, SUPPLY CHAIN OPERATIONS AND TECHNOLOGY(B67), 
TBA, , (None) /, 0, 48, 0, SUPPLY CHAIN OPERATIONS AND TECHNOLOGY(B67), 
M-W----, 10:00A-11:20A, Bauer / 230, 49, 46, 0, SUPPLY CHAIN OPERATIONS AND TECHNOLOGY(B57), 
M-W----, 11:30A-12:50P, Bauer / 230, 49, 39, 0, SUPPLY CHAIN OPERATIONS AND TECHNOLOGY(B57), 
-T-R---, 2:30P-3:50P, Bauer / 130, 49, 10, 0, SUPPLY CHAIN OPERATIONS AND TECHNOLOGY(B57), 
-T-R---, 1:00P-2:20P, Bauer / 130, 49, 12, 0, SUPPLY CHAIN OPERATIONS AND TECHNOLOGY(B57), 
-T-----, 4:00P-7:00P, Bauer / 130, 12, 5, 0, SUPPLY CHAIN OPERATIONS AND TECHNOLOGY(B57), 
