time_day,Building,day_week,num_students
19.1,Jubel,H,0
19.2,Jubel,H,0
19.3,Jubel,H,0
19.4,Jubel,H,0
19.5,Jubel,H,0
20.0,Jubel,H,0
7.0,Jubel,F,0
7.1,Jubel,F,0
7.2,Jubel,F,0
7.3,Jubel,F,0
7.4,Jubel,F,0
7.5,Jubel,F,0
8.0,Jubel,F,0
8.1,Jubel,F,0
8.2,Jubel,F,0
8.3,Jubel,F,0
8.4,Jubel,F,0
8.5,Jubel,F,0
9.0,Jubel,F,54
9.1,Jubel,F,0
9.2,Jubel,F,0
9.3,Jubel,F,0
9.4,Jubel,F,0
9.5,Jubel,F,0
10.0,Jubel,F,98
10.1,Jubel,F,0
10.2,Jubel,F,0
10.3,Jubel,F,0
10.4,Jubel,F,0
10.5,Jubel,F,0
11.0,Jubel,F,0
11.1,Jubel,F,0
11.2,Jubel,F,0
11.3,Jubel,F,0
11.4,Jubel,F,0
11.5,Jubel,F,0
12.0,Jubel,F,33
12.1,Jubel,F,0
12.2,Jubel,F,0
12.3,Jubel,F,0
12.4,Jubel,F,0
12.5,Jubel,F,0
13.0,Jubel,F,0
13.1,Jubel,F,0
13.2,Jubel,F,0
13.3,Jubel,F,0
13.4,Jubel,F,0
13.5,Jubel,F,0
14.0,Jubel,F,0
14.1,Jubel,F,0
14.2,Jubel,F,0
14.3,Jubel,F,0
14.4,Jubel,F,0
14.5,Jubel,F,0
15.0,Jubel,F,65
15.1,Jubel,F,0
15.2,Jubel,F,0
15.3,Jubel,F,0
15.4,Jubel,F,0
15.5,Jubel,F,0
16.0,Jubel,F,0
16.1,Jubel,F,0
16.2,Jubel,F,0
16.3,Jubel,F,0
16.4,Jubel,F,0
16.5,Jubel,F,0
17.0,Jubel,F,0
17.1,Jubel,F,0
17.2,Jubel,F,0
17.3,Jubel,F,0
17.4,Jubel,F,0
17.5,Jubel,F,0
18.0,Jubel,F,0
18.1,Jubel,F,0
18.2,Jubel,F,0
18.3,Jubel,F,0
18.4,Jubel,F,0
18.5,Jubel,F,0
19.0,Jubel,F,0
19.1,Jubel,F,0
19.2,Jubel,F,0
19.3,Jubel,F,0
19.4,Jubel,F,0
19.5,Jubel,F,0
20.0,Jubel,F,0
7.0,Kemper,M,0
7.1,Kemper,M,0
7.2,Kemper,M,0
7.3,Kemper,M,0
7.4,Kemper,M,0
7.5,Kemper,M,0
8.0,Kemper,M,0
8.1,Kemper,M,0
8.2,Kemper,M,0
8.3,Kemper,M,0
8.4,Kemper,M,0
8.5,Kemper,M,0
9.0,Kemper,M,0
9.1,Kemper,M,0
9.2,Kemper,M,0
9.3,Kemper,M,0
9.4,Kemper,M,0
9.5,Kemper,M,0
10.0,Kemper,M,70
10.1,Kemper,M,0
10.2,Kemper,M,0
10.3,Kemper,M,0
10.4,Kemper,M,0
10.5,Kemper,M,0
11.0,Kemper,M,0
11.1,Kemper,M,0
11.2,Kemper,M,0
11.3,Kemper,M,0
11.4,Kemper,M,0
11.5,Kemper,M,0
12.0,Kemper,M,0
12.1,Kemper,M,0
12.2,Kemper,M,0
12.3,Kemper,M,0
12.4,Kemper,M,0
12.5,Kemper,M,0
13.0,Kemper,M,84
13.1,Kemper,M,0
13.2,Kemper,M,0
13.3,Kemper,M,0
13.4,Kemper,M,0
13.5,Kemper,M,0
14.0,Kemper,M,0
14.1,Kemper,M,0
14.2,Kemper,M,0
14.3,Kemper,M,0
14.4,Kemper,M,0
14.5,Kemper,M,0
15.0,Kemper,M,0
15.1,Kemper,M,0
15.2,Kemper,M,0
15.3,Kemper,M,0
15.4,Kemper,M,0
15.5,Kemper,M,0
16.0,Kemper,M,22
16.1,Kemper,M,0
16.2,Kemper,M,0
16.3,Kemper,M,0
16.4,Kemper,M,0
16.5,Kemper,M,0
17.0,Kemper,M,0
17.1,Kemper,M,0
17.2,Kemper,M,0
17.3,Kemper,M,0
17.4,Kemper,M,0
17.5,Kemper,M,0
18.0,Kemper,M,0
18.1,Kemper,M,0
18.2,Kemper,M,0
18.3,Kemper,M,0
18.4,Kemper,M,0
18.5,Kemper,M,0
19.0,Kemper,M,0
19.1,Kemper,M,0
19.2,Kemper,M,0
19.3,Kemper,M,0
19.4,Kemper,M,0
19.5,Kemper,M,0
20.0,Kemper,M,0
7.0,Kemper,T,0
7.1,Kemper,T,0
7.2,Kemper,T,0
7.3,Kemper,T,0
7.4,Kemper,T,0
7.5,Kemper,T,0
8.0,Kemper,T,0
8.1,Kemper,T,0
8.2,Kemper,T,0
8.3,Kemper,T,0
8.4,Kemper,T,0
8.5,Kemper,T,0
